,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
18,TATACHEM,IL,2017-06-07,645.0,645.0,645.0,644.95,-,645.0,644.99,1815,1170657.55,12,1815,100.0,2017,6,0.0,Slight
46,TATACHEM,IL,2017-07-17,645.0,632.6,632.6,632.6,-,632.6,632.6,30000,18978000.0,1,30000,100.0,2017,7,-0.02,Slight
192,TATACHEM,IL,2018-02-14,632.6,733.0,733.0,733.0,-,733.0,733.0,1074500,787608500.0,9,1074500,100.0,2018,2,0.16,Slight
196,TATACHEM,IL,2018-02-19,733.0,726.0,726.0,726.0,-,726.0,726.0,23500,17061000.0,1,23500,100.0,2018,2,-0.01,Slight
