,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
0,RCOM,EQ,2017-05-15,32.45,32.5,32.6,31.7,32.0,32.0,31.99,7126316,227997349.45,11883,1908042,26.77,2017,5,0.0,Slight
1,RCOM,EQ,2017-05-16,32.0,32.05,32.35,31.85,32.0,32.1,32.12,7274881,233687705.5,9976,2211910,30.4,2017,5,0.0,Slight
2,RCOM,EQ,2017-05-17,32.1,32.1,32.3,31.7,31.9,31.95,31.97,6245114,199636016.25,8838,1399815,22.41,2017,5,-0.0,Slight
3,RCOM,EQ,2017-05-18,31.95,31.6,31.9,31.0,31.05,31.05,31.34,11189938,350677557.6,17051,3629175,32.43,2017,5,-0.03,Slight
4,RCOM,EQ,2017-05-19,31.05,31.2,31.45,30.25,30.55,30.55,30.8,11898780,366454736.0,18065,3309529,27.81,2017,5,-0.02,Slight
5,RCOM,EQ,2017-05-22,30.55,30.75,30.8,29.7,29.9,29.8,30.08,10150535,305352630.7,19810,3463929,34.13,2017,5,-0.02,Slight
6,RCOM,EQ,2017-05-23,29.8,29.7,29.8,27.2,27.95,28.0,28.16,25930820,730092658.15,42741,5472973,21.11,2017,5,-0.06,Slight
7,RCOM,EQ,2017-05-24,28.0,28.0,28.2,25.3,25.9,25.9,26.34,46243616,1218051381.35,60442,12211614,26.41,2017,5,-0.08,Slight
8,RCOM,EQ,2017-05-25,25.9,25.9,26.55,25.15,26.2,25.95,25.9,28257448,731824827.85,35034,6872713,24.32,2017,5,0.0,Slight
9,RCOM,EQ,2017-05-26,25.95,26.0,26.3,25.35,25.95,25.75,25.93,14024830,363634445.4,20142,4643580,33.11,2017,5,-0.01,Slight
10,RCOM,EQ,2017-05-29,25.75,25.0,25.3,19.7,20.8,20.5,21.29,114681061,2441748320.65,121576,24407844,21.28,2017,5,-0.2,Slight
11,RCOM,EQ,2017-05-30,20.5,20.0,22.45,18.95,20.2,20.0,20.51,130001062,2666351361.75,131557,24960708,19.2,2017,5,-0.02,Slight
12,RCOM,EQ,2017-05-31,20.0,20.0,20.7,18.1,20.55,19.9,19.03,231757141,4409651786.1,144306,36142401,15.59,2017,5,-0.01,Slight
13,RCOM,EQ,2017-06-01,19.9,20.5,21.15,19.85,20.7,20.75,20.56,119167702,2450061180.35,100392,23621882,19.82,2017,6,0.04,Slight
14,RCOM,EQ,2017-06-02,20.75,20.5,21.65,20.05,20.7,20.65,20.67,92064997,1902732035.8,76785,18572290,20.17,2017,6,-0.0,Slight
15,RCOM,EQ,2017-06-05,20.65,21.4,21.6,20.65,20.75,20.8,20.99,62528686,1312642831.15,48525,20457641,32.72,2017,6,0.01,Slight
16,RCOM,EQ,2017-06-06,20.8,20.8,20.85,19.75,20.2,20.15,20.18,44525105,898335244.25,37179,8623150,19.37,2017,6,-0.03,Slight
17,RCOM,EQ,2017-06-07,20.15,19.7,19.7,19.15,19.3,19.35,19.45,45032892,875696493.55,35975,11802183,26.21,2017,6,-0.04,Slight
18,RCOM,EQ,2017-06-08,19.35,19.3,19.4,18.65,18.65,18.75,18.97,32893792,624120950.15,30192,10666086,32.43,2017,6,-0.03,Slight
19,RCOM,EQ,2017-06-09,18.75,18.5,18.75,18.15,18.7,18.4,18.37,36481400,670055620.8,31954,10796436,29.59,2017,6,-0.02,Slight
