,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
0,JUBLFOOD,EQ,2017-05-15,986.35,991.85,1031.0,983.55,1029.6,1025.45,1009.72,576466,582068509.3,19888,115368,20.01,2017,5,0.0,Slight
1,JUBLFOOD,EQ,2017-05-16,1025.45,1028.5,1054.85,1028.5,1052.0,1050.65,1042.26,487510,508110696.2,15487,84859,17.41,2017,5,0.02,Slight
2,JUBLFOOD,EQ,2017-05-17,1050.65,1044.0,1058.75,1024.2,1047.0,1049.05,1039.93,393751,409472571.35,15205,61936,15.73,2017,5,-0.0,Slight
3,JUBLFOOD,EQ,2017-05-18,1049.05,1039.7,1049.15,1012.2,1014.1,1019.35,1033.8,381432,394324549.9,10345,40599,10.64,2017,5,-0.03,Slight
4,JUBLFOOD,EQ,2017-05-19,1019.35,1022.0,1042.2,1011.0,1012.55,1018.1,1025.24,287852,295117054.1,9834,60049,20.86,2017,5,-0.0,Slight
5,JUBLFOOD,EQ,2017-05-22,1018.1,1018.1,1038.0,1015.0,1022.85,1030.3,1026.6,321837,330398168.1,9940,87006,27.03,2017,5,0.01,Slight
6,JUBLFOOD,EQ,2017-05-23,1030.3,1030.0,1030.0,990.0,990.0,993.15,1009.44,342845,346083143.95,12009,77703,22.66,2017,5,-0.04,Slight
7,JUBLFOOD,EQ,2017-05-24,993.15,995.0,1005.9,966.0,974.45,976.45,988.12,448045,442723272.85,12040,42627,9.51,2017,5,-0.02,Slight
8,JUBLFOOD,EQ,2017-05-25,976.45,974.45,1024.0,965.25,1024.0,1014.95,998.09,524803,523802982.35,23985,109155,20.8,2017,5,0.04,Slight
9,JUBLFOOD,EQ,2017-05-26,1014.95,1024.0,1035.0,982.5,993.95,992.7,1013.2,391221,396385702.95,17661,72571,18.55,2017,5,-0.02,Slight
10,JUBLFOOD,EQ,2017-05-29,992.7,997.8,998.4,925.0,937.2,940.35,957.94,974901,933898388.15,24822,158323,16.24,2017,5,-0.05,Slight
11,JUBLFOOD,EQ,2017-05-30,940.35,880.1,921.0,817.2,910.2,909.15,876.28,5504664,4823600441.05,135807,628329,11.41,2017,5,-0.03,Slight
12,JUBLFOOD,EQ,2017-05-31,909.15,911.95,925.0,888.0,917.0,914.9,909.16,1195336,1086751063.9,35859,123904,10.37,2017,5,0.01,Slight
13,JUBLFOOD,EQ,2017-06-01,914.9,920.0,920.0,898.1,912.5,912.25,909.03,921483,837654417.5,22643,279276,30.31,2017,6,-0.0,Slight
14,JUBLFOOD,EQ,2017-06-02,912.25,914.25,934.8,908.3,932.0,930.85,924.04,620511,573375608.4,19763,118969,19.17,2017,6,0.02,Slight
15,JUBLFOOD,EQ,2017-06-05,930.85,931.0,949.0,926.1,932.1,936.05,940.24,514033,483313619.6,13543,105374,20.5,2017,6,0.01,Slight
16,JUBLFOOD,EQ,2017-06-06,936.05,936.05,965.8,935.2,956.9,952.55,954.52,1196195,1141796685.15,34217,288991,24.16,2017,6,0.02,Slight
17,JUBLFOOD,EQ,2017-06-07,952.55,957.2,961.35,945.0,956.45,955.2,952.61,472750,450345925.65,12611,72293,15.29,2017,6,0.0,Slight
18,JUBLFOOD,EQ,2017-06-08,955.2,952.0,971.9,952.0,963.4,963.8,963.02,500353,481848465.15,11524,47326,9.46,2017,6,0.01,Slight
19,JUBLFOOD,EQ,2017-06-09,963.8,964.0,975.0,952.45,973.0,969.1,962.46,370792,356870831.6,12853,50945,13.74,2017,6,0.01,Slight
20,JUBLFOOD,EQ,2017-06-12,969.1,960.0,966.85,950.1,957.5,959.55,959.32,265930,255111838.5,7100,38470,14.47,2017,6,-0.01,Slight
21,JUBLFOOD,EQ,2017-06-13,959.55,961.15,973.0,953.0,970.7,970.05,965.68,421456,406990193.75,9885,51514,12.22,2017,6,0.01,Slight
22,JUBLFOOD,EQ,2017-06-14,970.05,962.0,968.0,952.0,968.0,962.6,959.06,324857,311556021.65,11365,21369,6.58,2017,6,-0.01,Slight
23,JUBLFOOD,EQ,2017-06-15,962.6,959.95,964.9,953.0,959.0,959.25,958.04,231706,221983581.5,9126,32167,13.88,2017,6,-0.0,Slight
24,JUBLFOOD,EQ,2017-06-16,959.25,963.0,968.75,925.4,943.0,938.2,945.96,496384,469558754.8,13784,86728,17.47,2017,6,-0.02,Slight
25,JUBLFOOD,EQ,2017-06-19,938.2,940.1,944.95,918.6,923.5,924.65,927.95,656933,609603939.85,19540,236955,36.07,2017,6,-0.01,Slight
