Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
MINDTREE,EQ,2017-05-15,510.6,507.35,515.0,505.9,510.5,509.45,510.39,271952,138800509.75,8261,100362,36.9,2017,5,0.0,Slight
MINDTREE,EQ,2017-05-16,509.45,507.0,515.85,506.0,511.0,511.3,512.69,207011,106131728.2,5550,82090,39.65,2017,5,0.36,Slight
MINDTREE,EQ,2017-05-17,511.3,507.05,519.7,502.75,504.0,506.35,512.1,391401,200437504.6,13341,150098,38.35,2017,5,-0.97,Slight negative
MINDTREE,EQ,2017-05-18,506.35,502.0,516.75,486.0,487.5,492.9,505.6,852336,430937717.05,18513,170919,20.05,2017,5,-2.66,Negative
MINDTREE,EQ,2017-05-19,492.9,491.95,502.95,489.5,495.15,497.5,496.43,352273,174878151.5,8326,57853,16.42,2017,5,0.93,Slight positive
MINDTREE,EQ,2017-05-22,497.5,499.95,511.85,497.1,501.55,502.35,504.78,399974,201899898.35,9779,107089,26.77,2017,5,0.97,Slight positive
MINDTREE,EQ,2017-05-23,502.35,504.0,507.45,491.0,498.0,501.15,498.72,452893,225866353.65,8567,198703,43.87,2017,5,-0.24,Slight
MINDTREE,EQ,2017-05-24,501.15,502.0,515.0,494.05,511.95,509.95,506.72,823967,417521056.9,15083,351179,42.62,2017,5,1.76,Positive
MINDTREE,EQ,2017-05-25,509.95,513.7,549.5,508.45,542.5,543.9,532.14,1632427,868682873.0,25072,693340,42.47,2017,5,6.66,Among top gainers
MINDTREE,EQ,2017-05-26,543.9,540.0,544.0,532.0,533.45,535.2,537.15,461613,247953805.9,12606,113087,24.5,2017,5,-1.6,Negative
MINDTREE,EQ,2017-05-29,535.2,532.5,552.05,521.6,529.15,530.55,535.83,718355,384914121.1,19256,173854,24.2,2017,5,-0.87,Slight negative
MINDTREE,EQ,2017-05-30,530.55,530.55,540.0,524.0,535.6,537.4,535.4,475566,254620399.25,11648,186388,39.19,2017,5,1.29,Positive
MINDTREE,EQ,2017-05-31,537.4,540.0,549.8,534.5,546.05,543.95,543.99,617800,336076783.45,18504,234480,37.95,2017,5,1.22,Positive
MINDTREE,EQ,2017-06-01,543.95,545.05,549.0,535.0,538.0,537.4,540.08,504801,272634250.6,18409,182246,36.1,2017,6,-1.2,Negative
MINDTREE,EQ,2017-06-02,537.4,537.8,543.8,533.1,539.9,539.9,539.28,312022,168268100.8,6951,139538,44.72,2017,6,0.47,Slight
MINDTREE,EQ,2017-06-05,539.9,540.0,560.0,536.3,555.85,557.45,552.59,960839,530948103.85,34305,367704,38.27,2017,6,3.25,Among top gainers
MINDTREE,EQ,2017-06-06,557.45,560.0,565.9,544.4,546.0,546.7,557.59,931646,519479225.9,28291,241092,25.88,2017,6,-1.93,Negative
MINDTREE,EQ,2017-06-07,546.7,549.5,556.1,513.55,534.9,536.9,534.96,957153,512035924.15,18469,250862,26.21,2017,6,-1.79,Negative
MINDTREE,EQ,2017-06-08,536.9,538.5,546.35,528.0,542.8,543.5,539.33,459527,247838052.8,9138,138735,30.19,2017,6,1.23,Positive
MINDTREE,EQ,2017-06-09,543.5,542.0,542.75,534.15,537.05,538.75,538.62,229279,123494625.55,7087,87478,38.15,2017,6,-0.87,Slight negative
MINDTREE,EQ,2017-06-12,538.75,536.1,544.55,528.05,539.0,539.8,538.19,379066,204010845.35,9623,98241,25.92,2017,6,0.19,Slight
MINDTREE,EQ,2017-06-13,539.8,540.9,542.35,530.2,532.0,531.8,536.98,320855,172291144.95,12246,97230,30.3,2017,6,-1.48,Negative
MINDTREE,EQ,2017-06-14,531.8,531.7,536.75,516.45,523.5,523.3,523.37,671432,351407049.65,9066,317335,47.26,2017,6,-1.6,Negative
MINDTREE,EQ,2017-06-15,523.3,521.05,523.75,515.05,515.65,517.85,520.28,210643,109592788.85,5216,66819,31.72,2017,6,-1.04,Negative
MINDTREE,EQ,2017-06-16,517.85,518.05,525.45,511.15,514.9,514.95,518.36,385256,199702494.7,6706,116377,30.21,2017,6,-0.56,Slight negative
MINDTREE,EQ,2017-06-19,514.95,518.7,520.45,511.6,515.2,515.9,516.15,188878,97488450.9,4159,31231,16.54,2017,6,0.18,Slight
MINDTREE,EQ,2017-06-20,515.9,516.0,525.0,516.0,519.05,519.75,520.97,442425,230490111.3,11450,226523,51.2,2017,6,0.75,Slight positive
MINDTREE,EQ,2017-06-21,519.75,517.85,524.0,515.05,519.9,519.6,520.65,414457,215787296.9,14034,188443,45.47,2017,6,-0.03,Slight
MINDTREE,EQ,2017-06-22,519.6,520.0,530.85,518.25,521.05,521.0,525.4,403163,211820055.15,7914,95596,23.71,2017,6,0.27,Slight
MINDTREE,EQ,2017-06-23,521.0,531.95,537.5,525.0,532.0,532.0,531.87,1238632,658793281.85,22835,220177,17.78,2017,6,2.11,Positive
MINDTREE,EQ,2017-06-27,532.0,537.0,540.0,516.05,526.05,526.65,528.98,699296,369910443.5,15285,221803,31.72,2017,6,-1.01,Negative
MINDTREE,EQ,2017-06-28,526.65,525.0,534.0,520.55,529.95,531.1,529.33,336692,178221369.5,7826,73242,21.75,2017,6,0.84,Slight positive
MINDTREE,EQ,2017-06-29,531.1,548.7,548.7,525.3,527.0,528.7,533.11,2877419,1533985313.85,37587,1395145,48.49,2017,6,-0.45,Slight
MINDTREE,EQ,2017-06-30,528.7,529.1,532.0,523.0,530.9,529.0,527.44,470377,248097623.9,7901,245563,52.21,2017,6,0.06,Slight
MINDTREE,EQ,2017-07-03,529.0,530.9,534.0,525.1,529.0,529.05,528.71,823697,435494658.55,17213,486031,59.01,2017,7,0.01,Slight
MINDTREE,EQ,2017-07-04,529.05,535.0,535.95,529.05,535.0,534.4,532.27,912799,485857728.25,28323,597937,65.51,2017,7,1.01,Positive
MINDTREE,EQ,2017-07-05,534.4,535.0,545.7,535.0,543.0,541.8,540.49,1592847,860913064.15,32898,980114,61.53,2017,7,1.38,Positive
MINDTREE,EQ,2017-07-06,541.8,542.0,546.6,539.6,545.9,544.8,542.96,820255,445366595.1,13739,498293,60.75,2017,7,0.55,Slight positive
MINDTREE,EQ,2017-07-07,544.8,544.9,548.8,538.05,540.7,539.15,543.07,1034523,561821559.7,17271,693438,67.03,2017,7,-1.04,Negative
MINDTREE,EQ,2017-07-10,539.15,539.0,539.0,518.9,529.1,529.65,530.06,81549,43225589.8,1502,47018,57.66,2017,7,-1.76,Negative
MINDTREE,EQ,2017-07-11,529.65,530.5,531.5,523.4,524.5,524.7,527.49,499551,263505935.45,9874,250482,50.14,2017,7,-0.93,Slight negative
MINDTREE,EQ,2017-07-12,524.7,523.0,525.9,513.15,514.0,514.3,518.34,609499,315924801.5,9131,367221,60.25,2017,7,-1.98,Negative
MINDTREE,EQ,2017-07-13,514.3,516.85,520.0,510.1,513.95,513.75,515.39,429212,221209563.35,11816,203188,47.34,2017,7,-0.11,Slight
MINDTREE,EQ,2017-07-14,513.75,513.75,518.8,510.55,514.0,514.95,514.91,692155,356397821.2,12260,394280,56.96,2017,7,0.23,Slight
MINDTREE,EQ,2017-07-17,514.95,515.9,520.35,512.15,514.25,514.0,517.04,819291,423604106.6,7607,495508,60.48,2017,7,-0.18,Slight
MINDTREE,EQ,2017-07-18,514.0,516.9,516.9,506.0,507.15,508.4,510.12,462809,236088183.45,12582,157642,34.06,2017,7,-1.09,Negative
MINDTREE,EQ,2017-07-19,508.4,511.75,520.0,505.25,506.05,506.65,511.0,1084370,554107922.7,15183,251332,23.18,2017,7,-0.34,Slight
MINDTREE,EQ,2017-07-20,506.65,485.0,500.0,482.5,484.65,484.3,489.92,2193659,1074726916.8,33883,564402,25.73,2017,7,-4.41,Among top losers
