,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
439,M&amp;M,BL,2019-02-18,792.0,627.55,627.55,627.55,627.55,627.55,627.55,5358108,3362480675.4,1,0,0.0,2019,2,0.0,Slight
445,M&amp;M,BL,2019-02-25,627.55,646.6,646.6,646.6,646.6,646.6,646.6,377124,243848378.4,1,0,0.0,2019,2,0.03,Slight
464,M&amp;M,BL,2019-03-25,646.6,678.8,678.8,678.8,678.8,678.8,678.8,222927,151322847.6,1,222927,100.0,2019,3,0.05,Slight
