Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percentage_Dly_Qt_to_Traded_Qty,Year,Month,Day_Perc_Change,Trend
LUXIND,EQ,2017-05-15,819.5,822.0,824.2,817.1,819.0,819.6,819.78,3182,2608550.05,149,2498,78.5,2017,5,0.0,Slight
LUXIND,EQ,2017-05-16,819.6,830.0,830.0,815.0,820.0,817.5,820.12,7161,5872873.95,328,6192,86.47,2017,5,-0.002562225475841902,Slight
LUXIND,EQ,2017-05-17,817.5,810.05,822.7,807.8,821.0,819.8,817.77,5347,4372630.55,322,3914,73.2,2017,5,0.002813455657492299,Slight
LUXIND,EQ,2017-05-18,819.8,815.2,835.0,815.2,818.0,820.05,824.05,5656,4660844.55,308,4032,71.29,2017,5,3.049524274213223E-4,Slight
LUXIND,EQ,2017-05-19,820.05,833.85,835.0,811.25,817.0,817.8,819.67,5101,4181112.75,263,3856,75.59,2017,5,-0.0027437351381013352,Slight
LUXIND,EQ,2017-05-22,817.8,824.95,824.95,810.25,820.0,817.05,816.31,3114,2541990.15,170,2227,71.52,2017,5,-9.170946441672781E-4,Slight
LUXIND,EQ,2017-05-23,817.05,823.8,830.0,770.0,829.95,807.3,792.86,27937,2.215005125E7,1311,16733,59.9,2017,5,-0.011933174224343677,Slight
LUXIND,EQ,2017-05-24,807.3,806.6,812.0,787.2,790.0,792.0,797.8,8642,6894624.4,822,5501,63.65,2017,5,-0.018952062430323244,Slight
LUXIND,EQ,2017-05-25,792.0,795.1,820.0,765.0,810.0,807.3,792.77,32330,2.563024955E7,2056,21791,67.4,2017,5,0.019318181818181762,Slight
LUXIND,EQ,2017-05-26,807.3,820.0,828.95,800.0,810.0,811.45,814.39,43671,3.556524875E7,1944,20269,46.41,2017,5,0.005140592097113949,Slight
LUXIND,EQ,2017-05-29,811.45,819.95,819.95,795.1,795.1,799.55,803.76,3544,2848540.65,471,2001,56.46,2017,5,-0.014665105675026298,Slight
LUXIND,EQ,2017-05-30,799.55,800.05,800.05,790.35,790.35,792.85,793.07,2069,1640851.6,271,1027,49.64,2017,5,-0.008379713588893669,Slight
LUXIND,EQ,2017-05-31,792.85,790.05,800.0,790.05,800.0,796.75,796.28,2073,1650697.5,193,1291,62.28,2017,5,0.00491896323390298,Slight
LUXIND,EQ,2017-06-01,796.75,799.95,800.0,788.05,788.25,789.15,794.15,3489,2770779.85,231,2818,80.77,2017,6,-0.00953875117665519,Slight
