,Unnamed: 0,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,14_day_SMA,14_day_STD,14_day_bollinger_upper,14_day_bollinger_lower,Call
357,358,TITAN,EQ,2018-10-22,788.7,793.4,795.9,773.2,776.35,774.8,781.11,2766247,2160732094.0,83044,1093380,39.53,2018,10,-1.76,Negative,792.1500000000002,17.827215581375086,827.8044311627503,756.4955688372501,Hold Short / Liquidate Buy
358,359,TITAN,EQ,2018-10-23,774.8,771.9,787.0,766.15,780.0,778.2,777.77,2239883,1742119007.7,55137,461129,20.59,2018,10,0.44,Slight,789.8964285714288,17.42073768956292,824.7379039505547,755.054953192303,Hold Short / Liquidate Buy
359,360,TITAN,EQ,2018-10-24,778.2,785.35,794.8,772.25,789.0,791.6,782.02,2060580,1611424933.25,65260,594655,28.86,2018,10,1.72,Positive,789.6892857142859,17.37897910797326,824.4472439302324,754.9313274983394,Hold Short / Liquidate Buy
360,361,TITAN,EQ,2018-10-25,791.6,785.0,796.0,777.8,793.9,791.25,788.19,1681346,1325218214.65,65768,372206,22.14,2018,10,-0.04,Slight,790.7285714285716,16.972757745714528,824.6740869200007,756.7830559371425,Hold Short / Liquidate Buy
361,362,TITAN,EQ,2018-10-26,791.25,790.0,820.0,786.65,807.5,806.9,809.02,3738778,3024733431.95,110364,816063,21.83,2018,10,1.98,Positive,791.7857142857144,17.516930585666664,826.8195754570478,756.7518531143811,Hold Buy / Liquidate Short
362,363,TITAN,EQ,2018-10-29,806.9,813.0,834.45,807.65,829.0,829.75,822.54,2473393,2034452750.05,72379,564113,22.81,2018,10,2.83,Positive,792.9428571428573,19.48927572107481,831.9214085850069,753.9643057007077,Hold Buy / Liquidate Short
363,364,TITAN,EQ,2018-10-30,829.75,829.0,841.4,819.4,831.5,830.5,833.92,1876874,1565159569.85,58382,308542,16.44,2018,10,0.09,Slight,798.7285714285716,17.52455106729135,833.7776735631543,763.679469293989,Hold Buy / Liquidate Short
364,365,TITAN,EQ,2018-10-31,830.5,837.5,847.9,818.5,841.7,844.6,835.22,2435865,2034483544.25,119476,900092,36.95,2018,10,1.7,Positive,802.7321428571431,21.06512435961225,844.8623915763676,760.6018941379186,Hold Buy / Liquidate Short
365,366,TITAN,EQ,2018-11-01,844.6,844.6,862.9,834.4,856.25,854.45,847.48,2485725,2106594322.85,67546,405994,16.33,2018,11,1.17,Positive,808.1285714285717,23.967411482824566,856.0633943942208,760.1937484629226,Hold Buy / Liquidate Short
366,367,TITAN,EQ,2018-11-02,854.45,860.0,884.0,857.9,869.0,871.0,874.15,3078543,2691120193.55,69720,860464,27.95,2018,11,1.94,Positive,812.8321428571433,29.223137613511685,871.2784180841667,754.3858676301198,Hold Buy / Liquidate Short
367,368,TITAN,EQ,2018-11-05,871.0,870.0,872.4,856.55,862.2,863.7,864.37,1903690,1645484325.25,97588,733304,38.52,2018,11,-0.84,Slight negative,816.8678571428575,32.141146688314976,881.1501505194874,752.5855637662276,Hold Buy / Liquidate Short
368,369,TITAN,EQ,2018-11-06,863.7,869.0,877.6,840.2,848.95,846.25,860.05,2504504,2153995474.75,63959,590291,23.57,2018,11,-2.02,Negative,819.414285714286,33.00691902157674,885.4281237574395,753.4004476711326,Hold Buy / Liquidate Short
369,370,TITAN,EQ,2018-11-07,846.25,855.0,855.95,847.6,849.0,850.15,850.68,331169,281719909.35,10139,83586,25.24,2018,11,0.46,Slight,822.989285714286,33.46140244067669,889.9120905956394,756.0664808329326,Hold Buy / Liquidate Short
370,371,TITAN,EQ,2018-11-09,850.15,855.0,865.0,844.0,846.0,847.65,854.52,3528039,3014767700.35,88114,1022069,28.97,2018,11,-0.29,Slight,827.2000000000002,32.51014634517717,892.2202926903545,762.1797073096458,Hold Buy / Liquidate Short
371,372,TITAN,EQ,2018-11-12,847.65,857.0,901.5,843.2,898.4,894.75,880.64,13985301,12315986502.8,283000,2523984,18.05,2018,11,5.56,Among top gainers,835.7678571428575,33.43116123034037,902.6301796035382,768.9055346821767,Hold Buy / Liquidate Short
372,373,TITAN,EQ,2018-11-13,894.75,889.2,899.65,879.1,897.05,897.5,890.21,4432001,3945401083.1,105152,347641,7.84,2018,11,0.31,Slight,844.2892857142859,32.82769221821492,909.9446701507158,778.6339012778561,Hold Buy / Liquidate Short
373,374,TITAN,EQ,2018-11-14,897.5,897.05,897.5,883.0,891.5,892.2,890.35,2606605,2320791814.0,70067,786402,30.17,2018,11,-0.59,Slight negative,851.4750000000003,31.385860057336064,914.2467201146724,788.7032798853281,Hold Buy / Liquidate Short
374,375,TITAN,EQ,2018-11-15,892.2,892.25,924.0,889.0,921.55,920.8,915.14,4711756,4311897954.1,119418,1005242,21.33,2018,11,3.21,Among top gainers,860.7285714285716,31.36147020130014,923.451511831172,798.0056310259713,Hold Buy / Liquidate Short
375,376,TITAN,EQ,2018-11-16,920.8,921.0,928.7,912.7,919.0,921.35,920.66,2769698,2549942911.95,86201,596458,21.54,2018,11,0.06,Slight,868.9035714285717,31.166867666002574,931.2373067605769,806.5698360965665,Hold Buy / Liquidate Short
376,377,TITAN,EQ,2018-11-19,921.35,922.0,927.0,915.05,921.0,920.55,921.3,2104102,1938517073.7,51859,786361,37.37,2018,11,-0.09,Slight,875.3892857142858,31.832863875682,939.0550134656498,811.7235579629219,Hold Buy / Liquidate Short
377,378,TITAN,EQ,2018-11-20,920.55,919.0,925.2,908.85,917.3,915.45,915.48,1540046,1409881981.8,40317,362112,23.51,2018,11,-0.55,Slight negative,881.4571428571431,30.694091495717554,942.8453258485782,820.068959865708,Hold Buy / Liquidate Short
378,379,TITAN,EQ,2018-11-21,915.45,917.5,929.9,909.55,929.0,926.55,921.06,1855760,1709265318.35,46709,608595,32.79,2018,11,1.21,Positive,887.3107142857144,30.937742562045372,949.1861994098051,825.4352291616237,Hold Buy / Liquidate Short
379,380,TITAN,EQ,2018-11-22,926.55,929.0,933.4,911.8,913.0,915.75,923.3,1617491,1493426295.6,47683,462322,28.58,2018,11,-1.17,Negative,891.6892857142858,30.25968489954927,952.2086555133843,831.1699159151873,Hold Buy / Liquidate Short
380,381,TITAN,EQ,2018-11-26,915.75,913.1,920.5,892.6,915.85,916.4,907.49,2116814,1920990326.9,47760,392380,18.54,2018,11,0.07,Slight,894.9321428571429,30.30457954186168,955.5413019408663,834.3229837734195,Hold Buy / Liquidate Short
381,382,TITAN,EQ,2018-11-27,916.4,914.0,918.0,906.0,916.0,914.3,912.94,1126278,1028222744.65,30277,196988,17.49,2018,11,-0.23,Slight,898.5464285714286,29.293688374318126,957.1338053200649,839.9590518227923,Hold Buy / Liquidate Short
382,383,TITAN,EQ,2018-11-28,914.3,916.0,931.0,915.0,920.0,922.95,926.24,2434110,2254576434.85,72891,1012390,41.59,2018,11,0.95,Slight positive,904.025,25.71436855145841,955.4537371029168,852.5962628970832,Hold Buy / Liquidate Short
383,384,TITAN,EQ,2018-11-29,922.95,929.05,933.9,913.0,929.0,931.4,926.94,1991914,1846387573.65,69712,701034,35.19,2018,11,0.92,Slight positive,909.8285714285714,21.432018770327304,952.6926089692261,866.9645338879168,Hold Buy / Liquidate Short
384,385,TITAN,EQ,2018-11-30,931.4,929.95,931.0,918.0,930.5,927.1,924.93,2738673,2533075098.9,83466,1378608,50.34,2018,11,-0.46,Slight,915.5035714285715,12.255477021854462,940.0145254722804,890.9926173848626,Hold Buy / Liquidate Short
385,386,TITAN,EQ,2018-12-03,927.1,932.55,939.8,920.5,936.5,936.25,930.16,2044427,1901653259.9,51096,456005,22.3,2018,12,0.99,Slight positive,918.4678571428573,11.862166865606367,942.19219087407,894.7435234116446,Hold Buy / Liquidate Short
386,387,TITAN,EQ,2018-12-04,936.25,935.0,940.15,921.5,925.5,923.8,928.41,1424621,1322634488.85,41625,585992,41.13,2018,12,-1.33,Negative,920.3464285714286,10.260519260483036,940.8674670923947,899.8253900504626,Hold Short / Liquidate Buy
387,388,TITAN,EQ,2018-12-05,923.8,921.0,925.65,901.55,919.8,920.25,912.29,3020688,2755750572.95,80312,1103403,36.53,2018,12,-0.38,Slight,922.35,6.325801864665713,935.0016037293315,909.6983962706686,Hold Short / Liquidate Buy
388,389,TITAN,EQ,2018-12-06,920.25,913.0,920.0,902.0,906.6,905.75,910.09,1425935,1297725495.3,57700,373629,26.2,2018,12,-1.58,Negative,921.275,7.731970342988496,936.738940685977,905.8110593140229,Hold Short / Liquidate Buy
389,390,TITAN,EQ,2018-12-07,905.75,911.0,921.45,893.3,916.0,916.6,905.9,2750589,2491749011.7,88783,874893,31.81,2018,12,1.2,Positive,920.9357142857143,7.831996222892522,936.5997067314994,905.2717218399292,Hold Short / Liquidate Buy
390,391,TITAN,EQ,2018-12-10,916.6,905.0,916.0,898.0,907.0,907.1,907.47,1508069,1368533331.7,39115,394325,26.15,2018,12,-1.04,Negative,919.9750000000001,8.663711897702434,937.302423795405,902.6475762045952,Hold Short / Liquidate Buy
391,392,TITAN,EQ,2018-12-11,907.1,899.0,936.95,894.15,931.6,933.15,917.48,2792386,2561961045.2,70007,954390,34.18,2018,12,2.87,Positive,921.2392857142858,9.22582451124696,939.6909347367797,902.7876366917918,Hold Buy / Liquidate Short
392,393,TITAN,EQ,2018-12-12,933.15,937.5,938.1,921.0,929.5,929.95,928.76,3256275,3024286536.7,81643,1022571,31.4,2018,12,-0.34,Slight,921.482142857143,9.419101033854126,940.3203449248513,902.6439407894347,Hold Buy / Liquidate Short
393,394,TITAN,EQ,2018-12-13,929.95,932.1,961.25,924.25,943.6,944.15,941.52,4821052,4539115641.75,130430,1769551,36.7,2018,12,1.53,Positive,923.5107142857144,11.012984968314727,945.5366842223439,901.4847443490848,Hold Buy / Liquidate Short
394,395,TITAN,EQ,2018-12-14,944.15,943.65,951.7,928.45,928.6,931.5,936.16,2558651,2395304470.55,68151,833772,32.59,2018,12,-1.34,Negative,924.5892857142859,11.00243292276845,946.5941515598228,902.584419868749,Hold Buy / Liquidate Short
395,396,TITAN,EQ,2018-12-17,931.5,931.75,937.2,925.4,935.0,935.3,932.39,2284630,2130160574.7,54234,1040123,45.53,2018,12,0.41,Slight,926.0892857142859,10.922967661204185,947.9352210366943,904.2433503918775,Hold Buy / Liquidate Short
396,397,TITAN,EQ,2018-12-18,935.3,932.5,938.75,930.8,932.95,933.0,934.71,2222788,2077658438.65,68757,1221178,54.94,2018,12,-0.25,Slight,926.8071428571429,11.030497184266375,948.8681372256757,904.7461484886102,Hold Buy / Liquidate Short
397,398,TITAN,EQ,2018-12-19,933.0,933.1,941.55,927.5,928.2,929.2,933.65,2237859,2089376769.55,87314,1172730,52.4,2018,12,-0.41,Slight,926.6500000000002,10.97556727113989,948.60113454228,904.6988654577204,Hold Short / Liquidate Buy
398,399,TITAN,EQ,2018-12-20,929.2,928.0,933.0,922.2,925.0,926.75,928.02,1630740,1513366192.85,49783,814685,49.96,2018,12,-0.26,Slight,926.6250000000001,10.974862010708215,948.5747240214165,904.6752759785837,Hold Short / Liquidate Buy
399,400,TITAN,EQ,2018-12-21,926.75,927.85,927.85,897.25,899.75,900.05,907.77,2972085,2697959016.85,87999,1471777,49.52,2018,12,-2.88,Negative,924.0392857142858,12.666752036062586,949.372789786411,898.7057816421607,Hold Short / Liquidate Buy
400,401,TITAN,EQ,2018-12-24,900.05,900.1,902.8,874.0,883.15,879.85,885.9,2554749,2263263596.65,60328,708095,27.72,2018,12,-2.24,Negative,920.9000000000002,17.321551715893996,955.5431034317882,886.2568965682123,Hold Short / Liquidate Buy
401,402,TITAN,EQ,2018-12-26,879.85,879.0,900.0,868.2,889.0,889.15,887.52,3840772,3408760865.5,75859,1276915,33.25,2018,12,1.06,Positive,918.6785714285716,19.29332999815787,957.2652314248872,880.0919114322559,Hold Short / Liquidate Buy
402,403,TITAN,EQ,2018-12-27,889.15,896.0,897.8,881.5,889.1,887.65,888.23,2160188,1918739833.15,63590,973746,45.08,2018,12,-0.17,Slight,917.3857142857144,20.77581275436971,958.9373397944538,875.8340887769749,Hold Short / Liquidate Buy
403,404,TITAN,EQ,2018-12-28,887.65,904.0,925.75,898.8,924.15,922.7,913.56,8067914,7370492230.8,124327,2039564,25.28,2018,12,3.95,Among top gainers,917.8214285714287,20.82198093626362,959.4653904439559,876.1774666989014,Hold Buy / Liquidate Short
404,405,TITAN,EQ,2018-12-31,922.7,926.0,939.5,920.35,927.65,931.0,933.03,4917511,4588192474.85,92389,1162762,23.65,2018,12,0.9,Slight positive,919.5285714285716,20.855065002631193,961.238701433834,877.8184414233092,Hold Buy / Liquidate Short
405,406,TITAN,EQ,2019-01-01,931.0,931.75,934.2,923.0,927.0,928.0,928.53,2064502,1916942769.05,29444,975748,47.26,2019,1,-0.32,Slight,919.1607142857144,20.64063559855471,960.4419854828238,877.8794430886051,Hold Buy / Liquidate Short
406,407,TITAN,EQ,2019-01-02,928.0,923.3,937.0,923.3,931.5,932.15,932.56,2672587,2492341399.65,62493,1084515,40.58,2019,1,0.45,Slight,919.3178571428572,20.73724452379815,960.7923461904535,877.8433680952609,Hold Buy / Liquidate Short
407,408,TITAN,EQ,2019-01-03,932.15,936.0,944.95,928.0,935.0,931.2,934.93,3292918,3078656722.9,87103,1143686,34.73,2019,1,-0.1,Slight,918.3928571428572,19.812591733769384,958.018040610396,878.7676736753184,Hold Buy / Liquidate Short
408,409,TITAN,EQ,2019-01-04,931.2,934.0,938.9,920.2,928.7,928.45,929.01,2340304,2174171103.35,76859,970692,41.48,2019,1,-0.3,Slight,918.1750000000002,19.67366210875511,957.5223242175105,878.8276757824899,Hold Buy / Liquidate Short
409,410,TITAN,EQ,2019-01-07,928.45,950.0,964.0,934.1,944.1,944.05,950.33,5337211,5072136800.7,108147,1991733,37.32,2019,1,1.68,Positive,918.8000000000002,20.385647288836612,959.5712945776734,878.028705422327,Hold Buy / Liquidate Short
410,411,TITAN,EQ,2019-01-08,944.05,944.2,950.0,938.55,946.5,946.15,944.4,2039160,1925779679.2,48170,1023452,50.19,2019,1,0.22,Slight,919.7392857142859,21.36946220276498,962.4782101198158,877.0003613087559,Hold Buy / Liquidate Short
411,412,TITAN,EQ,2019-01-09,946.15,949.0,955.35,945.35,953.5,952.95,950.98,2115974,2012255523.2,54836,1138904,53.82,2019,1,0.72,Slight positive,921.4357142857144,23.054545927263995,967.5448061402424,875.3266224311865,Hold Buy / Liquidate Short
412,413,TITAN,EQ,2019-01-10,952.95,950.4,969.4,948.55,968.0,966.7,960.33,2450895,2353663389.4,63520,957597,39.07,2019,1,1.44,Positive,924.2892857142859,26.04178726712459,976.3728602485351,872.2057111800368,Hold Buy / Liquidate Short
413,414,TITAN,EQ,2019-01-11,966.7,965.25,969.5,956.8,958.8,959.3,961.42,1535995,1476728778.85,40003,514117,33.47,2019,1,-0.77,Slight negative,928.5214285714288,26.60786981823191,981.7371682078926,875.305688934965,Hold Buy / Liquidate Short
414,415,TITAN,EQ,2019-01-14,959.3,958.0,961.35,949.0,958.0,957.5,955.47,864306,825820580.25,31513,281970,32.62,2019,1,-0.19,Slight,934.0678571428573,23.605561658410796,981.2789804596789,886.8567338260357,Hold Buy / Liquidate Short
415,416,TITAN,EQ,2019-01-15,957.5,956.0,970.7,955.1,967.65,968.3,965.68,1452136,1402292101.5,47598,642293,44.23,2019,1,1.13,Positive,939.7214285714288,21.394892581447436,982.5112137343236,896.9316434085339,Hold Buy / Liquidate Short
416,417,TITAN,EQ,2019-01-16,968.3,965.3,970.4,959.3,960.0,961.2,964.39,1118736,1078896572.35,38346,586330,52.41,2019,1,-0.73,Slight negative,944.9750000000003,15.966632875621011,976.9082657512423,913.0417342487582,Hold Buy / Liquidate Short
417,418,TITAN,EQ,2019-01-17,961.2,961.35,965.0,951.55,958.95,961.55,959.54,1303576,1250836711.1,56541,566743,43.48,2019,1,0.04,Slight,947.7500000000001,15.152760601501017,978.0555212030022,917.444478796998,Hold Buy / Liquidate Short
418,419,TITAN,EQ,2019-01-18,961.55,961.55,965.0,954.05,961.1,960.95,960.27,1168989,1122550418.35,38575,620050,53.04,2019,1,-0.06,Slight,949.8892857142858,14.71390209412217,979.3170899025301,920.4614815260416,Hold Buy / Liquidate Short
419,420,TITAN,EQ,2019-01-21,960.95,960.1,965.8,957.0,962.6,962.75,961.75,1035360,995757862.8,42608,477808,46.15,2019,1,0.19,Slight,952.3714285714287,13.628275390163589,979.6279793517559,925.1148777911015,Hold Buy / Liquidate Short
420,421,TITAN,EQ,2019-01-22,962.75,962.15,986.4,958.7,981.9,982.65,974.72,2797244,2726542400.75,108760,1280035,45.76,2019,1,2.07,Positive,955.9785714285716,14.5184592619502,985.0154899524721,926.9416529046712,Hold Buy / Liquidate Short
421,422,TITAN,EQ,2019-01-23,982.65,987.4,987.4,957.6,960.0,962.15,973.06,1574247,1531838270.7,58532,543905,34.55,2019,1,-2.09,Negative,958.1892857142858,12.697367664387913,983.5840210430616,932.79455038551,Hold Short / Liquidate Buy
422,423,TITAN,EQ,2019-01-24,962.15,960.2,972.3,955.9,970.0,969.65,967.02,1246903,1205781403.2,52617,319446,25.62,2019,1,0.78,Slight positive,961.1321428571429,9.693685635971438,980.5195141290858,941.7447715851999,Hold Buy / Liquidate Short
423,424,TITAN,EQ,2019-01-25,969.65,972.0,984.0,969.15,978.0,978.0,976.78,1985833,1939720442.15,44500,945916,47.63,2019,1,0.86,Slight positive,963.5571428571429,9.331395664914906,982.2199341869728,944.8943515273131,Hold Buy / Liquidate Short
424,425,TITAN,EQ,2019-01-28,978.0,978.0,981.2,955.2,957.4,958.65,965.05,1499181,1446777378.65,63926,535144,35.7,2019,1,-1.98,Negative,964.45,8.047383712464079,980.5447674249282,948.3552325750719,Hold Short / Liquidate Buy
425,426,TITAN,EQ,2019-01-29,958.65,955.2,970.0,945.0,966.3,966.1,962.53,1411027,1358155357.1,53060,598999,42.45,2019,1,0.78,Slight positive,965.3892857142857,7.338024743969251,980.0653352022242,950.7132362263472,Hold Short / Liquidate Buy
426,427,TITAN,EQ,2019-01-30,966.1,966.1,974.95,960.05,964.55,968.9,967.76,1468812,1421453859.2,50380,699739,47.64,2019,1,0.29,Slight,965.5464285714286,7.391613342325587,980.3296552560797,950.7632018867774,Hold Short / Liquidate Buy
427,428,TITAN,EQ,2019-01-31,968.9,968.2,1000.0,966.5,1000.0,995.8,986.14,2306391,2274435354.85,69982,677627,29.38,2019,1,2.78,Positive,968.1535714285714,10.710768561922256,989.5751085524158,946.7320343047269,Hold Buy / Liquidate Short
428,429,TITAN,EQ,2019-02-01,995.8,1003.0,1005.0,985.1,991.8,991.55,991.67,3424938,3396415408.95,88182,1605797,46.89,2019,2,-0.43,Slight,970.5857142857142,11.904902490022867,994.39551926576,946.7759093056684,Hold Buy / Liquidate Short
429,430,TITAN,EQ,2019-02-04,991.55,1025.0,1050.0,1009.05,1024.5,1025.75,1032.34,9556052,9865132637.6,230113,2674788,27.99,2019,2,3.45,Among top gainers,974.6892857142857,18.901711141221693,1012.4927079967291,936.8858634318423,Hold Buy / Liquidate Short
430,431,TITAN,EQ,2019-02-05,1025.75,1026.95,1074.0,1020.0,1068.5,1066.7,1055.35,7144200,7539653155.75,147304,1561466,21.86,2019,2,3.99,Among top gainers,982.225,30.550794714582462,1043.3265894291649,921.1234105708351,Hold Buy / Liquidate Short
431,432,TITAN,EQ,2019-02-06,1066.7,1066.0,1072.0,1050.5,1059.3,1059.05,1058.32,2449722,2592600839.9,84942,787872,32.16,2019,2,-0.72,Slight negative,989.1892857142857,36.086616838315834,1061.3625193909174,917.016052037654,Hold Buy / Liquidate Short
432,433,TITAN,EQ,2019-02-07,1059.05,1059.8,1067.05,1050.0,1058.8,1056.8,1056.08,1293109,1365623619.1,47745,436380,33.75,2019,2,-0.21,Slight,996.0357142857141,39.26898574904246,1074.573685783799,917.4977427876292,Hold Buy / Liquidate Short
433,434,TITAN,EQ,2019-02-08,1056.8,1058.5,1076.85,1047.6,1054.0,1053.25,1062.65,2576054,2737452883.25,77434,384790,14.94,2019,2,-0.34,Slight,1002.4999999999999,40.78763953039938,1084.0752790607987,920.9247209392012,Hold Buy / Liquidate Short
434,435,TITAN,EQ,2019-02-11,1053.25,1059.0,1063.5,1045.2,1055.1,1056.4,1053.25,1057548,1113866031.65,46191,309359,29.25,2019,2,0.3,Slight,1007.767857142857,42.74242446213553,1093.252706067128,922.2830082185859,Hold Buy / Liquidate Short
435,436,TITAN,EQ,2019-02-12,1056.4,1058.0,1073.95,1050.1,1066.0,1066.25,1065.66,3075801,3277772462.7,87273,1392169,45.26,2019,2,0.93,Slight positive,1015.2035714285713,43.24794999270712,1101.6994714139855,928.7076714431571,Hold Buy / Liquidate Short
436,437,TITAN,EQ,2019-02-13,1066.25,1068.3,1071.25,1047.8,1052.4,1050.95,1057.95,1185932,1254650898.25,44782,365083,30.78,2019,2,-1.43,Negative,1021.0107142857142,42.103869631096345,1105.2184535479068,936.8029750235215,Hold Buy / Liquidate Short
437,438,TITAN,EQ,2019-02-14,1050.95,1063.95,1063.95,1030.5,1042.25,1042.25,1039.56,2182379,2268720328.5,119848,847511,38.83,2019,2,-0.83,Slight negative,1025.6,40.52718935385661,1106.654378707713,944.5456212922867,Hold Buy / Liquidate Short
438,439,TITAN,EQ,2019-02-15,1042.25,1035.0,1052.0,1016.8,1038.5,1039.0,1031.93,2566210,2648142217.65,74680,927642,36.15,2019,2,-0.31,Slight,1031.3392857142858,35.72113777675915,1102.7815612678041,959.8970101607674,Hold Buy / Liquidate Short
439,440,TITAN,EQ,2019-02-18,1039.0,1040.1,1040.65,1021.3,1030.45,1027.35,1027.54,1023065,1051243362.3,42320,371856,36.35,2019,2,-1.12,Negative,1035.7142857142858,30.48300553380368,1096.680296781893,974.7482746466784,Hold Short / Liquidate Buy
440,441,TITAN,EQ,2019-02-19,1027.35,1030.45,1049.8,1025.3,1028.85,1028.8,1038.97,1551617,1612082220.2,51788,272057,17.53,2019,2,0.14,Slight,1039.992857142857,23.87007989693369,1087.7330169367244,992.2526973489896,Hold Short / Liquidate Buy
441,442,TITAN,EQ,2019-02-20,1028.8,1030.0,1044.4,1027.5,1033.5,1032.75,1034.31,1506583,1558274176.7,61256,362564,24.07,2019,2,0.38,Slight,1042.632142857143,20.398110839596434,1083.428364536336,1001.8359211779501,Hold Short / Liquidate Buy
442,443,TITAN,EQ,2019-02-21,1032.75,1039.9,1045.0,1031.25,1043.5,1042.5,1038.56,1220939,1268015620.3,63288,314104,25.73,2019,2,0.94,Slight positive,1046.2714285714287,14.18094217178144,1074.6333129149916,1017.9095442278658,Hold Short / Liquidate Buy
443,444,TITAN,EQ,2019-02-22,1042.5,1035.5,1044.0,1030.3,1040.2,1041.6,1037.68,1298608,1347540252.65,81906,508119,39.13,2019,2,-0.09,Slight,1047.4035714285715,13.000110417969927,1073.4037922645114,1021.4033505926316,Hold Short / Liquidate Buy
444,445,TITAN,EQ,2019-02-25,1041.6,1038.0,1055.0,1035.6,1043.7,1043.0,1042.65,1691809,1763958762.2,90614,933519,55.18,2019,2,0.13,Slight,1045.7107142857144,11.779891252145566,1069.2704967900056,1022.1509317814233,Hold Short / Liquidate Buy
445,446,TITAN,EQ,2019-02-26,1043.0,1039.0,1041.9,1016.05,1038.75,1038.35,1029.91,1906268,1963292270.3,88827,766415,40.2,2019,2,-0.45,Slight,1044.232142857143,11.264624804151655,1066.7613924654463,1021.7028932488396,Hold Short / Liquidate Buy
446,447,TITAN,EQ,2019-02-27,1038.35,1042.9,1047.15,1013.95,1017.65,1016.25,1027.57,1897310,1949617119.5,80112,680102,35.85,2019,2,-2.13,Negative,1041.3357142857144,12.881686890432533,1067.0990880665795,1015.5723405048493,Hold Short / Liquidate Buy
447,448,TITAN,EQ,2019-02-28,1016.25,1018.0,1033.8,1002.05,1032.45,1025.2,1015.97,5080712,5161858084.6,130539,2112268,41.57,2019,2,0.88,Slight positive,1039.332142857143,13.066113057824175,1065.4643689727914,1013.1999167414947,Hold Short / Liquidate Buy
448,449,TITAN,EQ,2019-03-01,1025.2,1031.9,1036.0,1017.1,1022.0,1021.35,1023.15,1967656,2013213677.75,63271,822310,41.79,2019,3,-0.38,Slight,1036.8285714285716,12.901098854308206,1062.630769137188,1011.0263737199552,Hold Short / Liquidate Buy
449,450,TITAN,EQ,2019-03-05,1021.35,1023.6,1039.95,1016.2,1037.0,1035.0,1028.83,1577329,1622809707.15,97766,648970,41.14,2019,3,1.34,Positive,1034.5964285714288,9.733634475886685,1054.063697523202,1015.1291596196554,Hold Short / Liquidate Buy
450,451,TITAN,EQ,2019-03-06,1035.0,1038.0,1060.9,1028.3,1055.4,1055.95,1049.85,2758056,2895546921.5,71156,1006084,36.48,2019,3,2.02,Positive,1034.9535714285716,10.445526541326418,1055.8446245112245,1014.0625183459188,Hold Buy / Liquidate Short
451,452,TITAN,EQ,2019-03-07,1055.95,1069.0,1069.0,1039.0,1044.0,1043.3,1053.36,2584721,2722649334.05,77979,774964,29.98,2019,3,-1.2,Negative,1035.0285714285717,10.505542754741825,1056.0396569380553,1014.017485919088,Hold Buy / Liquidate Short
452,453,TITAN,EQ,2019-03-08,1043.3,1044.75,1059.55,1037.0,1053.9,1053.2,1052.3,2179863,2293873362.4,51868,593254,27.22,2019,3,0.95,Slight positive,1036.0428571428574,11.551853949501346,1059.1465650418602,1012.9391492438548,Hold Buy / Liquidate Short
453,454,TITAN,EQ,2019-03-11,1053.2,1058.0,1074.6,1057.6,1069.5,1069.2,1068.84,2837644,3032974037.1,71433,1592320,56.11,2019,3,1.52,Positive,1039.032142857143,14.233000753173632,1067.4981443634904,1010.5661413507958,Hold Buy / Liquidate Short
454,455,TITAN,EQ,2019-03-12,1069.2,1074.95,1095.95,1072.0,1080.25,1086.45,1088.86,3418782,3722588395.85,119736,1103231,32.27,2019,3,1.61,Positive,1043.1500000000003,18.687470092600037,1080.5249401852004,1005.7750598148002,Hold Buy / Liquidate Short
455,456,TITAN,EQ,2019-03-13,1086.45,1087.4,1093.9,1065.1,1078.15,1078.3,1079.51,2024554,2185516263.9,74016,914088,45.15,2019,3,-0.75,Slight negative,1046.4035714285717,20.604410135532888,1087.6123916996376,1005.194751157506,Hold Buy / Liquidate Short
456,457,TITAN,EQ,2019-03-14,1078.3,1078.9,1089.0,1063.15,1085.25,1086.35,1074.24,1193296,1281888864.2,41604,305041,25.56,2019,3,0.75,Slight positive,1049.5357142857147,23.14199835607055,1095.8197109978557,1003.2517175735736,Hold Buy / Liquidate Short
457,458,TITAN,EQ,2019-03-15,1086.35,1087.0,1113.8,1082.0,1098.0,1097.25,1101.16,5318660,5856713831.3,104517,2143894,40.31,2019,3,1.0,Slight positive,1053.5107142857146,26.245359872469862,1106.0014340306543,1001.0199945407749,Hold Buy / Liquidate Short
458,459,TITAN,EQ,2019-03-18,1097.25,1105.0,1108.9,1092.1,1101.05,1101.3,1100.41,1856664,2043084290.95,90949,792229,42.67,2019,3,0.37,Slight,1057.6750000000004,28.936546960553024,1115.5480939211066,999.8019060788944,Hold Buy / Liquidate Short
459,460,TITAN,EQ,2019-03-19,1101.3,1102.0,1112.0,1098.6,1111.0,1109.05,1106.13,1376594,1522687057.05,64744,513185,37.28,2019,3,0.7,Slight positive,1062.7250000000001,31.37135973366079,1125.4677194673218,999.9822805326786,Hold Buy / Liquidate Short
460,461,TITAN,EQ,2019-03-20,1109.05,1111.0,1115.0,1098.0,1102.5,1102.35,1102.83,1295061,1428227773.25,46098,522449,40.34,2019,3,-0.6,Slight negative,1068.8750000000002,29.96768612253467,1128.8103722450696,1008.9396277549309,Hold Buy / Liquidate Short
