Date,Unnamed: 0,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,pc_Open_Close,pc_High_Low,5_day_mean,5_day_std,Action
2017-10-26,816,DHFL,EQ,2017-10-26,577.8,583.9,614.45,573.55,598.0,603.65,599.11,16212629,9713127587.25,102090,3345828,20.64,2017,10,4.47,Among top gainers,0.03382428498030485,0.0713102606573099,0.07800000000000096,3.2002921741616035,1
2017-10-27,823,DHFL,EQ,2017-10-27,603.65,603.7,619.9,582.3,610.75,611.55,598.64,10417993,6236656567.2,61809,2383253,22.88,2017,10,1.31,Positive,0.013003147258571986,0.06457152670444792,0.610000000000001,3.123739745881529,1
2017-10-30,832,DHFL,EQ,2017-10-30,611.55,614.8,652.4,611.2,647.0,647.9,634.84,10072988,6394770612.45,86296,2465310,24.47,2017,10,5.94,Among top gainers,0.0538386467143787,0.06740837696335067,2.1820000000000013,3.4886630677094623,-1
2017-10-31,840,DHFL,EQ,2017-10-31,647.9,651.65,653.3,637.25,641.5,642.75,644.54,5702864,3675738264.25,51164,1438464,25.22,2017,10,-0.79,Slight negative,-0.013657638302769858,0.025186347587289062,1.554000000000001,3.72544359774779,-1
2017-11-01,850,DHFL,EQ,2017-11-01,642.75,649.0,657.0,638.6,638.7,642.25,647.16,5877409,3803645260.55,58181,1339827,22.8,2017,11,-0.08,Slight,-0.010400616332819723,0.028813028499843372,2.170000000000001,2.9183300019017717,1
2017-11-02,858,DHFL,EQ,2017-11-02,642.25,646.45,662.8,642.7,650.3,649.75,654.01,7105285,4646939277.55,49127,2204455,31.03,2017,11,1.17,Positive,0.005104803155696425,0.031274311498366125,1.5100000000000011,2.626718485106464,1
2017-11-03,865,DHFL,EQ,2017-11-03,649.75,651.0,679.0,647.7,667.5,665.65,665.85,8917594,5937771166.85,57037,1082133,12.13,2017,11,2.45,Positive,0.022503840245775696,0.048324841747722634,1.7380000000000009,2.654349261118438,-1
2017-11-06,872,DHFL,EQ,2017-11-06,665.65,666.65,671.25,638.75,641.45,642.15,648.48,6844600,4438555289.8,47377,2793362,40.81,2017,11,-3.53,Among top losers,-0.03675091877296933,0.050880626223091974,-0.15599999999999897,2.25505654031113,-1
2017-11-07,880,DHFL,EQ,2017-11-07,642.15,645.0,649.65,626.1,629.5,632.85,635.22,3765843,2392154573.95,48725,755296,20.06,2017,11,-1.45,Negative,-0.018837209302325547,0.03761379971250592,-0.28799999999999903,2.3198318904610313,-1
2017-11-08,885,DHFL,EQ,2017-11-08,632.85,633.4,637.55,620.0,624.25,624.0,626.71,3792422,2376730111.3,33236,932766,24.6,2017,11,-1.4,Negative,-0.014840543100726205,0.02830645161290315,-0.5519999999999989,2.364914374771316,1
2017-11-09,891,DHFL,EQ,2017-11-09,624.0,626.6,653.5,626.55,634.15,633.0,642.25,10926166,7017333429.0,73835,2424874,22.19,2017,11,1.44,Positive,0.010213852537503953,0.043013326949166146,-0.497999999999999,2.416582297377849,1
2017-11-10,898,DHFL,EQ,2017-11-10,633.0,633.0,645.7,625.0,640.5,638.4,636.99,4282302,2727787530.85,48271,716707,16.74,2017,11,0.85,Slight positive,0.008530805687203756,0.03312000000000007,-0.817999999999999,1.998366833191545,-1
2017-11-13,903,DHFL,EQ,2017-11-13,638.4,642.2,646.85,629.25,636.0,633.2,637.1,2943366,1875210643.85,31699,340710,11.58,2017,11,-0.81,Slight negative,-0.014014325755216443,0.027969805323798207,-0.273999999999999,1.335975299172856,-1
2017-11-14,909,DHFL,EQ,2017-11-14,633.2,636.4,639.8,617.8,618.0,621.85,628.65,2979765,1873235437.35,38816,765433,25.69,2017,11,-1.79,Negative,-0.022862979258328024,0.0356102298478472,-0.3419999999999991,1.416993295679271,-1
2017-11-15,913,DHFL,EQ,2017-11-15,621.85,621.95,631.45,610.1,612.0,615.45,620.04,3636369,2254701958.5,32108,748556,20.59,2017,11,-1.03,Negative,-0.010451000884315458,0.03499426323553519,-0.2679999999999991,1.3562890547372275,1
2017-11-16,921,DHFL,EQ,2017-11-16,615.45,615.8,636.8,612.1,621.8,623.5,624.83,4862038,3037966591.35,42225,1029459,21.17,2017,11,1.31,Positive,0.012504059759662303,0.040352883515765284,-0.29399999999999904,1.3160091185094434,1
2017-11-17,928,DHFL,EQ,2017-11-17,623.5,634.35,654.65,632.2,632.85,635.5,642.81,6273991,4033006771.9,51447,1104926,17.61,2017,11,1.92,Positive,0.0018128793252935717,0.035510914267636716,-0.07999999999999907,1.6040261843249322,1
2017-11-20,934,DHFL,EQ,2017-11-20,635.5,638.4,644.65,632.5,636.8,638.55,638.6,4789695,3058706232.15,43908,1155248,24.12,2017,11,0.48,Slight,0.000234962406015002,0.01920948616600787,0.17800000000000094,1.5604069981898956,-1
2017-11-21,944,DHFL,EQ,2017-11-21,638.55,642.95,645.7,617.15,619.2,621.35,633.86,3704470,2348114460.2,26919,854550,23.07,2017,11,-2.69,Negative,-0.03359514736760249,0.04626103864538616,-0.0019999999999990694,1.8661377226775093,-1
2017-11-22,953,DHFL,EQ,2017-11-22,621.35,622.0,630.25,620.0,620.9,620.4,623.18,2898080,1806029858.1,30309,754552,26.04,2017,11,-0.15,Slight,-0.0025723472668810654,0.01653225806451613,0.17400000000000093,1.7846652347149032,-1
2017-11-23,960,DHFL,EQ,2017-11-23,620.4,623.0,629.45,616.2,620.0,618.65,622.13,3811403,2371186304.2,24891,502247,13.18,2017,11,-0.28,Slight,-0.006982343499197468,0.021502758844530994,-0.14399999999999907,1.6695897699734512,-1
2017-11-24,967,DHFL,EQ,2017-11-24,618.65,623.5,632.0,615.6,619.5,618.0,622.65,4027641,2507821367.35,33452,960966,23.86,2017,11,-0.11,Slight,-0.008821170809943865,0.02664067576348274,-0.5499999999999992,1.2315640462436384,-1
2017-11-27,972,DHFL,EQ,2017-11-27,618.0,618.0,627.0,608.05,615.85,615.95,618.63,2394853,1481527560.0,23224,513291,21.43,2017,11,-0.33,Slight,-0.003317152103559797,0.0311652002302443,-0.7119999999999991,1.1094232735975946,1
2017-11-28,977,DHFL,EQ,2017-11-28,615.95,618.0,624.4,615.0,616.5,616.6,619.1,1645701,1018847186.15,22877,326573,19.84,2017,11,0.11,Slight,-0.0022653721682847528,0.015284552845528418,-0.15199999999999916,0.17210461934533172,1
2017-11-29,984,DHFL,EQ,2017-11-29,616.6,618.75,622.7,615.5,620.0,618.2,619.27,1222174,756859710.55,16206,324864,26.58,2017,11,0.26,Slight,-0.0008888888888888154,0.01169780666125109,-0.06999999999999915,0.2522895162308598,-1
2017-11-30,990,DHFL,EQ,2017-11-30,618.2,616.5,621.25,613.15,618.0,616.55,616.95,3870832,2388116488.35,36457,927226,23.95,2017,11,-0.27,Slight,8.110300081095624e-05,0.013210470521079707,-0.06799999999999914,0.25023988491046206,-1
2017-12-01,995,DHFL,EQ,2017-12-01,616.55,619.7,635.5,597.2,601.0,599.95,620.49,5925552,3676751471.5,66833,1602171,27.04,2017,12,-2.69,Negative,-0.031870259803130546,0.06413261888814459,-0.5839999999999992,1.2033619571849539,-1
2017-12-04,1000,DHFL,EQ,2017-12-04,599.95,605.0,606.65,582.3,591.8,590.65,592.97,2313860,1372043986.75,29836,632561,27.34,2017,12,-1.55,Negative,-0.023719008264462847,0.04181693285248158,-0.8279999999999992,1.261277130530798,1
2017-12-05,1006,DHFL,EQ,2017-12-05,590.65,580.5,600.85,575.55,595.2,596.65,587.1,3780450,2219494038.7,44741,537108,14.21,2017,12,1.02,Positive,0.027820844099913828,0.04395795326209725,-0.6459999999999992,1.477575717180004,-1
2017-12-06,1012,DHFL,EQ,2017-12-06,596.65,590.0,595.0,583.65,584.5,586.0,589.55,1626874,959122348.05,24140,421983,25.94,2017,12,-1.78,Negative,-0.006779661016949152,0.01944658613895318,-1.0539999999999992,1.4461777207521918,1
2017-12-07,1019,DHFL,EQ,2017-12-07,586.0,585.0,604.65,584.5,602.4,601.85,596.43,1987387,1185332510.8,25459,474416,23.87,2017,12,2.7,Positive,0.028803418803418843,0.034473909324208685,-0.4599999999999992,2.2405021758525483,-1
2017-12-08,1025,DHFL,EQ,2017-12-08,601.85,606.4,611.3,596.9,600.05,601.05,604.87,1938034,1172251764.9,31980,571468,29.49,2017,12,-0.13,Slight,-0.008822559366754655,0.0241246439939688,0.052000000000000844,1.8644489802619972,-1
2017-12-11,1033,DHFL,EQ,2017-12-11,601.05,605.7,605.75,598.1,599.7,600.1,601.71,1125093,676977692.95,16064,251695,22.37,2017,12,-0.16,Slight,-0.009245501073138554,0.012790503260324323,0.33000000000000085,1.6580711685570073,-1
2017-12-12,1040,DHFL,EQ,2017-12-12,600.1,596.95,599.0,577.75,583.8,582.05,589.26,1383812,815426275.3,19569,469030,33.89,2017,12,-3.01,Among top losers,-0.024960214423318687,0.03678061445261791,-0.4759999999999991,2.14639931047324,-1
2017-12-13,1049,DHFL,EQ,2017-12-13,582.05,584.0,591.5,572.5,577.0,576.25,581.82,2226432,1295390499.0,23305,749432,33.66,2017,12,-1.0,Slight negative,-0.013270547945205479,0.03318777292576419,-0.31999999999999906,2.054300367521751,1
2017-12-14,1057,DHFL,EQ,2017-12-14,576.25,583.8,591.45,575.0,588.6,586.95,581.63,2576116,1498354249.85,26602,1058023,41.07,2017,12,1.86,Positive,0.0053956834532375665,0.028608695652173992,-0.4879999999999991,1.7586557366352293,1
2017-12-15,1064,DHFL,EQ,2017-12-15,586.95,596.95,598.0,590.0,591.4,591.75,593.91,2067415,1227855713.8,24709,680751,32.93,2017,12,0.82,Slight positive,-0.008710947315520638,0.013559322033898305,-0.29799999999999915,1.85564544027139,1
2017-12-18,1069,DHFL,EQ,2017-12-18,591.75,584.0,609.15,570.25,603.2,602.4,598.63,2387638,1429312365.8,25673,498972,20.9,2017,12,1.8,Positive,0.031506849315068454,0.06821569487067072,0.09400000000000086,2.0849412461745773,1
2017-12-19,1078,DHFL,EQ,2017-12-19,602.4,606.25,613.0,603.0,613.0,609.7,607.35,1272010,772559805.0,24748,402172,31.62,2017,12,1.21,Positive,0.005690721649484611,0.01658374792703151,0.9380000000000008,1.1658559087640277,-1
2017-12-20,1088,DHFL,EQ,2017-12-20,609.7,613.0,624.5,603.75,607.0,607.0,616.41,3299440,2033809879.95,38428,727389,22.05,2017,12,-0.44,Slight,-0.009787928221859706,0.03436853002070393,1.0500000000000007,0.9377099764852651,-1
2017-12-21,1094,DHFL,EQ,2017-12-21,607.0,609.7,610.0,598.7,599.5,600.5,603.82,1788142,1079722345.3,19666,469866,26.28,2017,12,-1.07,Negative,-0.015089388223716655,0.01887422749290121,0.4640000000000006,1.1872784003762549,-1
2017-12-22,1102,DHFL,EQ,2017-12-22,600.5,602.0,602.95,588.25,591.9,593.4,594.26,1767805,1050532976.1,22501,526039,29.76,2017,12,-1.18,Negative,-0.014285714285714323,0.024989375265618438,0.06400000000000061,1.361480811469629,1
2017-12-26,1109,DHFL,EQ,2017-12-26,593.4,593.6,601.2,587.5,596.2,595.05,594.53,1717461,1021079350.3,21791,424300,24.71,2017,12,0.28,Slight,0.00244272237196754,0.02331914893617029,-0.2399999999999994,0.9981733316413541,-1
2017-12-27,1116,DHFL,EQ,2017-12-27,595.05,598.0,604.45,590.5,591.8,592.9,598.33,1864918,1115833875.9,22053,427036,22.9,2017,12,-0.36,Slight,-0.008528428093645523,0.023624047417442923,-0.5539999999999994,0.5925200418551272,-1
2017-12-28,1124,DHFL,EQ,2017-12-28,592.9,595.5,595.75,581.1,583.6,585.7,588.7,3036415,1787551070.85,22562,1238926,40.8,2017,12,-1.21,Negative,-0.016456759026028472,0.02521080709000168,-0.7079999999999994,0.6525105363134011,-1
2017-12-29,1130,DHFL,EQ,2017-12-29,585.7,588.8,591.0,581.0,582.4,582.7,584.79,1915618,1120239601.35,24846,764069,39.89,2017,12,-0.51,Slight negative,-0.010360054347825933,0.01721170395869191,-0.5959999999999994,0.6221977177714507,1
2018-01-01,1138,DHFL,EQ,2018-01-01,582.7,582.0,600.75,581.8,591.1,590.85,594.74,2377449,1413962338.15,29833,671751,28.26,2018,1,1.4,Positive,0.015206185567010349,0.03257133035407365,-0.0799999999999994,0.9823695842197071,-1
2018-01-02,1146,DHFL,EQ,2018-01-02,590.85,594.9,595.0,576.35,583.15,583.4,584.92,1306256,764057586.85,17678,340535,26.07,2018,1,-1.26,Negative,-0.01933097999663809,0.032358809751019305,-0.3879999999999994,1.0780398879447834,1
2018-01-03,1155,DHFL,EQ,2018-01-03,583.4,586.0,591.85,585.0,589.0,587.65,588.29,921001,541812853.25,14015,269017,29.21,2018,1,0.73,Slight positive,0.0028156996587030327,0.011709401709401749,-0.16999999999999943,1.1895587417189621,1
2018-01-04,1163,DHFL,EQ,2018-01-04,587.65,590.3,590.9,584.0,588.85,588.55,586.73,1597148,937102360.0,16103,726283,45.47,2018,1,0.15,Slight,-0.0029645942740979168,0.011815068493150647,0.10200000000000058,1.0381570208788262,1
2018-01-05,1170,DHFL,EQ,2018-01-05,588.55,590.0,614.4,590.0,609.0,611.5,605.49,3966512,2401679809.95,52160,1258764,31.73,2018,1,3.9,Among top gainers,0.036440677966101696,0.04135593220338979,0.9840000000000005,1.902085697333324,1
2018-01-08,1177,DHFL,EQ,2018-01-08,611.5,615.45,624.8,606.1,624.0,620.95,615.21,3800324,2338002470.8,39585,1480686,38.96,2018,1,1.55,Positive,0.008936550491510277,0.03085299455535379,1.0140000000000005,1.9114470957889462,1
2018-01-09,1184,DHFL,EQ,2018-01-09,620.95,625.0,629.4,618.4,624.6,624.7,625.18,2948812,1843539157.3,37334,635817,21.56,2018,1,0.6,Slight positive,-0.00047999999999992726,0.01778783958602846,1.3860000000000003,1.4935628543854442,-1
2018-01-10,1193,DHFL,EQ,2018-01-10,624.7,626.0,626.0,612.7,614.8,615.85,617.77,1437240,887881127.25,21503,360796,25.1,2018,1,-1.42,Negative,-0.016214057507987184,0.021707197649746945,0.9560000000000002,1.9647976995100531,1
2018-01-11,1200,DHFL,EQ,2018-01-11,615.85,615.0,623.65,613.5,617.15,617.1,619.14,863770,534794794.05,13639,160203,18.55,2018,1,0.2,Slight,0.0034146341463415003,0.016544417277913573,0.9660000000000002,1.9597908051626318,-1
2018-01-12,1206,DHFL,EQ,2018-01-12,617.1,621.5,622.95,604.45,615.0,614.15,616.08,2127221,1310540502.6,21973,237604,11.17,2018,1,-0.48,Slight,-0.011826226870474695,0.030606336338820414,0.0900000000000003,1.1190174261377703,1
2018-01-15,1215,DHFL,EQ,2018-01-15,614.15,620.0,622.0,615.4,616.9,616.9,618.92,1024941,634351367.5,13209,428663,41.82,2018,1,0.45,Slight,-0.0050000000000000365,0.010724731881702995,-0.12999999999999973,0.8313843876330616,-1
2018-01-16,1222,DHFL,EQ,2018-01-16,616.9,619.9,619.9,597.6,603.0,602.05,607.29,1417024,860544360.95,19906,516767,36.47,2018,1,-2.41,Negative,-0.028794966930150063,0.03731593038821947,-0.7319999999999998,1.185145560680207,1
2018-01-17,1228,DHFL,EQ,2018-01-17,602.05,597.1,610.6,589.25,606.85,608.95,602.8,1950076,1175504989.2,22921,595763,30.55,2018,1,1.15,Positive,0.01984592195612129,0.03623249893932969,-0.2179999999999998,1.3570077376345357,-1
2018-01-18,1237,DHFL,EQ,2018-01-18,608.95,610.95,613.0,584.0,586.45,590.15,599.02,1221764,731864821.15,18468,366016,29.96,2018,1,-3.09,Among top losers,-0.034045339225796,0.04965753424657534,-0.8759999999999998,1.8217244577597358,1
2018-01-19,1247,DHFL,EQ,2018-01-19,590.15,590.15,615.15,582.65,615.0,612.5,603.25,3241773,1955593423.95,44501,900444,27.78,2018,1,3.79,Among top gainers,0.03787172752689998,0.0557796275637175,-0.021999999999999797,2.7947665376556947,1
2018-01-22,1254,DHFL,EQ,2018-01-22,612.5,615.0,638.0,614.0,628.8,631.05,627.88,6239147,3917431352.5,79787,1812319,29.05,2018,1,3.03,Among top gainers,0.026097560975609682,0.03908794788273615,0.4940000000000001,3.1226399087951204,-1
2018-01-23,1260,DHFL,EQ,2018-01-23,631.05,635.0,636.75,604.95,606.0,613.85,618.75,4227361,2615681272.15,58647,2024664,47.89,2018,1,-2.73,Negative,-0.03330708661417319,0.052566327795685514,0.43000000000000016,3.1993749389529196,-1
2018-01-24,1269,DHFL,EQ,2018-01-24,613.85,607.75,607.75,565.55,566.5,578.85,586.18,9025149,5290362022.8,84189,4269640,47.31,2018,1,-5.7,Among top losers,-0.047552447552447516,0.07461762885686508,-0.9399999999999998,4.14179912598378,1
2018-01-25,1277,DHFL,EQ,2018-01-25,578.85,575.0,604.0,571.25,594.4,595.8,593.29,6974220,4137707652.8,86802,2050013,29.39,2018,1,2.93,Positive,0.03617391304347818,0.05733041575492341,0.2640000000000001,4.2345105974598765,1
2018-01-29,1283,DHFL,EQ,2018-01-29,595.8,599.8,608.65,592.65,595.8,596.25,600.98,4309832,2590122744.5,43975,1179711,27.37,2018,1,0.08,Slight,-0.00591863954651543,0.026997384628364127,-0.47799999999999987,3.760740618548427,-1
2018-01-30,1289,DHFL,EQ,2018-01-30,596.25,596.9,601.0,584.3,589.8,588.45,591.98,2043362,1209630852.3,34716,529510,25.91,2018,1,-1.31,Negative,-0.014156475121460767,0.028581208283416135,-1.3459999999999996,3.209038796898536,-1
2018-01-31,1295,DHFL,EQ,2018-01-31,588.45,586.0,594.0,578.1,582.1,582.2,584.56,2034304,1189171786.6,45951,676038,33.23,2018,1,-1.06,Negative,-0.006484641638225179,0.02750389206019716,-1.0119999999999998,3.1144935382819474,-1
2018-02-01,1305,DHFL,EQ,2018-02-01,582.2,586.5,595.75,564.3,569.9,568.35,580.87,3576004,2077195504.15,53019,671416,18.78,2018,2,-2.38,Negative,-0.030946291560102264,0.055732766259082134,-0.3479999999999997,2.0303866626827514,-1
2018-02-02,1310,DHFL,EQ,2018-02-02,568.35,563.7,563.7,512.0,512.5,519.45,535.45,7725497,4136626602.7,74471,2269820,29.38,2018,2,-8.6,Bear drop,-0.07849920170303352,0.10097656250000009,-2.6539999999999995,3.437001600232389,-1
2018-02-05,1319,DHFL,EQ,2018-02-05,519.45,505.0,524.5,482.0,510.3,509.8,509.32,7154780,3644091110.65,58531,1755483,24.54,2018,2,-1.86,Negative,0.009504950495049527,0.08817427385892117,-3.0419999999999994,3.148606040774235,-1
2018-02-06,1328,DHFL,EQ,2018-02-06,509.8,482.0,510.6,468.8,503.6,505.55,492.9,9299530,4583730044.45,71340,1486595,15.99,2018,2,-0.83,Slight negative,0.04885892116182575,0.08916382252559729,-2.945999999999999,3.2210991912699622,-1
2018-02-07,1336,DHFL,EQ,2018-02-07,505.55,519.0,519.5,495.95,497.15,500.2,508.67,3429708,1744590418.6,54615,1276530,37.22,2018,2,-1.06,Negative,-0.036223506743737977,0.04748462546627687,-2.945999999999999,3.2210991912699622,1
2018-02-08,1344,DHFL,EQ,2018-02-08,500.2,504.9,517.9,500.0,513.85,513.4,511.25,4580018,2341551809.45,62501,1835914,40.09,2018,2,2.64,Positive,0.016835016835016835,0.03579999999999996,-1.9419999999999988,4.10319631506951,1
2018-02-09,1352,DHFL,EQ,2018-02-09,513.4,501.0,520.5,494.5,513.5,514.45,511.49,3078295,1574511613.6,38541,630655,20.49,2018,2,0.2,Slight,0.026846307385229633,0.0525783619817998,-0.18199999999999897,1.7404079981429634,1
2018-02-12,1361,DHFL,EQ,2018-02-12,514.45,517.0,532.6,517.0,528.0,525.75,527.2,3086170,1627036258.4,35807,1068359,34.62,2018,2,2.2,Positive,0.016924564796905222,0.030174081237911068,0.6300000000000011,1.7086251783232025,1
2018-02-14,1367,DHFL,EQ,2018-02-14,525.75,532.0,565.0,530.0,552.9,552.0,554.97,11634668,6456881629.75,90638,1774527,15.25,2018,2,4.99,Among top gainers,0.03759398496240601,0.0660377358490566,1.7940000000000011,2.3335123740833246,1
2018-02-15,1374,DHFL,EQ,2018-02-15,552.0,556.0,572.0,548.15,557.0,553.05,561.98,4142964,2328245363.85,44584,395175,9.54,2018,2,0.19,Slight,-0.005305755395683535,0.04350998814193199,2.0440000000000014,1.9934969275120522,-1
2018-02-16,1380,DHFL,EQ,2018-02-16,553.05,558.9,564.5,534.5,541.3,541.3,545.05,3580363,1951463852.7,39638,728988,20.36,2018,2,-2.12,Negative,-0.03149042762569337,0.05612722170252572,1.092000000000001,2.66215514198553,1
2018-02-19,1387,DHFL,EQ,2018-02-19,541.3,541.7,549.35,532.15,548.0,547.3,539.15,2677332,1443488419.9,41704,652806,24.38,2018,2,1.11,Positive,0.01033782536459278,0.03232171380249938,1.274000000000001,2.6166447982101038,-1
2018-02-20,1395,DHFL,EQ,2018-02-20,547.3,548.0,555.6,540.0,543.6,545.1,546.96,2260570,1236431306.15,27508,332627,14.71,2018,2,-0.4,Slight,-0.0052919708029196665,0.028888888888888933,0.7540000000000008,2.6448119025745473,1
2018-02-21,1403,DHFL,EQ,2018-02-21,545.1,548.0,560.0,540.1,558.0,557.35,550.1,2934005,1613994731.5,28093,876858,29.89,2018,2,2.25,Positive,0.017062043795620478,0.03684502869838914,0.20600000000000077,1.6411063341538836,-1
2018-02-22,1410,DHFL,EQ,2018-02-22,557.35,553.1,562.0,547.4,549.0,551.05,555.71,2881036,1601021271.9,31529,1045253,36.28,2018,2,-1.13,Negative,-0.0037063822093655182,0.02667153818048963,-0.05799999999999922,1.747074697887872,1
2018-02-23,1418,DHFL,EQ,2018-02-23,551.05,553.0,580.4,551.6,575.0,576.3,570.0,6188969,3527716216.9,49031,1829929,29.57,2018,2,4.58,Among top gainers,0.04213381555153699,0.05221174764321964,1.2820000000000007,2.263309523684287,1
2018-02-26,1424,DHFL,EQ,2018-02-26,576.3,581.45,589.7,572.5,581.3,582.4,580.24,4182370,2426768499.4,37812,732245,17.51,2018,2,1.06,Positive,0.0016338464184365495,0.03004366812227082,1.2720000000000007,2.264369669466537,-1
2018-02-27,1431,DHFL,EQ,2018-02-27,582.4,586.95,589.95,560.6,563.95,563.4,571.28,2982273,1703703026.3,31814,594975,19.95,2018,2,-3.26,Among top losers,-0.040122668029644884,0.052354620049946524,0.7000000000000008,3.0255991142251473,-1
2018-02-28,1438,DHFL,EQ,2018-02-28,563.4,558.0,562.5,544.05,544.8,546.2,550.73,4716559,2597544663.65,49955,1099562,23.31,2018,2,-3.05,Among top losers,-0.02114695340501784,0.033912324234904964,-0.35999999999999915,3.265692882069592,-1
2018-03-01,1445,DHFL,EQ,2018-03-01,546.2,544.9,553.05,533.3,535.95,537.6,542.72,2670884,1449546078.55,30662,816772,30.58,2018,3,-1.57,Negative,-0.013396953569462204,0.037033564597787366,-0.4479999999999992,3.297403523986714,-1
2018-03-05,1450,DHFL,EQ,2018-03-05,537.6,531.6,539.5,523.7,533.1,532.1,530.96,3686934,1957617646.4,33237,696647,18.9,2018,3,-1.02,Negative,0.0009405568096313017,0.030169944624785092,-1.5679999999999992,1.751133918351194,-1
2018-03-06,1456,DHFL,EQ,2018-03-06,532.1,538.0,545.8,497.1,504.95,508.4,528.3,5429872,2868589952.3,55474,1162140,21.4,2018,3,-4.45,Among top losers,-0.05501858736059484,0.09796821565077435,-2.669999999999999,1.377806227304845,-1
2018-03-07,1463,DHFL,EQ,2018-03-07,508.4,505.6,517.4,495.0,496.05,497.75,505.14,5573299,2815296075.25,70514,1882556,33.78,2018,3,-2.09,Negative,-0.015526107594936753,0.045252525252525204,-2.435999999999999,1.3516582408286533,-1
2018-03-08,1470,DHFL,EQ,2018-03-08,497.75,503.85,511.15,480.45,489.0,494.45,495.68,8329656,4128873740.7,73687,1011179,12.14,2018,3,-0.66,Slight negative,-0.018656346134762396,0.06389842855656154,-1.957999999999999,1.4952157035023432,1
2018-03-09,1479,DHFL,EQ,2018-03-09,494.45,496.7,512.0,490.05,493.0,496.25,501.0,4104359,2056275276.0,50276,411287,10.02,2018,3,0.36,Slight,-0.0009059794644654493,0.044791347821650826,-1.5719999999999992,1.8316850165899174,1
2018-03-12,1485,DHFL,EQ,2018-03-12,496.25,502.85,521.2,497.6,515.2,513.9,508.46,5945277,3022963684.3,47870,1345394,22.63,2018,3,3.56,Among top gainers,0.02197474395943115,0.04742765273311902,-0.655999999999999,2.968910574604766,1
2018-03-13,1493,DHFL,EQ,2018-03-13,513.9,514.0,525.6,510.6,514.5,516.15,518.04,5171004,2678770924.05,39262,1390030,26.88,2018,3,0.44,Slight,0.004182879377431862,0.02937720329024677,0.32200000000000095,2.0785860578768434,1
2018-03-14,1499,DHFL,EQ,2018-03-14,516.15,513.7,527.2,512.55,521.0,521.7,521.53,3003145,1566226682.2,37113,746406,24.85,2018,3,1.08,Positive,0.015573291804555186,0.028582577309530958,0.956000000000001,1.5834392946999876,-1
2018-03-15,1504,DHFL,EQ,2018-03-15,521.7,520.0,524.9,513.0,515.0,515.45,519.46,1972293,1024529148.8,30237,680002,34.48,2018,3,-1.2,Negative,-0.008749999999999912,0.02319688109161789,0.848000000000001,1.7326049751746628,-1
2018-03-16,1510,DHFL,EQ,2018-03-16,515.45,515.0,522.0,507.05,512.0,510.35,515.12,2531783,1304183354.65,40505,1073960,42.42,2018,3,-0.99,Slight negative,-0.00902912621359219,0.029484271768070187,0.578000000000001,1.92245155985788,-1
2018-03-19,1516,DHFL,EQ,2018-03-19,510.35,512.45,514.4,495.1,498.0,496.9,500.71,2505264,1254402004.5,24276,878446,35.06,2018,3,-2.64,Negative,-0.03034442384622903,0.038982023833568885,-0.6619999999999991,1.4627439967403737,1
2018-03-20,1522,DHFL,EQ,2018-03-20,496.9,495.0,510.75,492.8,508.0,503.4,505.23,3921257,1981148264.55,37883,845174,21.55,2018,3,1.31,Positive,0.016969696969696923,0.036424512987012964,-0.4879999999999991,1.6644428497247965,1
2018-03-21,1530,DHFL,EQ,2018-03-21,503.4,508.2,528.9,508.0,520.5,520.2,521.04,7168658,3735173762.2,56482,1425534,19.89,2018,3,3.34,Among top gainers,0.02361275088547827,0.04114173228346452,-0.035999999999999144,2.3587560280792075,-1
2018-03-22,1538,DHFL,EQ,2018-03-22,520.2,523.45,533.0,516.25,517.0,517.7,524.44,5897227,3092717189.15,52600,1295023,21.96,2018,3,-0.48,Slight,-0.01098481230298978,0.0324455205811138,0.10800000000000085,2.290932124703829,-1
2018-03-23,1544,DHFL,EQ,2018-03-23,517.7,504.5,506.9,491.0,491.9,495.15,498.4,7789701,3882352889.45,58585,1550858,19.91,2018,3,-4.36,Among top losers,-0.01853320118929638,0.03238289205702643,-0.5659999999999992,3.061025971794425,1
2018-03-26,1551,DHFL,EQ,2018-03-26,495.15,493.0,505.0,491.2,502.0,502.5,497.63,4374713,2177004078.0,33339,2038095,46.59,2018,3,1.48,Positive,0.019269776876267748,0.028094462540716635,0.2580000000000009,2.914158540642564,1
2018-03-27,1558,DHFL,EQ,2018-03-27,502.5,508.1,524.0,507.15,521.75,521.75,518.31,3509408,1818973222.0,36966,1135028,32.34,2018,3,3.83,Among top gainers,0.02686479039559137,0.03322488415656122,0.7620000000000009,3.329852849601615,-1
2018-03-28,1565,DHFL,EQ,2018-03-28,521.75,517.2,524.0,507.0,513.35,510.15,516.84,4692853,2425460022.3,36186,1358823,28.96,2018,3,-2.22,Negative,-0.01363109048723911,0.03353057199211045,-0.3499999999999991,3.178647511127964,1
2018-04-02,1573,DHFL,EQ,2018-04-02,510.15,515.1,526.1,512.25,523.6,523.05,518.83,2167081,1124344818.05,24054,518195,23.91,2018,4,2.53,Positive,0.015433896330809419,0.02703757930697906,0.25200000000000083,3.4234733823998105,1
