Date,Unnamed: 0,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,pc_Open_Close,pc_High_Low,5_day_mean,5_day_std,Action
2018-11-29,3290,DHFL,EQ,2018-11-29,208.95,209.8,210.7,197.5,200.55,199.95,203.8,16701239,3403651729.55,146946,3558547,21.31,2018,11,-4.31,Among top losers,-0.04694947569113452,0.06683544303797463,-3.1420000000000003,2.4706618546453893,1
2018-11-30,3304,DHFL,EQ,2018-11-30,199.95,207.0,216.85,207.0,212.4,212.75,211.97,21239611,4502100067.05,180610,2938918,13.84,2018,11,6.4,Among top gainers,0.027777777777777776,0.047584541062801904,-1.6840000000000004,4.994149577255351,1
2018-12-03,3316,DHFL,EQ,2018-12-03,212.75,214.0,219.8,212.65,217.8,217.7,216.52,10513054,2276326267.1,87344,1375131,13.08,2018,12,2.33,Positive,0.01728971962616817,0.03362332471196805,-0.3280000000000003,4.97578837974444,1
2018-12-04,3330,DHFL,EQ,2018-12-04,217.7,219.0,227.7,216.2,222.9,224.2,223.24,14753395,3293490147.6,120855,1701748,11.53,2018,12,2.99,Positive,0.02374429223744287,0.05319148936170213,0.3059999999999997,5.196424732448244,-1
2018-12-05,3342,DHFL,EQ,2018-12-05,224.2,222.85,222.85,206.45,211.8,210.9,214.23,12582126,2695465412.15,107148,1853728,14.73,2018,12,-5.93,Among top losers,-0.053623513574152966,0.0794381206103173,0.2959999999999997,5.211331883501549,-1
2018-12-06,3352,DHFL,EQ,2018-12-06,210.9,209.5,209.8,202.5,205.1,205.65,205.18,8320311,1707149283.2,69441,1325403,15.93,2018,12,-2.49,Negative,-0.018377088305489234,0.03604938271604944,0.6599999999999996,4.860966981990292,-1
2018-12-07,3363,DHFL,EQ,2018-12-07,205.65,208.0,210.0,200.1,201.65,202.6,204.54,7328622,1499032833.1,64067,925714,12.63,2018,12,-1.48,Negative,-0.025961538461538487,0.04947526236881562,-0.9160000000000004,3.665007503402933,-1
2018-12-10,3373,DHFL,EQ,2018-12-10,202.6,195.0,201.0,193.0,198.3,198.2,197.46,7910948,1562094128.75,70965,1437360,18.17,2018,12,-2.17,Negative,0.01641025641025635,0.04145077720207254,-1.8160000000000003,3.1904200350423757,1
2018-12-11,3388,DHFL,EQ,2018-12-11,198.2,194.0,209.95,193.5,207.3,206.45,205.25,11057807,2269667873.55,91809,1219932,11.03,2018,12,4.16,Among top gainers,0.0641752577319587,0.08501291989664077,-1.5820000000000003,3.6419870949798536,1
2018-12-12,3399,DHFL,EQ,2018-12-12,206.45,211.0,215.6,209.1,214.1,213.85,212.91,8408588,1790238605.45,67650,1599098,19.02,2018,12,3.58,Among top gainers,0.01350710900473931,0.031085604973696796,0.31999999999999956,3.267621459104436,1
2018-12-13,3411,DHFL,EQ,2018-12-13,213.85,218.1,228.7,216.5,219.0,218.45,222.62,14433085,3213158466.75,120179,1658720,11.49,2018,12,2.15,Positive,0.0016047684548372047,0.056351039260969925,1.2479999999999998,2.9093074777341434,-1
2018-12-14,3421,DHFL,EQ,2018-12-14,218.45,219.0,221.0,215.3,215.6,216.65,217.94,6428148,1400951166.7,56722,1148996,17.87,2018,12,-0.82,Slight negative,-0.01073059360730591,0.026474686483975794,1.3799999999999997,2.7660350684689092,1
2018-12-17,3434,DHFL,EQ,2018-12-17,216.65,217.8,219.75,214.1,217.95,218.0,217.27,4724600,1026520050.1,39403,651063,13.78,2018,12,0.62,Slight positive,0.0009182736455463205,0.026389537599252715,1.9379999999999995,2.0628911750259165,-1
2018-12-18,3445,DHFL,EQ,2018-12-18,218.0,215.95,218.8,213.35,214.0,214.05,215.63,4581599,987936376.2,48873,1080192,23.58,2018,12,-1.81,Negative,-0.008798332947441433,0.025544879306304277,0.7439999999999994,2.179685757167717,1
2018-12-19,3456,DHFL,EQ,2018-12-19,214.05,216.45,230.0,216.25,226.0,227.4,224.5,17094676,3837757436.25,137301,2781399,16.27,2018,12,6.24,Among top gainers,0.05058905058905067,0.06358381502890173,1.2759999999999994,3.152464115576862,1
2018-12-20,3466,DHFL,EQ,2018-12-20,227.4,224.55,242.3,222.85,238.5,238.15,235.79,24128201,5689081342.85,188693,3386908,14.04,2018,12,4.73,Among top gainers,0.06056557559563569,0.08727843841148762,1.7919999999999994,3.5209047132803537,1
2018-12-21,3478,DHFL,EQ,2018-12-21,238.15,239.55,245.7,232.35,240.5,240.65,239.63,20483987,4908549645.1,154454,3472157,16.95,2018,12,1.05,Positive,0.004591943226883716,0.05745642349903161,2.1659999999999995,3.264035845391378,-1
2018-12-24,3489,DHFL,EQ,2018-12-24,240.65,243.1,244.45,232.65,236.0,234.6,237.99,8610047,2049079510.3,61000,918463,10.67,2018,12,-2.51,Negative,-0.03496503496503497,0.05071996561358256,1.5399999999999996,3.8772154956875697,1
2018-12-26,3497,DHFL,EQ,2018-12-26,234.6,232.0,239.3,226.55,239.0,237.95,233.17,10561279,2462552447.05,81283,884909,8.38,2018,12,1.43,Positive,0.02564655172413788,0.056278967115427056,2.1879999999999997,3.421303845027478,1
2018-12-27,3507,DHFL,EQ,2018-12-27,237.95,241.4,243.35,237.5,237.7,239.65,239.9,10126105,2429232001.5,58897,3523101,34.79,2018,12,0.71,Slight positive,-0.007249378624689312,0.024631578947368397,1.0819999999999996,2.5724929543149004,1
2018-12-28,3518,DHFL,EQ,2018-12-28,239.65,241.0,243.5,237.5,240.6,240.35,240.8,6458677,1555270340.5,48378,930642,14.41,2018,12,0.29,Slight,-0.0026970954356846707,0.02526315789473684,0.1939999999999996,1.5690379217851305,1
2018-12-31,3531,DHFL,EQ,2018-12-31,240.35,244.25,252.4,244.25,248.5,249.4,248.72,17694140,4400966907.3,127973,2326620,13.15,2018,12,3.77,Among top gainers,0.02108495394063462,0.03336745138178099,0.7379999999999998,2.2595840325156757,-1
2019-01-01,3544,DHFL,EQ,2019-01-01,249.4,249.9,249.9,245.55,246.6,246.35,246.89,5893712,1455087440.75,41679,1018733,17.29,2019,1,-1.22,Negative,-0.014205682272909208,0.017715332926084276,0.9959999999999998,1.8285458703570452,-1
2019-01-02,3557,DHFL,EQ,2019-01-02,246.35,245.2,249.35,240.3,241.5,241.7,245.18,7176965,1759615528.35,52394,1028224,14.33,2019,1,-1.89,Negative,-0.014274061990212073,0.03766125676238029,0.3319999999999998,2.197184562115755,-1
2019-01-03,3570,DHFL,EQ,2019-01-03,241.7,241.75,244.3,234.0,234.95,235.65,239.4,5839267,1397934010.35,47835,812837,13.92,2019,1,-2.5,Negative,-0.02523267838676316,0.04401709401709407,-0.31000000000000016,2.5063419559189843,1
2019-01-04,3582,DHFL,EQ,2019-01-04,235.65,235.2,239.3,230.35,239.0,238.05,235.34,7329962,1725050928.9,56615,771665,10.53,2019,1,1.02,Positive,0.012117346938775607,0.03885391795094429,-0.1640000000000002,2.5704727191705032,-1
2019-01-07,3598,DHFL,EQ,2019-01-07,238.05,241.0,242.4,227.3,228.8,228.8,234.82,6243654,1466139025.55,51418,1352611,21.66,2019,1,-3.89,Among top losers,-0.0506224066390041,0.06643202815662118,-1.6960000000000002,1.8097596525505246,1
2019-01-08,3609,DHFL,EQ,2019-01-08,228.8,230.95,232.4,226.8,230.4,231.1,230.17,6103301,1404796293.35,54738,769335,12.61,2019,1,1.01,Positive,0.0006494912318683945,0.024691358024691332,-1.2500000000000002,2.1910157461779676,-1
2019-01-09,3622,DHFL,EQ,2019-01-09,231.1,232.8,233.4,223.25,227.5,227.15,227.45,6664452,1515799674.1,49330,1209483,18.15,2019,1,-1.71,Negative,-0.024269759450171846,0.045464725643897,-1.2140000000000002,2.1793187008787394,-1
2019-01-10,3631,DHFL,EQ,2019-01-10,227.15,227.7,229.65,223.0,224.95,224.1,225.83,4514692,1019554648.95,36046,692811,15.35,2019,1,-1.34,Negative,-0.015810276679841872,0.029820627802690607,-0.9820000000000002,2.067043782797016,-1
2019-01-11,3640,DHFL,EQ,2019-01-11,224.1,226.3,226.4,221.0,221.3,222.45,224.1,3626974,812815225.25,32488,707441,19.5,2019,1,-0.74,Slight negative,-0.017012814847547603,0.024434389140271517,-1.3340000000000003,1.769302122306927,-1
2019-01-14,3646,DHFL,EQ,2019-01-14,222.45,221.85,224.25,218.5,220.5,220.9,221.26,4725432,1045572050.55,38871,666552,14.11,2019,1,-0.7,Slight negative,-0.004282172639170559,0.02631578947368421,-0.6960000000000004,1.043470172070001,1
2019-01-15,3655,DHFL,EQ,2019-01-15,220.9,221.25,225.5,221.2,224.0,223.75,223.43,3888640,868840850.85,32652,674584,17.35,2019,1,1.29,Positive,0.011299435028248588,0.019439421338155568,-0.6400000000000003,1.1590297666582157,-1
2019-01-16,3664,DHFL,EQ,2019-01-16,223.75,219.15,227.35,219.15,223.3,223.1,224.03,5538351,1240773738.75,45139,802214,14.48,2019,1,-0.29,Slight,0.018024184348619614,0.03741729409080533,-0.3560000000000004,0.9934435061943877,-1
2019-01-17,3674,DHFL,EQ,2019-01-17,223.1,224.75,226.35,218.0,221.1,219.8,221.38,4421460,978823636.2,38062,848322,19.19,2019,1,-1.48,Negative,-0.022024471635150117,0.038302752293577956,-0.3840000000000004,1.029431882156269,-1
2019-01-18,3686,DHFL,EQ,2019-01-18,219.8,221.2,222.85,214.65,216.9,216.05,218.25,4305225,939629825.1,36237,731387,16.99,2019,1,-1.71,Negative,-0.023282097649186154,0.03820172373631488,-0.5780000000000003,1.1918766714722617,-1
2019-01-21,3693,DHFL,EQ,2019-01-21,216.05,216.0,217.95,210.3,211.0,211.8,213.69,3664959,783173858.8,31971,831722,22.69,2019,1,-1.97,Negative,-0.019444444444444393,0.03637660485021387,-0.8320000000000002,1.3493035240448301,-1
2019-01-22,3706,DHFL,EQ,2019-01-22,211.8,211.5,213.7,203.7,205.35,205.3,207.33,6065268,1257529136.9,50586,1205353,19.87,2019,1,-3.07,Among top losers,-0.02931442080378245,0.04909180166912126,-1.704,0.9982885354444354,1
2019-01-23,3716,DHFL,EQ,2019-01-23,205.3,206.0,213.3,206.0,209.55,209.6,209.75,6409510,1344416431.8,52997,934684,14.58,2019,1,2.09,Positive,0.01747572815533978,0.03543689320388355,-1.228,1.952465108523017,-1
2019-01-24,3729,DHFL,EQ,2019-01-24,209.6,210.8,210.8,202.9,210.0,207.65,206.44,4803404,991597099.65,43509,899190,18.72,2019,1,-0.93,Slight negative,-0.014943074003795093,0.03893543617545592,-1.1179999999999999,1.9502102450761036,1
2019-01-25,3742,DHFL,EQ,2019-01-25,207.65,211.0,223.8,199.5,208.0,209.1,214.17,26135632,5597513178.3,230993,2746771,10.51,2019,1,0.7,Slight positive,-0.009004739336492918,0.12180451127819554,-0.6359999999999999,2.061935983487314,-1
2019-01-28,3756,DHFL,EQ,2019-01-28,209.1,203.0,205.6,183.7,184.95,184.9,190.99,23916011,4567710091.2,221143,5682570,23.76,2019,1,-11.57,Bear drop,-0.08916256157635465,0.11921611322808931,-2.556,5.393216109150439,-1
2019-01-29,3771,DHFL,EQ,2019-01-29,184.9,182.85,184.0,161.3,172.35,169.7,173.8,43628379,7582604094.05,403388,5084226,11.65,2019,1,-8.22,Bear drop,-0.07191687175280288,0.14073155610663352,-3.586,5.976188584708467,-1
2019-01-30,3786,DHFL,EQ,2019-01-30,169.7,167.1,169.6,153.55,160.4,161.45,161.22,57307542,9239378577.75,445790,6544088,11.42,2019,1,-4.86,Among top losers,-0.03381208856971877,0.10452621295994778,-4.976,5.0647043349044365,-1
2019-01-31,3805,DHFL,EQ,2019-01-31,161.45,156.1,157.5,129.5,134.95,135.9,140.29,93032836,13051774610.0,696754,11276676,12.12,2019,1,-15.83,Bear drop,-0.1294042280589365,0.21621621621621623,-7.956,6.317478136091948,-1
2019-02-01,3823,DHFL,EQ,2019-02-01,135.9,134.0,134.5,102.1,110.8,111.2,115.81,94989171,11000297445.8,661430,10620426,11.18,2019,2,-18.18,Bear drop,-0.17014925373134326,0.317335945151812,-11.732000000000001,5.430356341898731,1
2019-02-04,3841,DHFL,EQ,2019-02-04,111.2,100.1,126.7,96.8,115.05,115.5,112.77,116877027,13180686013.95,819093,8939630,7.65,2019,2,3.87,Among top gainers,0.1538461538461539,0.3088842975206612,-8.644000000000002,8.855401176683063,1
2019-02-05,3860,DHFL,EQ,2019-02-05,115.5,114.6,123.7,113.0,122.25,122.3,119.96,45736545,5486628672.55,288324,4826401,10.55,2019,2,5.89,Among top gainers,0.06719022687609078,0.09469026548672568,-5.822000000000001,11.010352855381148,-1
2019-02-06,3878,DHFL,EQ,2019-02-06,122.3,124.0,125.0,113.0,119.95,119.35,119.27,27483120,3277883014.6,167377,2673182,9.73,2019,2,-2.41,Negative,-0.03750000000000005,0.10619469026548672,-5.332000000000002,11.117860405671578,-1
2019-02-07,3894,DHFL,EQ,2019-02-07,119.35,120.0,122.75,114.55,115.45,115.7,118.46,18215871,2157827613.85,122571,2331731,12.8,2019,2,-3.06,Among top losers,-0.03583333333333331,0.07158446093408995,-2.7780000000000014,9.44413415830164,-1
2019-02-08,3911,DHFL,EQ,2019-02-08,115.7,112.9,116.5,104.5,109.0,109.15,110.07,20598446,2267323825.4,142648,2116347,10.27,2019,2,-5.66,Among top losers,-0.033215234720992026,0.11483253588516747,-0.2740000000000009,4.911744089424838,-1
2019-02-11,3927,DHFL,EQ,2019-02-11,109.15,109.15,109.65,103.1,104.5,104.85,105.64,18177580,1920333203.75,120990,1433727,7.89,2019,2,-3.94,Among top losers,-0.03939532753092086,0.06353055286129983,-1.8360000000000007,4.4879984402849145,1
2019-02-12,3944,DHFL,EQ,2019-02-12,104.85,104.4,108.75,103.5,106.3,106.45,106.33,12866364,1368031196.65,83541,1235118,9.6,2019,2,1.53,Positive,0.01963601532567047,0.050724637681159424,-2.7080000000000006,2.6648395824138875,1
2019-02-13,3962,DHFL,EQ,2019-02-13,106.45,108.0,112.65,106.3,111.6,111.2,109.48,14431475,1579958322.95,86434,2097691,14.54,2019,2,4.46,Among top gainers,0.029629629629629655,0.0597365945437442,-1.3340000000000003,4.190987950352498,1
2019-02-14,3979,DHFL,EQ,2019-02-14,111.2,104.0,131.35,103.95,127.7,127.95,120.55,54153006,6528103856.65,394940,5432957,10.03,2019,2,15.06,Bull run,0.23028846153846155,0.2635882635882635,2.29,8.221538785409933,-1
2019-02-15,3994,DHFL,EQ,2019-02-15,127.95,128.1,129.45,121.0,122.3,123.2,124.73,19036558,2374424034.15,129097,1740549,9.14,2019,2,-3.71,Among top losers,-0.03825136612021852,0.06983471074380156,2.6799999999999997,7.784789656760152,1
2019-02-18,4008,DHFL,EQ,2019-02-18,123.2,124.9,135.5,124.9,128.9,128.85,130.83,32069129,4195745868.15,199313,2609411,8.14,2019,2,4.59,Among top gainers,0.03162530024019206,0.08486789431545232,4.386,6.849878101105147,-1
2019-02-19,4024,DHFL,EQ,2019-02-19,128.85,129.0,130.5,125.2,126.8,126.75,127.36,11188343,1424977382.85,68995,923643,8.26,2019,2,-1.63,Negative,-0.01744186046511628,0.042332268370607,3.754,7.309612164814208,1
2019-02-20,4037,DHFL,EQ,2019-02-20,126.75,127.4,131.3,126.75,130.4,130.35,129.63,9380032,1215951137.0,60068,1520310,16.21,2019,2,2.84,Positive,0.02315541601255878,0.035897435897435985,3.4299999999999997,7.30639788130922,1
2019-02-21,4052,DHFL,EQ,2019-02-21,130.35,131.45,141.75,131.45,137.7,137.15,136.97,23133535,3168684040.05,143071,2374209,10.26,2019,2,5.22,Among top gainers,0.04336249524534057,0.07835678965386088,1.4619999999999993,3.940681413156847,1
2019-02-22,4066,DHFL,EQ,2019-02-22,137.15,138.0,142.5,137.55,139.2,139.2,140.05,14438762,2022215985.15,91114,1708520,11.83,2019,2,1.49,Positive,0.00869565217391296,0.03598691384950918,2.502,2.7367444162727086,-1
2019-02-25,4080,DHFL,EQ,2019-02-25,139.2,142.0,143.4,135.1,137.0,136.75,138.34,11792540,1631367248.2,71800,2676852,22.7,2019,2,-1.76,Negative,-0.03697183098591549,0.06143597335307188,1.2319999999999998,2.987452091666048,-1
2019-02-26,4097,DHFL,EQ,2019-02-26,136.75,130.5,134.9,125.45,130.6,130.6,130.17,22322829,2905673990.4,136328,2677027,11.99,2019,2,-4.5,Among top losers,0.000766283524904171,0.07532881626145876,0.6579999999999997,3.831347021610003,-1
2019-02-27,4114,DHFL,EQ,2019-02-27,130.6,132.1,136.25,127.5,127.7,128.2,130.99,14292134,1872189913.15,85819,2808659,19.65,2019,2,-1.84,Negative,-0.029523088569265752,0.06862745098039216,-0.27800000000000036,3.7354812273654696,-1
2019-02-28,4129,DHFL,EQ,2019-02-28,128.2,128.0,130.45,126.6,128.1,127.4,128.25,13919890,1785225795.0,58412,3935364,28.27,2019,2,-0.62,Slight negative,-0.004687499999999956,0.03041074249605051,-1.4460000000000002,2.172735602874826,1
2019-03-01,4140,DHFL,EQ,2019-03-01,127.4,127.55,132.5,127.4,128.7,128.8,129.61,13312683,1725511719.5,64748,2850817,21.41,2019,3,1.1,Positive,0.009800078400627316,0.040031397174254274,-1.5240000000000002,2.0441819879843948,1
2019-03-05,4153,DHFL,EQ,2019-03-05,128.8,129.4,135.25,129.4,133.55,133.9,133.21,17764598,2366451492.55,95973,4934464,27.78,2019,3,3.96,Among top gainers,0.0347758887171561,0.045208655332302894,-0.3800000000000002,3.169763398110313,1
2019-03-06,4167,DHFL,EQ,2019-03-06,133.9,147.25,162.3,147.25,148.5,148.75,152.98,51106855,7818232961.5,271379,8408485,16.45,2019,3,11.09,Bull run,0.010186757215619695,0.10220713073005101,2.738,5.151855976247768,-1
2019-03-07,4184,DHFL,EQ,2019-03-07,148.75,150.7,152.0,138.2,141.65,141.6,143.63,30408622,4367557176.3,190322,3879907,12.76,2019,3,-4.81,Among top losers,-0.06038487060384867,0.09985528219971065,2.1439999999999997,5.924873838319247,-1
2019-03-08,4198,DHFL,EQ,2019-03-08,141.6,141.6,144.25,138.85,139.9,139.85,141.42,13328310,1884860942.55,84705,2350726,17.64,2019,3,-1.24,Negative,-0.012358757062146893,0.03889088944904578,2.0199999999999996,6.003153338038255,-1
2019-03-11,4212,DHFL,EQ,2019-03-11,139.85,138.15,139.3,130.75,132.65,132.8,133.63,21197479,2832647574.4,165792,5279057,24.9,2019,3,-5.04,Among top losers,-0.03872602243937744,0.06539196940726587,0.7919999999999996,6.811913827992823,-1
2019-03-12,4229,DHFL,EQ,2019-03-12,132.8,133.95,135.6,128.4,128.6,128.85,131.46,18315985,2407902724.7,142942,5086359,27.77,2019,3,-2.97,Negative,-0.03807390817469201,0.056074766355140096,-0.5940000000000005,6.710441863245656,-1
2019-03-13,4243,DHFL,EQ,2019-03-13,128.85,129.45,131.3,126.7,127.7,127.9,129.05,15831063,2042992312.0,112318,2801594,17.7,2019,3,-0.74,Slight negative,-0.011973735032831079,0.036306235201262894,-2.9600000000000004,1.9771064715891806,1
2019-03-14,4257,DHFL,EQ,2019-03-14,127.9,134.25,136.7,130.3,132.55,131.9,132.65,22993776,3050098133.65,135703,3809058,16.57,2019,3,3.13,Among top gainers,-0.017504655493482266,0.04911742133537971,-1.3720000000000003,3.0287241538310856,1
2019-03-15,4272,DHFL,EQ,2019-03-15,131.9,132.7,133.3,128.4,132.4,132.2,131.09,15648972,2051499865.45,97474,3044490,19.45,2019,3,0.23,Slight,-0.0037678975131876418,0.03816199376947045,-1.0780000000000003,3.1148627578113013,1
2019-03-18,4285,DHFL,EQ,2019-03-18,132.2,136.0,140.0,134.3,135.85,135.9,136.85,22946837,3140269574.4,135002,4649836,20.26,2019,3,2.8,Positive,-0.0007352941176470171,0.04244229337304533,0.48999999999999966,2.5425282692626707,1
2019-03-19,4300,DHFL,EQ,2019-03-19,135.9,137.8,138.0,134.1,136.85,136.2,135.77,10116659,1373506646.85,79622,2101394,20.77,2019,3,0.22,Slight,-0.011611030478955172,0.029082774049217046,1.1279999999999997,1.726548580260583,1
2019-03-20,4315,DHFL,EQ,2019-03-20,136.2,138.8,140.0,136.4,137.25,137.6,137.95,13340293,1840358159.0,79792,1967817,14.75,2019,3,1.03,Positive,-0.008645533141210497,0.0263929618768328,1.4819999999999998,1.397987839718156,-1
2019-03-22,4329,DHFL,EQ,2019-03-22,137.6,137.6,137.8,132.55,133.55,133.75,135.15,9713258,1312720840.8,57269,2810939,28.94,2019,3,-2.8,Negative,-0.027979651162790657,0.039607695209354955,0.29599999999999993,2.0250999975309445,-1
2019-03-25,4340,DHFL,EQ,2019-03-25,133.75,130.4,131.3,127.4,130.55,130.25,129.77,9086139,1179119430.4,56494,1391795,15.32,2019,3,-2.62,Negative,-0.0011503067484663011,0.030612244897959228,-0.27400000000000013,2.412380566991831,1
2019-03-26,4353,DHFL,EQ,2019-03-26,130.25,129.5,136.5,129.5,136.5,135.3,133.48,9788031,1306491941.5,58669,2407399,24.6,2019,3,3.88,Among top gainers,0.044787644787644874,0.05405405405405406,-0.05800000000000009,2.777196428054708,1
2019-03-27,4367,DHFL,EQ,2019-03-27,135.3,136.95,140.0,135.15,136.5,136.55,137.75,14156526,1950131749.85,77758,3178023,22.45,2019,3,0.92,Slight positive,-0.002920774005111189,0.03588605253422119,0.08199999999999992,2.8121379767002597,1
2019-03-28,4381,DHFL,EQ,2019-03-28,136.55,137.5,154.8,137.5,149.2,149.5,148.64,64167497,9537982127.95,361805,8247232,12.85,2019,3,9.48,Bull run,0.08727272727272728,0.1258181818181819,1.7720000000000002,5.117999609222322,1
2019-03-29,4395,DHFL,EQ,2019-03-29,149.5,149.5,154.2,149.0,149.45,150.25,151.56,20294215,3075703808.05,117869,3154508,15.54,2019,3,0.5,Slight,0.005016722408026756,0.03489932885906032,2.432,4.5637835180910855,-1
2019-04-01,4410,DHFL,EQ,2019-04-01,150.25,152.05,153.3,146.5,149.25,149.1,150.06,14133347,2120826112.0,84416,1998313,14.14,2019,4,-0.77,Slight negative,-0.01940151266030922,0.046416382252559805,2.8020000000000005,4.1035984208984,-1
2019-04-02,4425,DHFL,EQ,2019-04-02,149.1,149.65,150.1,142.8,145.2,145.0,146.78,13496504,1981027448.45,73993,3255980,24.12,2019,4,-2.75,Negative,-0.031072502505847012,0.05112044817927158,1.4760000000000004,4.696523182099694,1
2019-04-03,4438,DHFL,EQ,2019-04-03,145.0,145.9,152.85,145.05,148.2,148.0,149.39,23490110,3509181538.2,140411,3064567,13.05,2019,4,2.07,Positive,0.014393420150788172,0.053774560496380436,1.7060000000000002,4.690642813090744,1
2019-04-04,4452,DHFL,EQ,2019-04-04,148.0,149.0,150.75,146.5,149.0,148.9,148.91,13145366,1957413472.95,71410,1352088,10.29,2019,4,0.61,Slight positive,-0.0006711409395972772,0.02901023890784983,-0.06799999999999998,1.8054971614488444,1
2019-04-05,4465,DHFL,EQ,2019-04-05,148.9,149.75,165.5,149.5,165.05,163.5,160.34,65545304,10509374228.2,354313,8814868,13.45,2019,4,9.81,Bull run,0.09181969949916527,0.10702341137123746,1.794,4.820692896254629,-1
2019-04-08,4480,DHFL,EQ,2019-04-08,163.5,166.6,169.85,157.3,161.6,161.2,163.95,35281349,5784207990.25,196155,5674333,16.08,2019,4,-1.41,Negative,-0.03241296518607446,0.07978385251112513,1.666,4.9133980095245535,1
2019-04-09,4495,DHFL,EQ,2019-04-09,161.2,161.6,168.85,154.0,167.05,167.4,162.31,35063243,5691155660.7,183956,3192412,9.1,2019,4,3.85,Among top gainers,0.035891089108910965,0.09642857142857139,2.9859999999999998,4.275591187192696,1
2019-04-10,4509,DHFL,EQ,2019-04-10,167.4,165.45,172.9,164.7,167.2,167.65,169.06,30986439,5238631728.8,165841,3052699,9.85,2019,4,0.15,Slight,0.01329706860078584,0.049787492410443335,2.602,4.460641209512355,1
2019-04-11,4519,DHFL,EQ,2019-04-11,167.65,167.9,174.55,163.15,171.7,172.65,170.3,37160448,6328555397.2,199559,3475352,9.35,2019,4,2.98,Positive,0.02829064919594997,0.06987434875881095,3.076,4.3197430479138275,-1
2019-04-12,4535,DHFL,EQ,2019-04-12,172.65,167.9,173.4,166.0,166.9,167.05,169.68,21761781,3692628973.45,119094,3525938,16.2,2019,4,-3.24,Among top losers,-0.005062537224538382,0.044578313253012085,0.466,2.963330896136953,1
2019-04-15,4550,DHFL,EQ,2019-04-15,167.05,169.25,169.95,166.2,166.8,167.2,168.09,9298244,1562979405.05,59725,2102142,22.61,2019,4,0.09,Slight,-0.01211225997045797,0.02256317689530686,0.766,2.797200386100331,1
2019-04-16,4564,DHFL,EQ,2019-04-16,167.2,167.0,176.45,166.2,170.6,171.0,171.89,21723491,3734081415.5,145000,3077662,14.17,2019,4,2.27,Positive,0.023952095808383235,0.061672683513838755,0.4499999999999999,2.426365594876386,-1
2019-04-18,4577,DHFL,EQ,2019-04-18,171.0,172.4,172.9,155.65,156.05,157.1,160.52,25656182,4118344296.9,157198,6625743,25.83,2019,4,-8.13,Bear drop,-0.08874709976798151,0.11082557018952778,-1.2060000000000002,4.565186743168327,-1
2019-04-22,4594,DHFL,EQ,2019-04-22,157.1,153.0,153.05,138.6,138.9,140.05,143.81,29400620,4228009581.55,183316,5000644,17.01,2019,4,-10.85,Bear drop,-0.08464052287581691,0.10425685425685438,-3.9720000000000004,5.49076679526638,1
2019-04-23,4612,DHFL,EQ,2019-04-23,140.05,139.0,148.6,136.3,140.65,140.15,143.29,32161880,4608611377.9,187899,3244021,10.09,2019,4,0.07,Slight,0.00827338129496407,0.09024211298606002,-3.310000000000001,5.792339769039781,1
2019-04-24,4625,DHFL,EQ,2019-04-24,140.15,141.0,146.3,141.0,144.75,144.75,143.9,16152532,2324271910.8,100111,2481950,15.37,2019,4,3.28,Among top gainers,0.026595744680851064,0.037588652482269586,-2.672000000000001,6.403859773605277,-1
2019-04-25,4639,DHFL,EQ,2019-04-25,144.75,145.4,151.0,143.05,144.95,144.6,146.92,16168205,2375496146.5,96183,2322558,14.36,2019,4,-0.1,Slight,-0.005502063273727726,0.05557497378538964,-3.146000000000001,6.023000083015094,-1
2019-04-26,4653,DHFL,EQ,2019-04-26,144.6,147.5,148.9,140.6,143.5,143.25,144.57,14637228,2116146137.5,89578,1696192,11.59,2019,4,-0.93,Slight negative,-0.0288135593220339,0.059032716927453856,-1.7060000000000006,5.357436887169072,-1
2019-04-30,4669,DHFL,EQ,2019-04-30,143.25,143.1,143.2,129.15,132.8,135.15,133.26,23539919,3136917125.5,141614,5022119,21.33,2019,4,-5.65,Among top losers,-0.055555555555555476,0.10878823073945011,-0.6660000000000007,3.214923016185589,-1
2019-05-02,4684,DHFL,EQ,2019-05-02,135.15,134.0,142.25,130.6,133.9,133.9,136.43,20108619,2743495615.3,119881,2009447,9.99,2019,5,-0.92,Slight negative,-0.0007462686567163755,0.0892036753445636,-0.8640000000000008,3.188640776255589,1
2019-05-03,4700,DHFL,EQ,2019-05-03,133.9,134.7,142.8,131.2,142.45,141.3,137.59,29016019,3992336416.05,164882,3767111,12.98,2019,5,5.53,Among top gainers,0.048997772828507966,0.08841463414634164,-0.4140000000000007,3.9801922064141384,-1
2019-05-06,4713,DHFL,EQ,2019-05-06,141.3,139.65,139.65,132.1,132.5,132.95,134.07,20724420,2778588825.65,117139,4698473,22.67,2019,5,-5.91,Among top losers,-0.04797708557107065,0.05715367146101447,-1.576000000000001,4.656283926050885,-1
2019-05-07,4724,DHFL,EQ,2019-05-07,132.95,134.1,135.5,114.85,115.85,116.6,123.59,40282663,4978487810.65,224949,7841695,19.47,2019,5,-12.3,Bear drop,-0.13049962714392246,0.1797997387897258,-3.8500000000000014,6.62297893700409,-1
