Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percentage_Dly_Qt_to_Traded_Qty,Year,Month,Day_Perc_Change,Trend
HINDUNILVR,EQ,2017-05-15,980.2,981.3,988.85,974.55,982.5,983.25,980.72,734446,7.202887956E8,32976,420159,57.21,2017,5,0.0,Slight
HINDUNILVR,EQ,2017-05-16,983.25,983.0,1002.5,982.05,999.5,1000.4,994.0,1503815,1.49479774555E9,39717,669576,44.53,2017,5,1.7442156114924972,Positive
HINDUNILVR,EQ,2017-05-17,1000.4,1004.0,1012.0,991.1,1009.0,1009.4,1003.84,1999387,2.00705601215E9,63210,996054,49.82,2017,5,0.8996401439424231,Slight positive
HINDUNILVR,EQ,2017-05-18,1009.4,1008.0,1009.0,983.0,987.5,990.25,997.56,2690943,2.68437356215E9,78098,983594,36.55,2017,5,-1.8971666336437465,Negative
HINDUNILVR,EQ,2017-05-19,990.25,1000.0,1022.75,1000.0,1004.1,1008.0,1009.97,3059815,3.0903156678E9,57429,1523108,49.78,2017,5,1.792476647311285,Positive
HINDUNILVR,EQ,2017-05-22,1008.0,1011.35,1028.2,1009.0,1019.8,1018.6,1019.74,1788720,1.8240259661E9,51057,808117,45.18,2017,5,1.0515873015873038,Positive
HINDUNILVR,EQ,2017-05-23,1018.6,1018.8,1032.0,1014.0,1023.5,1024.8,1027.17,2640069,2.7117934626E9,72246,1946513,73.73,2017,5,0.6086785784409907,Slight positive
HINDUNILVR,EQ,2017-05-24,1024.8,1026.55,1040.0,1023.5,1038.05,1038.05,1032.11,1992083,2.0560565568E9,42418,1341093,67.32,2017,5,1.2929352068696331,Positive
HINDUNILVR,EQ,2017-05-25,1038.05,1037.9,1050.0,1030.3,1045.0,1043.45,1041.56,1918721,1.99846272345E9,67399,1255478,65.43,2017,5,0.5202061557728521,Slight positive
HINDUNILVR,EQ,2017-05-26,1043.45,1042.05,1046.95,1032.4,1041.0,1040.95,1040.43,716421,7.4538372255E8,26030,367491,51.3,2017,5,-0.2395898222243519,Slight
HINDUNILVR,EQ,2017-05-29,1040.95,1041.0,1077.0,1038.75,1073.0,1072.25,1065.77,1771026,1.8875075298E9,63186,1112200,62.8,2017,5,3.006868725683266,Among top gainers
HINDUNILVR,EQ,2017-05-30,1072.25,1071.1,1074.95,1053.3,1070.5,1072.6,1063.43,890684,9.4718204985E8,19918,588068,66.02,2017,5,0.03264164140824519,Slight
HINDUNILVR,EQ,2017-05-31,1072.6,1065.8,1074.45,1061.05,1070.0,1067.0,1067.74,2226704,2.37754216405E9,72236,1834087,82.37,2017,5,-0.5220958418795366,Slight negative
HINDUNILVR,EQ,2017-06-01,1067.0,1067.0,1099.45,1061.2,1094.55,1095.35,1091.65,1782269,1.94560680045E9,69057,1160309,65.1,2017,6,2.6569821930646587,Positive
HINDUNILVR,EQ,2017-06-02,1095.35,1100.05,1103.0,1046.1,1085.0,1086.4,1083.08,2216247,2.4003786559E9,40705,1803842,81.39,2017,6,-0.8170904277171515,Slight negative
HINDUNILVR,EQ,2017-06-05,1086.4,1092.0,1101.3,1088.0,1095.0,1097.75,1096.57,612171,6.7128839735E8,35182,355028,57.99,2017,6,1.0447349042709784,Positive
HINDUNILVR,EQ,2017-06-06,1097.75,1097.95,1101.8,1087.0,1091.0,1091.55,1092.44,1203091,1.3143048603E9,29449,915629,76.11,2017,6,-0.5647916192211383,Slight negative
HINDUNILVR,EQ,2017-06-07,1091.55,1105.2,1114.25,1091.5,1106.0,1106.35,1107.07,2392047,2.64817006495E9,81560,1666883,69.68,2017,6,1.3558700929870326,Positive
HINDUNILVR,EQ,2017-06-08,1106.35,1106.7,1115.0,1088.55,1092.9,1093.5,1103.14,935574,1.0320734231E9,45799,555504,59.38,2017,6,-1.161476928639211,Negative
HINDUNILVR,EQ,2017-06-09,1093.5,1091.0,1105.4,1090.0,1097.0,1095.35,1095.6,691085,7.5715524415E8,29000,403543,58.39,2017,6,0.16918152720621024,Slight
HINDUNILVR,EQ,2017-06-12,1095.35,1096.0,1105.0,1083.0,1100.0,1099.65,1092.43,1059705,1.1576584755E9,27430,736896,69.54,2017,6,0.39256858538368394,Slight
HINDUNILVR,EQ,2017-06-13,1099.65,1096.0,1109.35,1095.05,1102.0,1102.75,1103.63,1040661,1.14850128575E9,33761,788203,75.74,2017,6,0.2819078797799217,Slight
HINDUNILVR,EQ,2017-06-14,1102.75,1105.0,1119.6,1094.2,1117.5,1113.7,1104.35,1139136,1.25799993255E9,42295,765088,67.16,2017,6,0.992972115166633,Slight positive
HINDUNILVR,EQ,2017-06-15,1113.7,1117.5,1121.5,1101.6,1102.3,1104.0,1112.05,1051935,1.16980688265E9,58917,764006,72.63,2017,6,-0.8709706384125029,Slight negative
HINDUNILVR,EQ,2017-06-16,1104.0,1104.0,1110.85,1088.45,1090.0,1091.8,1093.77,1550451,1.69583558395E9,44130,1185765,76.48,2017,6,-1.10507246376812,Negative
HINDUNILVR,EQ,2017-06-19,1091.8,1094.4,1101.0,1090.3,1095.85,1095.65,1095.95,859068,9.414935925E8,37826,613375,71.4,2017,6,0.35262868657264484,Slight
HINDUNILVR,EQ,2017-06-20,1095.65,1098.85,1101.0,1091.1,1099.3,1093.05,1094.19,1272735,1.39261024775E9,31555,1049900,82.49,2017,6,-0.23730205813901667,Slight
HINDUNILVR,EQ,2017-06-21,1093.05,1094.25,1129.0,1093.95,1127.0,1123.45,1111.87,1411671,1.56959340135E9,55360,898389,63.64,2017,6,2.7812085448973143,Positive
HINDUNILVR,EQ,2017-06-22,1123.45,1117.0,1117.4,1092.05,1093.0,1094.05,1101.34,1000211,1.10156844105E9,67490,640852,64.07,2017,6,-2.6169388935867275,Negative
