Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percentage_Dly_Qt_to_Traded_Qty
MUTHOOTFIN,NC,2017-06-01,1905.11,1907.0,1913.0,1907.0,1913.0,1913.0,1912.23,39,74577.0,5,39,100.0
MUTHOOTFIN,EQ,2017-06-02,409.95,414.7,432.0,408.7,427.7,428.2,420.37,1522773,6.4012326E8,24316,657014,43.15
MUTHOOTFIN,NC,2017-06-02,1913.0,1914.5,1920.0,1914.5,1920.0,1920.0,1915.88,20,38317.5,2,20,100.0
MUTHOOTFIN,NF,2017-06-02,990.0,925.03,1174.98,925.03,1000.0,1000.0,959.7,161,154512.34,13,125,77.64
MUTHOOTFIN,EQ,2017-06-05,428.2,428.0,439.75,426.1,434.0,433.6,433.67,1130544,4.90279776E8,21349,368350,32.58
MUTHOOTFIN,NA,2017-06-05,1099.7,931.21,1100.0,931.21,1100.0,1100.0,1015.61,20,20312.1,2,10,50.0
MUTHOOTFIN,NB,2017-06-05,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,33,57585.0,1,33,100.0
MUTHOOTFIN,EQ,2017-06-06,433.6,433.65,438.6,422.4,425.25,424.85,432.24,514532,2.22402736E8,9382,201063,39.08
MUTHOOTFIN,NA,2017-06-06,1100.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,22,22440.0,1,22,100.0
MUTHOOTFIN,NC,2017-06-06,1920.0,1919.0,1922.55,1919.0,1922.55,1922.55,1919.2,215,412627.84,3,215,100.0
MUTHOOTFIN,EQ,2017-06-07,424.85,425.3,441.6,422.8,440.0,439.2,435.58,629866,2.74354656E8,11382,170446,27.06
MUTHOOTFIN,NB,2017-06-07,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,42,73290.0,3,42,100.0
MUTHOOTFIN,NC,2017-06-07,1922.55,1922.5,1922.95,1922.5,1922.95,1922.68,1922.58,60,115354.5,3,60,100.0
MUTHOOTFIN,EQ,2017-06-08,439.2,444.0,447.45,433.6,437.0,435.55,441.02,853515,3.76421408E8,13915,303913,35.61
MUTHOOTFIN,N9,2017-06-08,1001.01,1039.9,1053.0,1004.2,1004.2,1004.2,1026.78,90,92410.1,7,55,61.11
MUTHOOTFIN,NC,2017-06-08,1922.68,1926.0,1926.0,1926.0,1926.0,1926.0,1926.0,52,100152.0,1,52,100.0
MUTHOOTFIN,EQ,2017-06-09,435.55,438.65,453.3,422.8,447.0,446.7,447.81,1619995,7.2544237E8,29743,604389,37.31
MUTHOOTFIN,NC,2017-06-09,1926.0,1933.8,1933.8,1922.5,1922.5,1922.77,1922.85,157,301886.8,6,155,98.73
MUTHOOTFIN,NG,2017-06-09,1000.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,200,200200.0,3,200,100.0
MUTHOOTFIN,EQ,2017-06-12,446.7,455.0,455.0,445.4,450.8,449.45,449.93,1531400,6.8902125E8,22377,733110,47.87
MUTHOOTFIN,N9,2017-06-12,1004.2,1005.1,1005.1,1005.0,1005.0,1005.0,1005.03,400,402010.4,4,400,100.0
MUTHOOTFIN,EQ,2017-06-13,449.45,450.75,465.9,449.3,465.1,464.7,460.07,1525493,7.0183923E8,20158,653830,42.86
MUTHOOTFIN,NB,2017-06-13,1745.0,1745.01,1745.01,1745.0,1745.0,1745.0,1745.0,100,174500.25,4,100,100.0
MUTHOOTFIN,NC,2017-06-13,1922.77,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,100,192700.0,1,100,100.0
MUTHOOTFIN,NG,2017-06-13,1001.0,1002.5,1002.5,1002.5,1002.5,1002.5,1002.5,5,5012.5,1,5,100.0
MUTHOOTFIN,EQ,2017-06-14,464.7,465.9,479.4,460.35,475.35,476.9,470.28,1277514,6.0078298E8,16942,495848,38.81
MUTHOOTFIN,NA,2017-06-14,1020.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,5,5125.0,1,5,100.0
MUTHOOTFIN,NB,2017-06-14,1745.0,1745.01,1745.01,1745.01,1745.01,1745.01,1745.01,10,17450.1,1,10,100.0
MUTHOOTFIN,NC,2017-06-14,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,10,19270.0,1,10,100.0
MUTHOOTFIN,NF,2017-06-14,1000.0,970.03,970.03,970.03,970.03,970.03,970.03,104,100883.12,1,104,100.0
MUTHOOTFIN,NG,2017-06-14,1002.5,1005.0,1009.0,1005.0,1009.0,1007.09,1006.94,68,68472.0,3,68,100.0
MUTHOOTFIN,EQ,2017-06-15,476.9,474.95,481.2,468.85,473.2,472.8,475.08,655299,3.11319104E8,11969,189019,28.84
MUTHOOTFIN,N9,2017-06-15,1005.0,1005.2,1009.73,980.0,999.75,986.99,986.8,2140,2111756.0,29,1995,93.22
MUTHOOTFIN,NA,2017-06-15,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,45,46125.0,4,45,100.0
MUTHOOTFIN,EQ,2017-06-16,472.8,473.2,481.95,470.25,473.0,471.85,475.5,494930,2.35340576E8,8820,157774,31.88
MUTHOOTFIN,N9,2017-06-16,986.99,1008.9,1008.9,1000.0,1003.5,1003.49,1002.77,98,98271.3,10,83,84.69
MUTHOOTFIN,NC,2017-06-16,1927.0,1928.0,1928.0,1928.0,1928.0,1928.0,1928.0,10,19280.0,1,10,100.0
MUTHOOTFIN,NF,2017-06-16,970.03,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,100,100600.0,1,100,100.0
MUTHOOTFIN,EQ,2017-06-19,471.85,473.05,476.7,455.85,459.7,459.7,463.08,486877,2.25464656E8,8655,183965,37.78
MUTHOOTFIN,NB,2017-06-19,1745.01,1745.0,1750.0,1744.0,1750.0,1750.0,1744.89,225,392600.0,6,200,88.89
MUTHOOTFIN,NF,2017-06-19,1006.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,10,10050.0,1,10,100.0
MUTHOOTFIN,NG,2017-06-19,1007.09,995.1,1000.0,995.05,1000.0,1000.0,997.4,95,94752.75,4,50,52.63
MUTHOOTFIN,EQ,2017-06-20,459.7,459.7,472.05,455.6,464.1,464.8,465.47,396194,1.84416416E8,8060,134288,33.89
MUTHOOTFIN,N9,2017-06-20,1003.49,1004.6,1004.6,1002.0,1002.0,1002.0,1003.38,95,95321.5,7,95,100.0
MUTHOOTFIN,NC,2017-06-20,1928.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,60,115620.0,2,60,100.0
MUTHOOTFIN,ND,2017-06-20,1075.0,975.0,1002.99,975.0,1000.0,1000.0,996.57,34,33883.47,4,27,79.41
MUTHOOTFIN,NG,2017-06-20,1000.0,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,5,5010.0,1,5,100.0
MUTHOOTFIN,EQ,2017-06-21,464.8,465.0,465.35,457.1,458.8,459.1,460.45,341056,1.57040304E8,9846,99785,29.26
MUTHOOTFIN,N9,2017-06-21,1002.0,1002.0,1002.45,1000.0,1000.0,1000.07,1000.89,140,140124.5,7,140,100.0
MUTHOOTFIN,ND,2017-06-21,1000.0,999.0,999.0,950.11,980.59,980.59,970.61,89,86384.08,5,89,100.0
MUTHOOTFIN,EQ,2017-06-22,459.1,460.0,464.8,449.2,450.5,451.15,457.14,354938,1.62254736E8,10543,104375,29.41
MUTHOOTFIN,NC,2017-06-22,1927.0,1924.0,1931.5,1924.0,1931.5,1931.5,1927.75,200,385550.0,3,200,100.0
MUTHOOTFIN,EQ,2017-06-23,451.15,452.0,453.7,437.9,447.05,447.15,445.2,396801,1.76655232E8,13813,173780,43.8
MUTHOOTFIN,N9,2017-06-23,1000.07,1000.25,1001.0,1000.25,1001.0,1001.0,1000.44,40,40017.5,2,40,100.0
MUTHOOTFIN,ND,2017-06-23,980.59,950.13,950.13,950.13,950.13,950.13,950.13,85,80761.05,1,85,100.0
MUTHOOTFIN,NF,2017-06-23,1005.0,916.01,916.01,916.01,916.01,916.01,916.01,110,100761.1,1,110,100.0
MUTHOOTFIN,NG,2017-06-23,1002.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,5,5025.0,1,5,100.0
MUTHOOTFIN,EQ,2017-06-27,447.15,446.3,447.0,434.8,436.05,436.05,438.6,562976,2.4692352E8,15970,227130,40.34
MUTHOOTFIN,N9,2017-06-27,1001.0,1000.0,1000.0,999.0,1000.0,1000.0,999.41,170,169900.0,3,170,100.0
MUTHOOTFIN,NG,2017-06-27,1005.0,980.0,980.0,980.0,980.0,980.0,980.0,450,441000.0,2,450,100.0
MUTHOOTFIN,EQ,2017-06-28,436.05,436.0,453.55,429.95,445.1,446.15,445.29,745164,3.31817152E8,26334,149330,20.04
MUTHOOTFIN,NA,2017-06-28,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,30,30750.0,1,30,100.0
MUTHOOTFIN,NC,2017-06-28,1931.5,1935.0,1935.0,1935.0,1935.0,1935.0,1935.0,25,48375.0,1,25,100.0
MUTHOOTFIN,ND,2017-06-28,950.13,1005.0,1010.0,1005.0,1009.0,1009.0,1007.93,671,676319.9,18,671,100.0
MUTHOOTFIN,NF,2017-06-28,916.01,987.11,987.11,987.0,987.0,987.0,987.04,25,24676.1,2,25,100.0
MUTHOOTFIN,EQ,2017-06-29,446.15,449.4,464.4,447.95,462.0,460.1,459.02,830368,3.8115616E8,12473,297195,35.79
MUTHOOTFIN,N9,2017-06-29,1000.0,1003.65,1003.65,1000.0,1000.0,1000.0,1000.73,10,10007.3,2,10,100.0
MUTHOOTFIN,NB,2017-06-29,1750.0,1750.01,1750.01,1750.0,1750.0,1750.0,1750.01,40,70000.25,3,40,100.0
MUTHOOTFIN,NC,2017-06-29,1935.0,1931.01,1931.01,1931.01,1931.01,1931.01,1931.01,7,13517.07,1,7,100.0
MUTHOOTFIN,EQ,2017-06-30,460.1,458.5,459.8,450.65,456.4,455.15,454.69,327367,1.48851168E8,8009,55033,16.81
MUTHOOTFIN,N9,2017-06-30,1000.0,1005.0,1020.0,1005.0,1020.0,1015.15,1009.86,892,900792.5,13,892,100.0
MUTHOOTFIN,NC,2017-06-30,1931.01,1934.0,1934.0,1934.0,1934.0,1934.0,1934.0,10,19340.0,1,10,100.0
MUTHOOTFIN,NF,2017-06-30,987.0,986.0,986.0,986.0,986.0,986.0,986.0,25,24650.0,1,25,100.0
MUTHOOTFIN,EQ,2017-07-03,455.15,458.0,464.7,451.6,456.05,456.55,457.86,438293,2.00674672E8,9383,135325,30.88
MUTHOOTFIN,NA,2017-07-03,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,50,51250.0,1,50,100.0
MUTHOOTFIN,NB,2017-07-03,1750.0,1750.11,1750.11,1750.0,1750.0,1750.0,1750.02,135,236253.25,8,135,100.0
MUTHOOTFIN,NC,2017-07-03,1934.0,1932.0,1934.0,1931.0,1934.0,1934.0,1931.47,405,782245.0,4,405,100.0
MUTHOOTFIN,NF,2017-07-03,986.0,935.01,935.01,921.01,921.01,921.01,929.27,100,92926.95,3,100,100.0
MUTHOOTFIN,EQ,2017-07-04,456.55,460.0,462.0,448.0,449.75,450.6,454.74,295595,1.34418688E8,8448,81269,27.49
MUTHOOTFIN,N9,2017-07-04,1015.15,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,87,87870.0,10,87,100.0
MUTHOOTFIN,NA,2017-07-04,1025.0,1020.15,1020.15,1020.15,1020.15,1020.15,1020.15,5,5100.75,1,5,100.0
MUTHOOTFIN,NC,2017-07-04,1934.0,1932.1,1932.4,1932.0,1932.4,1932.4,1932.13,300,579640.0,7,300,100.0
MUTHOOTFIN,EQ,2017-07-05,450.6,454.0,458.0,447.65,452.1,451.15,452.42,301216,1.36275696E8,4544,115980,38.5
MUTHOOTFIN,N9,2017-07-05,1010.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,60,60660.0,1,60,100.0
MUTHOOTFIN,NA,2017-07-05,1020.15,1111.8,1111.8,1111.8,1111.8,1111.8,1111.8,50,55590.0,1,50,100.0
MUTHOOTFIN,NC,2017-07-05,1932.4,1932.5,1932.5,1932.5,1932.5,1932.5,1932.5,25,48312.5,1,25,100.0
MUTHOOTFIN,EQ,2017-07-06,451.15,454.8,458.0,445.2,445.2,446.6,450.73,546249,2.46209088E8,12422,302749,55.42
MUTHOOTFIN,N9,2017-07-06,1011.0,1005.0,1017.9,1005.0,1010.01,1010.01,1010.78,122,123315.12,5,100,81.97
MUTHOOTFIN,NA,2017-07-06,1111.8,1004.0,1036.0,1004.0,1028.0,1028.0,1021.44,36,36772.0,6,35,97.22
MUTHOOTFIN,NB,2017-07-06,1750.0,1750.05,1790.0,1750.05,1790.0,1790.0,1776.68,45,79950.75,2,45,100.0
MUTHOOTFIN,NC,2017-07-06,1932.5,1933.0,1941.0,1933.0,1941.0,1941.0,1940.07,60,116404.0,6,60,100.0
MUTHOOTFIN,NG,2017-07-06,980.0,1009.99,1009.99,1009.99,1009.99,1009.99,1009.99,10,10099.9,1,10,100.0
MUTHOOTFIN,EQ,2017-07-07,446.6,448.8,452.85,443.85,448.0,448.9,449.56,427452,1.92165424E8,10332,153091,35.81
MUTHOOTFIN,N9,2017-07-07,1010.01,1010.01,1010.01,1010.01,1010.01,1010.01,1010.01,3,3030.03,1,3,100.0
MUTHOOTFIN,NB,2017-07-07,1790.0,1753.0,1760.0,1753.0,1760.0,1760.0,1756.5,80,140520.0,2,40,50.0
MUTHOOTFIN,NC,2017-07-07,1941.0,1933.53,1933.53,1933.0,1933.0,1933.0,1933.46,90,174011.34,4,90,100.0
MUTHOOTFIN,EQ,2017-07-10,448.9,448.9,454.0,445.0,451.5,449.5,450.5,65960,2.9715034E7,1324,30144,45.7
MUTHOOTFIN,N9,2017-07-10,1010.01,915.02,1020.0,915.02,1010.0,1010.0,1011.04,135,136490.16,6,125,92.59
MUTHOOTFIN,NC,2017-07-10,1933.0,1944.7,1944.7,1944.7,1944.7,1944.7,1944.7,6,11668.2,1,6,100.0
MUTHOOTFIN,EQ,2017-07-11,449.5,450.5,452.65,440.5,444.0,445.05,446.68,323573,1.44533472E8,4107,206469,63.81
MUTHOOTFIN,NB,2017-07-11,1760.0,1760.05,1770.0,1749.0,1770.0,1770.0,1756.63,317,556852.0,13,277,87.38
MUTHOOTFIN,NG,2017-07-11,1009.99,1001.0,1001.0,990.6,1000.0,999.33,995.99,551,548792.1,13,350,63.52
MUTHOOTFIN,EQ,2017-07-12,445.05,447.5,469.55,444.1,467.95,467.75,458.67,1067168,4.89475808E8,16856,349590,32.76
MUTHOOTFIN,N9,2017-07-12,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,105,106050.0,11,105,100.0
MUTHOOTFIN,NB,2017-07-12,1770.0,1770.0,1772.0,1770.0,1772.0,1772.0,1770.28,176,311570.0,4,176,100.0
MUTHOOTFIN,NC,2017-07-12,1944.7,1940.0,1940.0,1935.0,1935.0,1935.0,1935.55,111,214845.75,5,111,100.0
MUTHOOTFIN,ND,2017-07-12,1009.0,990.05,1009.9,990.05,1009.9,1009.9,1008.28,540,544469.5,21,530,98.15
MUTHOOTFIN,NG,2017-07-12,999.33,1005.0,1005.0,990.0,1000.0,1000.0,996.17,300,298850.2,8,200,66.67
MUTHOOTFIN,EQ,2017-07-13,467.75,472.0,474.9,463.35,470.0,469.65,470.07,960481,4.51488896E8,15825,241647,25.16
MUTHOOTFIN,N9,2017-07-13,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,50,50500.0,5,50,100.0
MUTHOOTFIN,NB,2017-07-13,1772.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,50,88500.0,3,50,100.0
MUTHOOTFIN,NC,2017-07-13,1935.0,1942.0,1943.0,1938.0,1938.0,1938.0,1940.8,125,242600.0,4,125,100.0
MUTHOOTFIN,NG,2017-07-13,1000.0,1000.03,1009.0,992.15,1002.0,1002.0,998.63,650,649108.9,15,500,76.92
MUTHOOTFIN,EQ,2017-07-14,469.65,470.95,479.0,465.95,472.4,472.85,474.13,991986,4.70327648E8,18028,348535,35.14
MUTHOOTFIN,N9,2017-07-14,1010.0,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,33,33920.7,1,33,100.0
MUTHOOTFIN,NA,2017-07-14,1028.0,1005.11,1005.11,1005.11,1005.11,1005.11,1005.11,25,25127.75,1,25,100.0
MUTHOOTFIN,NC,2017-07-14,1938.0,1936.0,1944.0,1936.0,1944.0,1944.0,1937.08,977,1892526.0,7,977,100.0
MUTHOOTFIN,ND,2017-07-14,1009.9,1003.7,1003.7,1003.7,1003.7,1003.7,1003.7,5,5018.5,1,5,100.0
MUTHOOTFIN,NF,2017-07-14,921.01,983.56,983.56,983.56,983.56,983.56,983.56,100,98356.0,1,100,100.0
MUTHOOTFIN,NG,2017-07-14,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0,10,10020.0,1,10,100.0
MUTHOOTFIN,EQ,2017-07-17,472.85,475.95,475.95,464.55,469.0,468.4,469.71,327343,1.53756016E8,10444,125438,38.32
MUTHOOTFIN,NB,2017-07-17,1770.0,1771.25,1772.5,1770.05,1772.5,1772.5,1770.89,65,115107.8,6,65,100.0
MUTHOOTFIN,NC,2017-07-17,1944.0,1955.79,1955.8,1955.79,1955.8,1955.8,1955.79,20,39115.85,2,20,100.0
MUTHOOTFIN,ND,2017-07-17,1003.7,1003.7,1003.7,1003.7,1003.7,1003.7,1003.7,19,19070.3,1,19,100.0
MUTHOOTFIN,NG,2017-07-17,1002.0,1000.0,1000.0,990.2,1000.0,1000.0,996.31,1369,1363944.1,18,1159,84.66
MUTHOOTFIN,EQ,2017-07-18,468.4,466.0,476.25,460.1,468.0,468.9,472.11,488523,2.30638592E8,19214,270143,55.3
MUTHOOTFIN,ND,2017-07-18,1003.7,1003.7,1003.7,1003.7,1003.7,1003.7,1003.7,10,10037.0,1,10,100.0
MUTHOOTFIN,NG,2017-07-18,1000.0,1004.8,1004.8,1000.02,1000.02,1000.02,1001.61,300,300484.0,3,300,100.0
MUTHOOTFIN,EQ,2017-07-19,468.9,468.5,475.35,465.1,468.25,470.55,470.56,895246,4.21264512E8,20053,304044,33.96
MUTHOOTFIN,NC,2017-07-19,1955.8,1950.0,1957.9,1950.0,1950.1,1950.1,1950.76,55,107292.0,7,50,90.91
MUTHOOTFIN,NG,2017-07-19,1000.02,999.0,1005.0,999.0,1005.0,1004.19,1002.71,700,701897.0,6,700,100.0
MUTHOOTFIN,EQ,2017-07-20,470.55,471.55,472.75,458.2,460.1,460.15,464.79,540333,2.51143984E8,15434,152729,28.27
MUTHOOTFIN,NC,2017-07-20,1950.1,1949.0,1949.0,1949.0,1949.0,1949.0,1949.0,10,19490.0,1,10,100.0
MUTHOOTFIN,ND,2017-07-20,1003.7,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,5,5100.0,1,5,100.0
MUTHOOTFIN,EQ,2017-07-21,460.15,460.9,464.85,447.25,451.7,452.75,456.69,452339,2.06577792E8,14094,133996,29.62
MUTHOOTFIN,NA,2017-07-21,1005.11,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,10,10500.0,1,10,100.0
MUTHOOTFIN,NG,2017-07-21,1004.19,998.01,1007.9,998.0,1001.01,1001.03,1001.7,700,701188.0,5,500,71.43
MUTHOOTFIN,EQ,2017-07-24,452.75,453.05,468.9,451.45,461.9,461.35,460.99,792689,3.65419712E8,15709,209133,26.38
MUTHOOTFIN,NA,2017-07-24,1050.0,1035.1,1055.0,1035.1,1055.0,1055.0,1051.02,50,52551.0,2,40,80.0
MUTHOOTFIN,NB,2017-07-24,1772.5,1785.0,1785.0,1780.55,1785.0,1785.0,1782.47,72,128337.55,3,68,94.44
MUTHOOTFIN,ND,2017-07-24,1020.0,1014.0,1020.0,1014.0,1020.0,1020.0,1016.54,226,229738.0,6,226,100.0
MUTHOOTFIN,EQ,2017-07-25,461.35,462.0,469.8,455.85,466.1,465.95,463.49,461333,2.13823136E8,9797,112294,24.34
MUTHOOTFIN,NA,2017-07-25,1055.0,1035.05,1035.05,1035.0,1035.0,1035.0,1035.01,75,77625.75,2,75,100.0
MUTHOOTFIN,NC,2017-07-25,1949.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,20,39000.0,1,20,100.0
MUTHOOTFIN,EQ,2017-07-26,465.95,468.9,483.4,467.0,476.15,477.65,477.3,1687894,8.0563264E8,29027,436136,25.84
MUTHOOTFIN,N9,2017-07-26,1027.9,1000.0,1000.0,995.01,995.01,995.01,998.86,145,144835.3,6,115,79.31
MUTHOOTFIN,NB,2017-07-26,1785.0,1786.0,1786.0,1785.0,1785.0,1785.0,1785.71,70,125000.0,2,70,100.0
MUTHOOTFIN,NC,2017-07-26,1950.0,1950.0,1950.0,1949.01,1949.01,1949.1,1949.55,100,194955.45,4,100,100.0
MUTHOOTFIN,ND,2017-07-26,1020.0,1009.95,1009.95,1009.95,1009.95,1009.95,1009.95,400,403980.0,2,400,100.0
MUTHOOTFIN,EQ,2017-07-27,477.65,481.95,481.95,462.65,466.0,465.35,471.58,947528,4.46838144E8,13873,372516,39.31
MUTHOOTFIN,N9,2017-07-27,995.01,1001.0,1008.0,1001.0,1008.0,1008.0,1003.0,7,7021.0,2,7,100.0
MUTHOOTFIN,NA,2017-07-27,1035.0,1045.0,1050.0,1045.0,1050.0,1048.75,1048.26,115,120550.0,3,115,100.0
MUTHOOTFIN,NC,2017-07-27,1949.1,1952.0,1952.0,1952.0,1952.0,1952.0,1952.0,5,9760.0,1,5,100.0
MUTHOOTFIN,ND,2017-07-27,1009.95,990.55,1008.0,990.5,1002.0,1002.0,999.7,290,289913.0,10,230,79.31
MUTHOOTFIN,NF,2017-07-27,983.56,983.75,983.75,983.67,983.67,983.67,983.68,101,99351.47,2,101,100.0
MUTHOOTFIN,EQ,2017-07-28,465.35,465.0,474.75,462.3,467.15,467.5,469.82,568445,2.67066304E8,9890,51096,8.99
