,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Month,Date_Year,Day_Perc_Change,Trend
92,MUTHOOTFIN,N9,2017-06-23,1000.07,1000.25,1001.0,1000.25,1001.0,1001.0,1000.44,40,40017.5,2,40,100.0,6,2017,-0.48174993528345844,Slight
93,MUTHOOTFIN,ND,2017-06-23,980.59,950.13,950.13,950.13,950.13,950.13,950.13,85,80761.05,1,85,100.0,6,2017,-0.0508191808191808,Slight
94,MUTHOOTFIN,NF,2017-06-23,1005.0,916.01,916.01,916.01,916.01,916.01,916.01,110,100761.1,1,110,100.0,6,2017,-0.03591087535389892,Slight
95,MUTHOOTFIN,NG,2017-06-23,1002.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,5,5025.0,1,5,100.0,6,2017,0.09714959443674198,Slight
97,MUTHOOTFIN,N9,2017-06-27,1001.0,1000.0,1000.0,999.0,1000.0,1000.0,999.41,170,169900.0,3,170,100.0,6,2017,-0.00497512437810943,Slight
98,MUTHOOTFIN,NG,2017-06-27,1005.0,980.0,980.0,980.0,980.0,980.0,980.0,450,441000.0,2,450,100.0,6,2017,-0.020000000000000018,Slight
100,MUTHOOTFIN,,2017-06-28,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,30,30750.0,1,30,100.0,6,2017,0.04591836734693877,Slight
101,MUTHOOTFIN,NC,2017-06-28,1931.5,1935.0,1935.0,1935.0,1935.0,1935.0,1935.0,25,48375.0,1,25,100.0,6,2017,0.8878048780487804,Slight positive
102,MUTHOOTFIN,ND,2017-06-28,950.13,1005.0,1010.0,1005.0,1009.0,1009.0,1007.93,671,676319.89,18,671,100.0,6,2017,-0.47855297157622734,Slight
103,MUTHOOTFIN,NF,2017-06-28,916.01,987.11,987.11,987.0,987.0,987.0,987.04,25,24676.1,2,25,100.0,6,2017,-0.021803766105054523,Slight
105,MUTHOOTFIN,N9,2017-06-29,1000.0,1003.65,1003.65,1000.0,1000.0,1000.0,1000.73,10,10007.3,2,10,100.0,6,2017,0.01317122593718345,Slight
106,MUTHOOTFIN,NB,2017-06-29,1750.0,1750.01,1750.01,1750.0,1750.0,1750.0,1750.01,40,70000.25,3,40,100.0,6,2017,0.75,Slight positive
107,MUTHOOTFIN,NC,2017-06-29,1935.0,1931.01,1931.01,1931.01,1931.01,1931.01,1931.01,7,13517.07,1,7,100.0,6,2017,0.10343428571428581,Slight
109,MUTHOOTFIN,N9,2017-06-30,1000.0,1005.0,1020.0,1005.0,1020.0,1015.15,1009.86,892,900792.5,13,892,100.0,6,2017,-0.47429065618510524,Slight
110,MUTHOOTFIN,NC,2017-06-30,1931.01,1934.0,1934.0,1934.0,1934.0,1934.0,1934.0,10,19340.0,1,10,100.0,6,2017,0.9051371718465251,Slight positive
111,MUTHOOTFIN,NF,2017-06-30,987.0,986.0,986.0,986.0,986.0,986.0,986.0,25,24650.0,1,25,100.0,6,2017,-0.4901758014477766,Slight
113,MUTHOOTFIN,,2017-07-03,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,50,51250.0,1,50,100.0,7,2017,0.03955375253549698,Slight
114,MUTHOOTFIN,NB,2017-07-03,1750.0,1750.11,1750.11,1750.0,1750.0,1750.0,1750.02,135,236253.25,8,135,100.0,7,2017,0.7073170731707317,Slight positive
115,MUTHOOTFIN,NC,2017-07-03,1934.0,1932.0,1934.0,1931.0,1934.0,1934.0,1931.47,405,782245.0,4,405,100.0,7,2017,0.1051428571428572,Slight
116,MUTHOOTFIN,NF,2017-07-03,986.0,935.01,935.01,921.01,921.01,921.01,929.27,100,92926.95,3,100,100.0,7,2017,-0.5237797311271974,Slight negative
