Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty
MUTHOOTFIN,EQ,2019-01-07,501.95,508.35,515,498.85,513,513.4,509.37,1073922,547027780.35,17473,398068,37.07
MUTHOOTFIN,EQ,2019-01-08,513.4,511.65,531,510.1,516.45,517,521.1,2800412,1459290322.85,43348,839409,29.97
MUTHOOTFIN,EQ,2019-01-09,517,522,522.7,509.05,517.25,516.75,515.15,817662,421220550.45,20536,276641,33.83
MUTHOOTFIN,EQ,2019-01-10,516.75,516.7,529.9,515.7,524,524.55,524.34,1543255,809184801.85,31005,483711,31.34
MUTHOOTFIN,EQ,2019-01-11,524.55,522.5,545.35,522.2,537,537.95,532.39,1436280,764657367.05,28426,414743,28.88
MUTHOOTFIN,EQ,2019-01-14,537.95,534.95,538.5,528,530.7,531.65,532.66,613762,326929238.75,11848,85180,13.88
MUTHOOTFIN,EQ,2019-01-15,531.65,532,543.4,531.2,540,541.65,539.88,806950,435659120.2,26091,256728,31.81
MUTHOOTFIN,EQ,2019-01-16,541.65,540.8,544,532.15,535.5,537.15,537.03,820323,440535421.55,21268,283157,34.52
MUTHOOTFIN,EQ,2019-01-17,537.15,536.1,539.85,528.65,532.15,533.4,533.51,688271,367200787.85,12893,253807,36.88
MUTHOOTFIN,EQ,2019-01-18,533.4,533.4,536.8,524.65,527.4,527.6,530.46,635070,336878043.75,13122,256099,40.33
MUTHOOTFIN,EQ,2019-01-21,527.6,526.2,548.9,523.5,545.25,544.95,538.99,813797,438631142.75,11747,215644,26.5
MUTHOOTFIN,EQ,2019-01-22,544.95,544.95,549.75,535.05,542,542.4,542.27,757767,410911106.65,13985,143769,18.97
MUTHOOTFIN,EQ,2019-01-23,542.4,543.7,548,537.65,539.95,541.7,542.04,679777,368466710.75,15177,253367,37.27
MUTHOOTFIN,EQ,2019-01-24,541.7,539,549.4,539,540.8,541.1,544.51,685146,373068078.2,17954,160520,23.43
MUTHOOTFIN,EQ,2019-01-25,541.1,541.05,546.45,532.5,536.75,534.5,539.56,417368,225196734.35,13526,144150,34.54
MUTHOOTFIN,EQ,2019-01-28,534.5,538,538,502.65,513.4,509.05,516.03,2100474,1083911787.7,32355,1213642,57.78
MUTHOOTFIN,EQ,2019-01-29,509.05,509.05,517.95,491.3,500,495.45,499.03,1244124,620858996.5,24843,270039,21.71
MUTHOOTFIN,EQ,2019-01-30,495.45,497.4,503.8,491.55,499,500.5,497.17,452304,224871594.6,12034,94072,20.8
MUTHOOTFIN,EQ,2019-01-31,500.5,500,505.3,495,504,499.45,500.4,1024259,512537622.4,14555,592912,57.89
MUTHOOTFIN,EQ,2019-02-01,499.45,500.45,511.9,482,492,492.55,498.45,1079351,538000721.65,21046,327937,30.38
MUTHOOTFIN,EQ,2019-02-04,492.55,493,505,483.2,500,502.05,495.72,498204,246971182.2,16834,69732,14
MUTHOOTFIN,EQ,2019-02-05,502.05,501,504,493.85,497.85,498.8,498.46,396252,197514876.8,7716,56097,14.16
MUTHOOTFIN,EQ,2019-02-06,498.8,496,510.15,472.6,484.05,484.95,493.68,2498632,1233518011,53514,516695,20.68
MUTHOOTFIN,EQ,2019-02-07,484.95,491.9,531.9,484.95,517,516.25,513.75,4153472,2133860724.8,79418,1048816,25.25
MUTHOOTFIN,EQ,2019-02-08,516.25,516,527,508.65,518.25,518.25,518.43,2129475,1103982660.5,71845,771220,36.22
MUTHOOTFIN,EQ,2019-02-11,518.25,518.25,520.75,502.45,504.5,505.1,510.62,910606,464969504.05,23988,343019,37.67
MUTHOOTFIN,EQ,2019-02-12,505.1,505.5,515.85,505.25,514.5,512.85,511.94,647541,331501965.35,19728,187070,28.89
MUTHOOTFIN,EQ,2019-02-13,512.85,514.5,523,509.4,509.55,511.1,516.54,572617,295781526.65,19614,174232,30.43
MUTHOOTFIN,EQ,2019-02-14,511.1,507,529.75,507,527.9,527.15,521.91,1131695,590646557.1,30780,464724,41.06
MUTHOOTFIN,EQ,2019-02-15,527.15,526,530.5,510.6,517.5,518.25,519.05,918950,476979876.7,31221,232780,25.33
MUTHOOTFIN,EQ,2019-02-18,518.25,522,525.85,515,519.5,520.4,521.56,555956,289965956.65,23782,206069,37.07
MUTHOOTFIN,EQ,2019-02-19,520.4,520,528.5,516,517.9,518.95,522.76,639503,334304454.5,26542,168958,26.42
MUTHOOTFIN,EQ,2019-02-20,518.95,517.9,525,515.8,520,519.2,519.97,504918,262543695.2,17319,161903,32.07
MUTHOOTFIN,EQ,2019-02-21,519.2,520,538.35,520,535,534.35,531.48,1727824,918298511.45,37693,420844,24.36
MUTHOOTFIN,EQ,2019-02-22,534.35,537.6,542,526.6,537.1,535.25,536.57,1716682,921114404.15,55877,475515,27.7
MUTHOOTFIN,EQ,2019-02-25,535.25,537,542.7,533,535,536.65,537.85,869664,467748179.45,20263,276244,31.76
MUTHOOTFIN,EQ,2019-02-26,536.65,534,535.9,519.15,526.05,525.95,526.88,678123,357292040.15,21681,158378,23.36
MUTHOOTFIN,EQ,2019-02-27,525.95,527.95,534.9,513.5,517,516.85,523.25,890471,465941222.95,17489,256157,28.77
MUTHOOTFIN,EQ,2019-02-28,516.85,527,530,514.95,530,528,522.62,768101,401422243.35,17138,275274,35.84
MUTHOOTFIN,EQ,2019-03-01,528,528.3,536.3,528.3,529.65,530.7,531.41,677044,359787681.95,32400,302018,44.61
MUTHOOTFIN,EQ,2019-03-05,530.7,525,578.85,525,567.3,569.55,560.24,2520463,1412053944.75,58097,647847,25.7
MUTHOOTFIN,EQ,2019-03-06,569.55,570,576.85,558.25,565,567.65,567.7,968467,549798068.4,23831,230407,23.79
MUTHOOTFIN,EQ,2019-03-07,567.65,565,578,560.65,574,572.8,572.34,513822,294081931.9,17129,81159,15.8
MUTHOOTFIN,EQ,2019-03-08,572.8,574.9,586.5,568.05,572.5,570.9,577.55,1469812,848886356.9,25950,210181,14.3
MUTHOOTFIN,EQ,2019-03-11,570.9,573.5,598,572.2,594,594,589.73,2761767,1628687631.25,60616,1204491,43.61
MUTHOOTFIN,EQ,2019-03-12,594,597.5,605.9,588.3,592.8,592.75,598.91,1125370,673998399.55,24795,224481,19.95
MUTHOOTFIN,EQ,2019-03-13,592.75,596,603.2,590.05,593.2,591.95,596.07,879215,524071035.1,36253,287960,32.75
MUTHOOTFIN,EQ,2019-03-14,591.95,597,612.9,592.15,597,595.5,604.29,1980768,1196956122.2,56721,349515,17.65
MUTHOOTFIN,EQ,2019-03-15,595.5,598,606.8,593.5,594.35,596.9,599.17,2331463,1396933979.15,78988,1067926,45.8
MUTHOOTFIN,EQ,2019-03-18,596.9,600,605.3,591.2,595.15,595.7,596.47,508042,303032060.15,20574,92729,18.25
MUTHOOTFIN,EQ,2019-03-19,595.7,599.4,603.15,594.05,596.95,597.65,599.2,822797,493018248.95,16005,137824,16.75
MUTHOOTFIN,EQ,2019-03-20,597.65,600,600,589.55,593.8,593.2,594.25,413943,245987326.35,12807,110905,26.79
MUTHOOTFIN,EQ,2019-03-22,593.2,595,601.9,591.35,595.6,594.35,595.39,681777,405923364.55,27514,207670,30.46
MUTHOOTFIN,EQ,2019-03-25,594.35,592.5,593.7,584.6,591.8,591.25,589.48,448632,264457901.4,7575,74874,16.69
MUTHOOTFIN,EQ,2019-03-26,591.25,593.5,601.95,592,594.9,595.9,598.55,796801,476925002.85,10810,390449,49
MUTHOOTFIN,EQ,2019-03-27,595.9,600,603.2,589.15,593,593.95,599.16,1402151,840119332.15,21900,920467,65.65
MUTHOOTFIN,EQ,2019-03-28,593.95,598.4,613.7,596.05,611.85,609.95,607.46,2419862,1469971417.6,53667,768247,31.75
MUTHOOTFIN,EQ,2019-03-29,609.95,614.9,624.7,612,614,615.6,617.89,1639109,1012788707.75,37871,498108,30.39
MUTHOOTFIN,EQ,2019-04-01,615.6,618,622.5,612.2,614,614.1,617.23,681175,420443044.5,13649,153585,22.55
MUTHOOTFIN,EQ,2019-04-02,614.1,617,623.9,608.4,620.1,617.1,615.71,985966,607073148.8,29204,418142,42.41
MUTHOOTFIN,EQ,2019-04-03,617.1,617.65,631.9,605.1,612,609.5,623.68,1703701,1062565681.8,35190,851739,49.99
MUTHOOTFIN,EQ,2019-04-04,609.5,613.1,617.6,603.75,608,606.3,611.04,596132,364262484.45,10149,178352,29.92
MUTHOOTFIN,EQ,2019-04-05,606.3,608,622.95,604,622,617.05,612.43,880829,539445332.8,18594,230146,26.13
MUTHOOTFIN,EQ,2019-04-08,617.05,628.9,628.9,610.4,613.5,613.65,618.18,814441,503467522,14855,166626,20.46
MUTHOOTFIN,EQ,2019-04-09,613.65,613.65,616.15,601.7,614,613.55,608.67,606254,369010689.8,15642,94208,15.54
MUTHOOTFIN,EQ,2019-04-10,613.55,612,618,606.95,610.15,610.1,611.33,354806,216903049.5,6450,75631,21.32
MUTHOOTFIN,EQ,2019-04-11,610.1,604,614.8,595.25,610,610.75,606.73,1216659,738189409.55,21811,136548,11.22
MUTHOOTFIN,EQ,2019-04-12,610.75,610,619.85,610,617.45,615.75,616.28,1170077,721095959.95,25756,393909,33.67
MUTHOOTFIN,EQ,2019-04-15,615.75,616.05,621.9,608.9,609.3,610.65,615.35,628357,386657173.25,9731,310214,49.37
MUTHOOTFIN,EQ,2019-04-16,610.65,615.8,615.8,610,613.85,613.85,612.94,242338,148539648.15,4998,41351,17.06
MUTHOOTFIN,EQ,2019-04-18,613.85,614,623.95,613.25,617,616.25,618.32,731261,452152270.9,16854,224903,30.76
MUTHOOTFIN,EQ,2019-04-22,616.25,615,615,585.5,587.05,589.3,597.69,621370,371387708.6,9288,201784,32.47
MUTHOOTFIN,EQ,2019-04-23,589.3,592.9,597.8,585.1,588.6,586.85,591.28,550635,325578993.4,12134,161111,29.26
MUTHOOTFIN,EQ,2019-04-24,586.85,590,596.6,582.35,587,586.7,587.08,423140,248415238.95,14855,131098,30.98
MUTHOOTFIN,EQ,2019-04-25,586.7,586.95,596.6,572.9,581.25,580.15,586.06,1035248,606721311.3,22810,417910,40.37
MUTHOOTFIN,EQ,2019-04-26,580.15,581.7,594.8,573.4,590.25,592.05,584.4,959856,560939113.3,18859,372321,38.79
MUTHOOTFIN,EQ,2019-04-30,592.05,587.15,600.5,579.25,597.1,597,592.11,740162,438256129.95,18655,255849,34.57
MUTHOOTFIN,EQ,2019-05-02,597,593.7,605,589.4,594.1,594.95,598.94,639544,383047561.55,18188,229142,35.83
MUTHOOTFIN,EQ,2019-05-03,594.95,593.4,609.9,592.2,599.5,599.65,601.4,449155,270122209.85,9377,116118,25.85
MUTHOOTFIN,EQ,2019-05-06,599.65,596.8,603.35,589,593,593.3,594.18,232454,138118766.5,4584,70298,30.24
MUTHOOTFIN,EQ,2019-05-07,593.3,594.9,599.15,563.6,568.8,566.4,578,759832,439183357.05,15596,272169,35.82
MUTHOOTFIN,EQ,2019-05-08,566.4,560.5,570.1,556.3,561.15,561.45,562.94,1326524,746758894.55,35516,542060,40.86
MUTHOOTFIN,EQ,2019-05-09,561.45,564,571.75,560.15,568,566.45,567.45,590369,335002091.95,11667,178710,30.27
MUTHOOTFIN,EQ,2019-05-10,566.45,569.95,581.75,567.65,573,573.1,575.15,729308,419464833.75,21678,197512,27.08
MUTHOOTFIN,EQ,2019-05-13,573.1,570.8,571.05,542.75,551.75,547.25,556.08,905359,503449535.4,17060,105280,11.63
