Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percentage_Dly_Qt_to_Traded_Qty,Year,Month,Day_Perc_Change,Trend
RELINFRA,EQ,2017-05-15,609.5,606.8,609.35,600.3,604.95,605.4,605.23,1437325,8.6991649575E8,25522,272876,18.98,2017,5,0.0,Slight
RELINFRA,EQ,2017-05-16,605.4,606.0,614.2,601.0,609.8,611.05,609.49,1934562,1.17908731055E9,30765,400984,20.73,2017,5,0.009332672613148294,Slight
RELINFRA,EQ,2017-05-17,611.05,607.0,614.2,603.5,605.05,605.25,608.28,1504208,9.1497853415E8,35758,256693,17.06,2017,5,-0.009491858276736691,Slight
RELINFRA,EQ,2017-05-18,605.25,597.7,601.85,576.15,576.45,578.65,588.48,1963168,1.15527922305E9,37708,390203,19.88,2017,5,-0.04394878149524994,Slight
RELINFRA,EQ,2017-05-19,578.65,578.7,586.35,567.4,571.0,569.55,575.27,1795870,1.0331034907E9,35619,306193,17.05,2017,5,-0.01572625939687207,Slight
RELINFRA,EQ,2017-05-22,569.55,572.0,575.0,552.75,556.0,555.25,562.68,1392634,7.836017756E8,29319,185983,13.35,2017,5,-0.025107541041172778,Slight
RELINFRA,EQ,2017-05-23,555.25,550.1,553.5,522.4,522.4,526.25,532.82,3179920,1.69431110745E9,56756,600676,18.89,2017,5,-0.05222872579918955,Slight
RELINFRA,EQ,2017-05-24,526.25,526.0,529.7,479.2,492.0,493.7,503.49,4611031,2.3216055439E9,74734,520320,11.28,2017,5,-0.06185273159144895,Slight
RELINFRA,EQ,2017-05-25,493.7,495.75,502.85,488.55,495.85,497.15,496.53,2976503,1.477937174E9,40255,685204,23.02,2017,5,0.006988049422726329,Slight
RELINFRA,EQ,2017-05-26,497.15,496.15,513.95,496.05,508.2,508.5,508.09,2344838,1.191395623E9,33768,547816,23.36,2017,5,0.022830131750980635,Slight
RELINFRA,EQ,2017-05-29,508.5,506.0,506.0,445.6,454.3,451.95,466.94,5113595,2.3877191005E9,88914,861145,16.84,2017,5,-0.11120943952802362,Slight
RELINFRA,EQ,2017-05-30,451.95,453.95,470.8,436.2,463.1,462.0,459.37,4198597,1.9287112169E9,65104,312264,7.44,2017,5,0.022236973116495213,Slight
RELINFRA,EQ,2017-05-31,462.0,464.0,484.0,455.25,480.8,478.9,470.56,5799887,2.72919504305E9,80462,1294401,22.32,2017,5,0.03658008658008653,Slight
RELINFRA,EQ,2017-06-01,478.9,481.0,487.9,475.2,477.85,479.6,481.61,2584206,1.24457450415E9,38796,227711,8.81,2017,6,0.0014616830235958352,Slight
RELINFRA,EQ,2017-06-02,479.6,482.1,490.7,478.65,485.15,484.05,484.88,2517358,1.2206040722E9,41140,511152,20.31,2017,6,0.009278565471225998,Slight
RELINFRA,EQ,2017-06-05,484.05,491.3,498.5,489.25,491.5,492.3,493.68,2178491,1.0754782302E9,42944,392749,18.03,2017,6,0.017043693833281685,Slight
RELINFRA,EQ,2017-06-06,492.3,496.45,496.85,470.9,480.7,480.15,480.85,2543392,1.22299951425E9,42291,475996,18.72,2017,6,-0.024680073126142666,Slight
RELINFRA,EQ,2017-06-07,480.15,479.25,491.5,476.05,488.0,488.6,484.27,2814064,1.3627805258E9,43628,198945,7.07,2017,6,0.017598667083203262,Slight
RELINFRA,EQ,2017-06-08,488.6,489.9,491.9,478.2,478.65,480.95,484.24,1959745,9.4898999035E8,52147,517020,26.38,2017,6,-0.015656979124027904,Slight
RELINFRA,EQ,2017-06-09,480.95,478.9,478.9,466.6,473.6,473.95,471.82,2465174,1.163116402E9,38166,579770,23.52,2017,6,-0.01455452749766088,Slight
RELINFRA,EQ,2017-06-12,473.95,467.9,477.9,467.0,471.0,471.85,472.94,1476969,6.985167642E8,26489,177803,12.04,2017,6,-0.004430847135773744,Slight
RELINFRA,EQ,2017-06-13,471.85,470.1,479.5,465.5,467.0,470.2,473.54,1878876,8.8971832505E8,31616,279165,14.86,2017,6,-0.0034968740065699565,Slight
RELINFRA,EQ,2017-06-14,470.2,469.8,476.55,462.75,474.6,473.95,469.76,2245218,1.0547174431E9,33547,191090,8.51,2017,6,0.007975329646958742,Slight
RELINFRA,EQ,2017-06-15,473.95,472.9,479.4,470.75,474.0,475.85,475.65,1527861,7.267216407E8,22896,206956,13.55,2017,6,0.00400886169427162,Slight
RELINFRA,EQ,2017-06-16,475.85,477.0,485.6,475.0,478.0,479.55,480.61,1904792,9.1546731535E8,29501,273514,14.36,2017,6,0.007775559525060394,Slight
RELINFRA,EQ,2017-06-19,479.55,481.1,486.5,480.5,486.0,484.65,484.16,1275237,6.174241869E8,19766,157651,12.36,2017,6,0.010634970284641781,Slight
RELINFRA,EQ,2017-06-20,484.65,487.0,489.5,478.0,480.4,479.95,482.88,1194474,5.767849202E8,18323,188356,15.77,2017,6,-0.009697720004126666,Slight
RELINFRA,EQ,2017-06-21,479.95,477.7,493.8,477.5,490.25,490.2,488.29,2101331,1.0260603638E9,31922,480858,22.88,2017,6,0.021356391290759454,Slight
RELINFRA,EQ,2017-06-22,490.2,492.9,506.0,490.5,494.0,493.6,498.75,2813820,1.40339934275E9,46298,244837,8.7,2017,6,0.00693594451244397,Slight
RELINFRA,EQ,2017-06-23,493.6,494.0,509.45,486.25,503.5,503.85,500.41,3163984,1.5832793416E9,46374,259203,8.19,2017,6,0.02076580226904376,Slight
RELINFRA,EQ,2017-06-27,503.85,505.1,508.9,491.1,503.3,503.55,502.17,2320156,1.16510144315E9,41476,163540,7.05,2017,6,-5.954153021732884E-4,Slight
RELINFRA,EQ,2017-06-28,503.55,503.1,508.0,498.1,503.2,503.8,503.73,1314849,6.6233033205E8,28145,108148,8.23,2017,6,4.964750273061265E-4,Slight
RELINFRA,EQ,2017-06-29,503.8,505.0,507.95,499.1,503.05,503.5,503.85,1239125,6.243329289E8,19923,134736,10.87,2017,6,-5.954743946010547E-4,Slight
RELINFRA,EQ,2017-06-30,503.5,501.2,501.95,491.7,498.5,497.45,496.06,1182964,5.868252779E8,20230,166669,14.09,2017,6,-0.012015888778550171,Slight
RELINFRA,EQ,2017-07-03,497.45,499.5,511.8,496.35,507.75,508.4,506.38,1477819,7.4833798945E8,22056,143815,9.73,2017,7,0.022012262538948616,Slight
RELINFRA,EQ,2017-07-04,508.4,510.1,510.5,496.6,500.0,500.15,502.33,1078951,5.419942394E8,19497,107507,9.96,2017,7,-0.01622738001573564,Slight
RELINFRA,EQ,2017-07-05,500.15,502.75,509.0,499.0,508.8,507.4,505.36,1067780,5.3960932045E8,18276,111506,10.44,2017,7,0.014495651304608618,Slight
RELINFRA,EQ,2017-07-06,507.4,508.95,516.5,505.75,508.3,508.5,511.02,1425362,7.2838414645E8,25141,140759,9.88,2017,7,0.002167914860070995,Slight
RELINFRA,EQ,2017-07-07,508.5,508.5,519.45,506.25,515.45,514.85,513.56,1793408,9.210199056E8,39215,428396,23.89,2017,7,0.012487708947885983,Slight
RELINFRA,EQ,2017-07-10,514.85,535.0,535.0,473.0,516.15,516.4,519.03,325058,1.6871542835E8,4420,96055,29.55,2017,7,0.0030105856074583944,Slight
RELINFRA,EQ,2017-07-11,516.4,517.0,521.8,507.5,509.6,509.45,515.0,1089192,5.609293177E8,22589,180094,16.53,2017,7,-0.013458559256390374,Slight
RELINFRA,EQ,2017-07-12,509.45,509.6,515.5,508.1,513.45,513.4,511.89,1237420,6.334195209E8,26077,232269,18.77,2017,7,0.007753459613308448,Slight
RELINFRA,EQ,2017-07-13,513.4,516.0,517.2,510.6,514.55,515.4,514.13,1137068,5.8460590165E8,26037,245917,21.63,2017,7,0.0038955979742890537,Slight
RELINFRA,EQ,2017-07-14,515.4,516.0,521.65,513.05,518.8,519.4,518.55,1360641,7.0555712305E8,30206,160601,11.8,2017,7,0.007760962359332557,Slight
RELINFRA,EQ,2017-07-17,519.4,520.0,521.4,513.4,515.5,516.35,516.61,874243,4.516420549E8,21329,71405,8.17,2017,7,-0.005872160184828561,Slight
RELINFRA,EQ,2017-07-18,516.35,514.0,520.9,510.8,514.0,514.35,516.45,968765,5.003164504E8,24516,228696,23.61,2017,7,-0.0038733417255737384,Slight
RELINFRA,EQ,2017-07-19,514.35,515.25,517.95,510.1,517.0,516.25,514.83,860811,4.4317053255E8,22163,158924,18.46,2017,7,0.003693982696607324,Slight
RELINFRA,EQ,2017-07-20,516.25,518.0,525.5,513.8,520.2,519.6,521.36,1160142,6.048544755E8,18903,88179,7.6,2017,7,0.006489104116222805,Slight
RELINFRA,EQ,2017-07-21,519.6,521.95,522.2,499.05,510.5,511.3,512.3,1124601,5.7612945135E8,20407,119525,10.63,2017,7,-0.015973826020015416,Slight
RELINFRA,EQ,2017-07-24,511.3,511.0,515.4,505.0,506.2,506.75,510.72,746981,3.8149557615E8,13826,150584,20.16,2017,7,-0.008898885194602017,Slight
RELINFRA,EQ,2017-07-25,506.75,508.5,511.0,504.45,506.8,507.45,507.18,905626,4.5931626175E8,14610,129921,14.35,2017,7,0.0013813517513566623,Slight
RELINFRA,EQ,2017-07-26,507.45,508.45,512.5,505.25,509.0,509.5,509.27,825157,4.2022741255E8,14002,78771,9.55,2017,7,0.004039806877524902,Slight
RELINFRA,EQ,2017-07-27,509.5,510.0,520.0,505.8,506.1,508.55,513.3,2356795,1.20975036295E9,32638,973988,41.33,2017,7,-0.00186457311089301,Slight
RELINFRA,EQ,2017-07-28,508.55,505.7,531.9,502.6,524.85,526.0,523.83,3611758,1.8919383248E9,49230,322693,8.93,2017,7,0.03431324353554221,Slight
RELINFRA,EQ,2017-07-31,526.0,527.0,534.4,524.9,528.1,528.65,529.63,1725572,9.1391137625E8,22506,199792,11.58,2017,7,0.0050380228136881694,Slight
RELINFRA,EQ,2017-08-01,528.65,531.5,532.5,523.1,526.65,526.6,526.81,1296488,6.8300536555E8,24854,165679,12.78,2017,8,-0.003877801948358942,Slight
RELINFRA,EQ,2017-08-02,526.6,528.95,538.9,527.0,530.45,532.35,533.66,1818422,9.7042439155E8,35427,316564,17.41,2017,8,0.010919103684010634,Slight
RELINFRA,EQ,2017-08-03,532.35,532.05,544.0,523.85,524.35,526.25,533.7,2532498,1.3515832432E9,38923,242707,9.58,2017,8,-0.01145862684324227,Slight
RELINFRA,EQ,2017-08-04,526.25,522.0,532.65,520.7,529.6,530.45,528.59,1308293,6.91547087E8,23631,156270,11.94,2017,8,0.007980997624703175,Slight
RELINFRA,EQ,2017-08-07,530.45,532.0,548.0,528.35,544.0,542.2,537.92,1504888,8.0951226275E8,22888,206893,13.75,2017,8,0.022151003864643224,Slight
RELINFRA,EQ,2017-08-08,542.2,542.0,545.9,520.6,527.55,528.3,535.4,2040973,1.092738366E9,30663,178311,8.74,2017,8,-0.025636296569531702,Slight
RELINFRA,EQ,2017-08-09,528.3,528.3,540.0,507.05,507.15,514.4,528.92,2291404,1.21195961425E9,36667,266238,11.62,2017,8,-0.026310808252886578,Slight
RELINFRA,EQ,2017-08-10,514.4,508.0,513.9,452.25,480.0,474.45,486.4,3722914,1.81080792065E9,54377,453008,12.17,2017,8,-0.07766329704510107,Slight
RELINFRA,EQ,2017-08-11,474.45,465.65,476.45,450.6,467.0,469.2,466.59,2364344,1.10316978205E9,40648,364492,15.42,2017,8,-0.011065444198545684,Slight
RELINFRA,EQ,2017-08-14,469.2,476.5,494.4,472.45,487.6,489.55,485.14,1772296,8.5980609085E8,35929,224703,12.68,2017,8,0.04337169650468888,Slight
RELINFRA,EQ,2017-08-16,489.55,490.4,502.6,482.2,495.5,494.35,492.4,2104952,1.0364788533E9,36448,337269,16.02,2017,8,0.009804922888366891,Slight
RELINFRA,EQ,2017-08-17,494.35,496.6,504.8,489.0,493.1,491.4,497.12,1485534,7.3848620355E8,31529,180932,12.18,2017,8,-0.005967431981389795,Slight
RELINFRA,EQ,2017-08-18,491.4,485.45,496.4,481.5,486.9,487.8,488.87,1573202,7.690962677E8,35871,129988,8.26,2017,8,-0.007326007326007257,Slight
RELINFRA,EQ,2017-08-21,487.8,490.0,494.35,465.4,468.35,468.7,481.1,1862840,8.962183836E8,35793,218591,11.73,2017,8,-0.039155391553915585,Slight
RELINFRA,EQ,2017-08-22,468.7,477.75,478.5,458.05,466.3,465.65,469.03,2491036,1.1683799744E9,50674,303353,12.18,2017,8,-0.0065073607851504406,Slight
RELINFRA,EQ,2017-08-23,465.65,471.7,476.6,468.9,474.1,474.8,473.3,1655184,7.833910818E8,33314,375479,22.69,2017,8,0.01964995168044676,Slight
RELINFRA,EQ,2017-08-24,474.8,475.5,485.95,472.2,480.7,479.9,480.59,1598138,7.68053659E8,31953,404122,25.29,2017,8,0.010741364785172632,Slight
RELINFRA,EQ,2017-08-28,479.9,482.0,492.0,481.5,483.8,483.8,486.85,1710061,8.325408674E8,28235,383382,22.42,2017,8,0.008126693061054457,Slight
RELINFRA,EQ,2017-08-29,483.8,485.95,520.8,485.6,498.2,498.2,509.28,11154685,5.6808269759E9,138260,556877,4.99,2017,8,0.029764365440264524,Slight
RELINFRA,EQ,2017-08-30,498.2,503.9,513.95,503.5,506.5,507.0,508.47,3291052,1.67340645755E9,47750,416527,12.66,2017,8,0.017663588920112428,Slight
RELINFRA,EQ,2017-08-31,507.0,508.5,513.45,501.15,510.75,509.25,507.73,2549868,1.29464912385E9,30410,573281,22.48,2017,8,0.004437869822485207,Slight
RELINFRA,EQ,2017-09-01,509.25,511.8,531.8,511.8,521.7,522.1,522.16,3698220,1.9310605276E9,51473,442127,11.96,2017,9,0.02523318605792837,Slight
RELINFRA,EQ,2017-09-04,522.1,522.15,526.0,498.6,510.15,507.9,511.15,2536082,1.2963090564E9,33515,214382,8.45,2017,9,-0.027197854817084935,Slight
RELINFRA,EQ,2017-09-05,507.9,510.55,521.6,508.75,515.0,514.3,514.59,2128316,1.09521305315E9,31956,206722,9.71,2017,9,0.012600905690096432,Slight
RELINFRA,EQ,2017-09-06,514.3,510.55,520.55,506.55,512.8,515.25,514.16,1800796,9.2589103345E8,26561,189308,10.51,2017,9,0.001847170911919202,Slight
RELINFRA,EQ,2017-09-07,515.25,516.0,522.4,514.1,514.75,515.5,518.11,1418710,7.350479282E8,19357,224292,15.81,2017,9,4.8520135856380397E-4,Slight
RELINFRA,EQ,2017-09-08,515.5,518.0,519.5,498.0,503.25,502.2,506.25,1874520,9.489730017E8,25095,502132,26.79,2017,9,-0.02580019398642097,Slight
RELINFRA,EQ,2017-09-11,502.2,506.75,514.8,506.75,508.6,508.6,511.24,1299373,6.6429396915E8,21647,131625,10.13,2017,9,0.012743926722421414,Slight
RELINFRA,EQ,2017-09-12,508.6,511.0,518.85,506.85,515.25,515.3,513.06,1455096,7.465568796E8,25391,182952,12.57,2017,9,0.01317341722375134,Slight
