Date,Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend,Volatility,21_day_SMA,34_day_SMA,Trade_Call,14_day_SMA,14_day_STD,14_day_bollinger_upper,14_day_bollinger_lower
2017-11-14,DRREDDY,EQ,2017-11-14,2344.1,2348.7,2349.95,2310.05,2324.0,2320.3,2332.63,279262,651416216.6,22225,120556,43.17,2017,11,-1.02,Negative,0.021122597860803484,2376.7547619047623,2373.716176470589,HODL,2377.846428571428,36.79959481531911,2451.4456182020663,2304.24723894079
2017-11-15,DRREDDY,EQ,2017-11-15,2320.3,2324.4,2337.0,2293.0,2305.5,2310.15,2318.43,224495,520474934.75,15017,77068,34.33,2017,11,-0.44,Slight,0.02024830692580165,2372.3095238095243,2371.933823529412,HODL,2375.403571428571,40.17460192845875,2455.7527752854885,2295.0543675716535
2017-11-16,DRREDDY,EQ,2017-11-16,2310.15,2322.1,2342.1,2315.0,2334.0,2333.55,2328.48,282950,658842835.0,18672,139194,49.19,2017,11,1.01,Positive,0.02511999794346036,2370.0333333333338,2372.782352941177,SELL,2371.0178571428573,41.21459602888775,2453.447049200633,2288.5886650850816
2017-11-17,DRREDDY,EQ,2017-11-17,2333.55,2333.55,2356.95,2303.0,2319.0,2322.6,2325.76,274657,638786990.65,14465,80244,29.22,2017,11,-0.47,Slight,0.022224105179362567,2367.0428571428574,2371.229411764707,HODL,2362.7392857142854,38.142769143211396,2439.024824000708,2286.4537474278627
2017-11-20,DRREDDY,EQ,2017-11-20,2322.6,2337.0,2337.0,2260.15,2272.3,2274.45,2300.7,273585,629436707.9,17733,87926,32.14,2017,11,-2.07,Negative,0.024852590471383513,2362.347619047619,2369.6323529411775,HODL,2351.7607142857137,39.944529704290424,2431.6497736942947,2271.8716548771326
2017-11-21,DRREDDY,EQ,2017-11-21,2274.45,2275.2,2494.0,2275.2,2397.25,2394.15,2380.58,2392882,5696453868.8,103598,385451,16.11,2017,11,5.26,Among top gainers,0.06283894085137623,2363.6785714285716,2371.355882352942,HODL,2354.6142857142854,41.52779619896887,2437.669878112223,2271.5586933163477
2017-11-22,DRREDDY,EQ,2017-11-22,2394.15,2365.0,2384.95,2336.05,2359.0,2360.65,2359.75,536873,1266885078.35,26950,131838,24.56,2017,11,-1.4,Negative,0.06508609177046923,2363.5357142857147,2370.563235294118,HODL,2350.9892857142854,38.27742445002946,2427.5441346143443,2274.4344368142265
2017-11-23,DRREDDY,EQ,2017-11-23,2360.65,2361.05,2367.0,2300.0,2309.0,2306.25,2315.95,686743,1590464719.95,33805,183434,26.71,2017,11,-2.3,Negative,0.06888878765457425,2361.507142857143,2368.1250000000005,HODL,2342.9285714285716,34.5297848814077,2411.988141191387,2273.869001665756
2017-11-24,DRREDDY,EQ,2017-11-24,2306.25,2310.0,2322.9,2286.85,2292.0,2295.05,2306.68,346100,798340718.4,28220,118850,34.34,2017,11,-0.49,Slight,0.06892141464565747,2359.159523809524,2365.748529411765,HODL,2335.9857142857145,33.609622183192634,2403.2049586521,2268.766469919329
2017-11-27,DRREDDY,EQ,2017-11-27,2295.05,2296.0,2305.8,2280.55,2294.0,2294.8,2294.03,246222,564841168.7,14696,57140,23.21,2017,11,-0.01,Slight,0.06780445402401954,2354.390476190477,2362.3911764705886,HODL,2330.0428571428574,32.95860373923346,2395.9600646213244,2264.1256496643905
2017-11-28,DRREDDY,EQ,2017-11-28,2294.8,2290.0,2304.0,2268.0,2281.05,2290.9,2287.61,307103,702533078.6,16546,71434,23.26,2017,11,-0.17,Slight,0.06773769136646192,2347.361904761906,2358.848529411765,HODL,2326.064285714286,34.146654462615636,2394.3575946395176,2257.7709767890547
2017-11-29,DRREDDY,EQ,2017-11-29,2290.9,2294.0,2319.9,2270.0,2270.65,2276.8,2288.91,575033,1316199461.5,38045,177849,30.93,2017,11,-0.62,Slight negative,0.06444476332195867,2340.154761904763,2356.0441176470595,HODL,2319.400000000001,33.99544087080299,2387.390881741607,2251.409118258395
2017-11-30,DRREDDY,EQ,2017-11-30,2276.8,2261.0,2312.15,2261.0,2286.0,2284.05,2286.25,1452047,3319745305.25,57762,854115,58.82,2017,11,0.32,Slight,0.023913399421318874,2336.814285714287,2353.2264705882358,HODL,2314.8428571428585,34.16413356106499,2383.1711242649885,2246.5145900207285
2017-12-01,DRREDDY,EQ,2017-12-01,2284.05,2280.0,2286.0,2222.5,2234.0,2233.9,2258.61,529288,1195456318.7,20693,175687,33.19,2017,12,-2.2,Negative,0.027774076030475058,2328.361904761906,2349.6808823529414,HODL,2306.97142857143,39.22497102164164,2385.4213706147134,2228.5214865281464
2017-12-04,DRREDDY,EQ,2017-12-04,2233.9,2275.0,2275.0,2229.05,2244.0,2242.4,2246.96,295595,664191473.4,15853,54435,18.42,2017,12,0.38,Slight,0.02318556952253413,2319.9476190476207,2344.9426470588237,HODL,2301.4071428571447,42.5713331549963,2386.5498091671375,2216.264476547152
2017-12-05,DRREDDY,EQ,2017-12-05,2242.4,2247.0,2247.0,2202.1,2208.25,2209.35,2212.97,285781,632424045.35,20622,77824,27.23,2017,12,-1.47,Negative,0.025606235995813163,2311.238095238097,2339.883823529412,HODL,2294.2071428571444,49.01527178474229,2392.237686426629,2196.17659928766
2017-12-06,DRREDDY,EQ,2017-12-06,2209.35,2208.0,2223.75,2194.4,2201.0,2200.2,2207.49,260730,575557603.6,16934,95205,36.51,2017,12,-0.41,Slight,0.02494657066190291,2302.7714285714296,2334.4367647058825,HODL,2284.6821428571443,53.530568575145196,2391.743280007435,2177.621005706854
2017-12-07,DRREDDY,EQ,2017-12-07,2200.2,2208.0,2215.0,2188.0,2196.05,2196.35,2200.29,234439,515834910.3,15264,80172,34.2,2017,12,-0.17,Slight,0.02493659411322488,2295.6166666666677,2329.239705882353,HODL,2275.6642857142874,57.16244204213189,2389.9891697985513,2161.3394016300235
2017-12-08,DRREDDY,EQ,2017-12-08,2196.35,2206.1,2208.0,2179.35,2186.5,2185.45,2188.78,383817,840089912.5,21556,179385,46.74,2017,12,-0.5,Slight,0.02495447041960894,2286.8238095238107,2323.923529411765,HODL,2269.3071428571443,62.048020662485115,2393.4031841821147,2145.211101532174
2017-12-11,DRREDDY,EQ,2017-12-11,2185.45,2198.7,2213.9,2171.0,2197.0,2192.9,2196.66,377793,829881770.55,19638,157182,41.61,2017,12,0.34,Slight,0.02504958572959619,2279.4452380952393,2318.9014705882355,HODL,2254.9321428571443,53.643253956627895,2362.2186507704,2147.6456349438886
2017-12-12,DRREDDY,EQ,2017-12-12,2192.9,2324.5,2326.4,2233.8,2255.0,2256.35,2275.07,1482214,3372133613.0,77129,319301,21.54,2017,12,2.89,Positive,0.035977136339127365,2275.266666666668,2316.1808823529414,HODL,2247.482142857144,44.252329826295906,2335.9868025097358,2158.9774832045523
2017-12-13,DRREDDY,EQ,2017-12-13,2256.35,2260.0,2287.35,2253.05,2264.0,2260.7,2270.48,401576,911771614.25,18762,66679,16.6,2017,12,0.19,Slight,0.03588616459611329,2272.4285714285725,2313.720588235294,HODL,2244.228571428572,41.16602741566341,2326.560626259899,2161.8965165972454
2017-12-14,DRREDDY,EQ,2017-12-14,2260.7,2288.1,2319.7,2275.0,2313.75,2310.65,2300.88,836204,1924007247.2,42352,276402,33.05,2017,12,2.21,Positive,0.03565478306789823,2272.452380952382,2311.241176470588,HODL,2245.342857142858,42.825180663967245,2330.9932184707927,2159.6924958149234
2017-12-15,DRREDDY,EQ,2017-12-15,2310.65,2325.0,2380.0,2316.45,2370.0,2371.5,2350.22,743680,1747810478.65,43902,355975,47.87,2017,12,2.63,Positive,0.03798958173697078,2274.2595238095246,2309.270588235294,HODL,2250.82142857143,53.27097533542196,2357.363379242274,2144.279477900586
2017-12-18,DRREDDY,EQ,2017-12-18,2371.5,2365.0,2428.0,2332.95,2394.0,2395.0,2396.26,528351,1266064202.35,34132,188947,35.76,2017,12,0.99,Slight positive,0.035159943628836045,2277.707142857144,2308.2955882352944,HODL,2258.2571428571437,65.22061335646663,2388.698369570077,2127.8159161442104
2017-12-19,DRREDDY,EQ,2017-12-19,2395.0,2404.5,2421.6,2391.2,2404.0,2399.5,2406.21,448959,1080290753.75,27311,124911,27.82,2017,12,0.19,Slight,0.03168469413055299,2283.661904761906,2309.627941176471,HODL,2267.0214285714296,75.36005806558697,2417.7415447026037,2116.3013124402555
2017-12-20,DRREDDY,EQ,2017-12-20,2399.5,2395.0,2395.0,2350.4,2360.0,2356.0,2364.47,291975,690365963.5,16177,67437,23.1,2017,12,-1.81,Negative,0.04443912079201256,2281.845238095239,2307.998529411765,HODL,2272.1607142857156,78.97723181781363,2430.115177921343,2114.2062506500884
2017-12-21,DRREDDY,EQ,2017-12-21,2356.0,2365.0,2374.7,2341.0,2350.9,2351.75,2356.25,249941,588923932.25,19666,56009,22.41,2017,12,-0.18,Slight,0.03989857477436256,2281.4214285714297,2306.0176470588235,HODL,2280.5785714285726,80.84399438778182,2442.266560204136,2118.890582653009
2017-12-22,DRREDDY,EQ,2017-12-22,2351.75,2360.0,2363.0,2330.0,2335.0,2332.7,2339.02,249602,583824593.85,11590,74787,29.96,2017,12,-0.81,Slight negative,0.04229016485827823,2282.6809523809534,2304.266176470588,HODL,2287.028571428572,81.16525098238306,2449.359073393338,2124.698069463806
2017-12-26,DRREDDY,EQ,2017-12-26,2332.7,2334.95,2367.0,2329.0,2361.0,2360.3,2353.6,410936,967177855.2,22405,125836,30.62,2017,12,1.18,Positive,0.03840287826532321,2285.788095238096,2303.7455882352942,HODL,2297.810714285715,80.07138684797776,2457.9534879816706,2137.66794058976
2017-12-27,DRREDDY,EQ,2017-12-27,2360.3,2363.0,2424.05,2362.0,2395.1,2400.3,2402.66,693520,1666290391.7,39424,178965,25.81,2017,12,1.69,Positive,0.032475568109366734,2290.8119047619057,2305.3250000000003,HODL,2312.1035714285726,79.16135047699052,2470.4262723825536,2153.7808704745917
2017-12-28,DRREDDY,EQ,2017-12-28,2400.3,2409.9,2448.4,2401.25,2438.0,2430.0,2420.47,764680,1850886904.7,41473,233065,30.48,2017,12,1.24,Positive,0.03327783087764534,2297.435714285715,2307.086764705882,HODL,2328.792857142858,77.49242111116807,2483.777699365194,2173.8080149205216
2017-12-29,DRREDDY,EQ,2017-12-29,2430.0,2429.95,2445.95,2403.15,2414.25,2414.2,2424.53,331967,804864049.05,20651,104575,31.5,2017,12,-0.65,Slight negative,0.03439201966399835,2303.9785714285717,2309.0382352941174,HODL,2345.1321428571437,68.54284063815513,2482.217824133454,2208.0464615808332
2018-01-01,DRREDDY,EQ,2018-01-01,2414.2,2410.0,2436.0,2394.05,2408.0,2404.15,2412.28,242081,583966342.6,10416,105967,43.77,2018,1,-0.42,Slight,0.02750069463950806,2309.6976190476194,2310.804411764705,HODL,2360.2214285714294,54.20505481072079,2468.631538192871,2251.8113189499877
2018-01-02,DRREDDY,EQ,2018-01-02,2404.15,2427.0,2439.0,2395.6,2405.0,2409.2,2416.68,251537,607883952.0,15019,56802,22.58,2018,1,0.21,Slight,0.02698722301739894,2318.0452380952383,2313.419117647058,BUY,2371.1392857142864,46.52317527762231,2464.185636269531,2278.0929351590416
2018-01-03,DRREDDY,EQ,2018-01-03,2409.2,2386.5,2386.5,2292.1,2340.55,2339.0,2340.86,886002,2074006998.0,42505,214792,24.24,2018,1,-2.91,Negative,0.041716452251899794,2322.6452380952383,2314.267647058823,HODL,2376.732142857144,35.664519144725,2448.061181146594,2305.403104567694
2018-01-04,DRREDDY,EQ,2018-01-04,2339.0,2343.0,2420.0,2343.0,2414.8,2410.8,2387.12,558617,1333484925.65,23669,132193,23.66,2018,1,3.07,Among top gainers,0.05094389362615338,2332.2380952380954,2316.5397058823523,HODL,2383.8857142857155,31.148270902572698,2446.182256090861,2321.58917248057
2018-01-05,DRREDDY,EQ,2018-01-05,2410.8,2429.0,2479.0,2394.9,2470.0,2473.4,2444.89,639900,1564485339.7,26189,185576,29.0,2018,1,2.6,Positive,0.05446283203789432,2345.2476190476195,2320.974999999999,HODL,2391.164285714287,38.95807129057599,2469.080428295439,2313.248143133135
2018-01-08,DRREDDY,EQ,2018-01-08,2473.4,2470.0,2512.0,2470.0,2479.0,2476.6,2491.68,585871,1459801666.15,33251,204070,34.83,2018,1,0.13,Slight,0.05371031228903767,2358.5928571428576,2326.9205882352935,HODL,2396.992857142858,45.18291396408603,2487.3586850710303,2306.627029214686
2018-01-09,DRREDDY,EQ,2018-01-09,2476.6,2474.5,2475.75,2450.0,2455.0,2457.8,2461.96,243824,600285672.75,14709,83856,34.39,2018,1,-0.76,Slight negative,0.05394309525254584,2371.5619047619057,2328.792647058823,HODL,2401.157142857144,48.02874883115319,2497.2146405194508,2305.0996451948376
2018-01-10,DRREDDY,EQ,2018-01-10,2457.8,2459.95,2472.0,2420.0,2427.1,2425.8,2436.94,344328,839104989.1,20822,94640,27.49,2018,1,-1.3,Negative,0.055954577524629324,2382.652380952382,2330.7088235294113,HODL,2406.1428571428587,46.58159861652039,2499.3060543758993,2312.979659909818
2018-01-11,DRREDDY,EQ,2018-01-11,2425.8,2427.0,2451.0,2418.0,2424.8,2425.35,2432.89,185159,450471546.1,15411,58215,31.44,2018,1,-0.02,Slight,0.05597134551896206,2390.7000000000007,2334.211764705882,HODL,2411.4000000000015,44.055380357702326,2499.510760715406,2323.289239284597
2018-01-12,DRREDDY,EQ,2018-01-12,2425.35,2433.0,2453.85,2413.65,2449.0,2447.65,2435.83,355780,866619682.15,21392,129447,36.38,2018,1,0.92,Slight positive,0.043513952870871536,2399.602380952382,2338.7,HODL,2419.610714285716,38.638308902376274,2496.8873320904686,2342.334096480963
2018-01-15,DRREDDY,EQ,2018-01-15,2447.65,2447.0,2461.25,2425.05,2435.0,2431.75,2443.25,156821,383152622.55,11089,45207,28.83,2018,1,-0.65,Slight negative,0.03446000643168597,2405.3690476190486,2342.7279411764703,HODL,2424.714285714287,34.721858713608,2494.1580031415033,2355.270568287071
2018-01-16,DRREDDY,EQ,2018-01-16,2431.75,2436.0,2484.0,2431.75,2468.05,2468.7,2465.98,372133,917672478.85,25621,140135,37.66,2018,1,1.52,Positive,0.026149195167460615,2409.99761904762,2347.957352941176,HODL,2429.6000000000013,35.817271295803764,2501.2345425916087,2357.965457408394
2018-01-17,DRREDDY,EQ,2018-01-17,2468.7,2467.0,2506.0,2462.85,2491.95,2491.85,2491.37,381788,951176554.7,24482,117700,30.83,2018,1,0.94,Slight positive,0.02789022317483588,2414.6095238095245,2354.282352941176,HODL,2434.0178571428582,39.495918032235636,2513.0096932073293,2355.026021078387
2018-01-18,DRREDDY,EQ,2018-01-18,2491.85,2500.0,2534.0,2450.15,2452.0,2461.5,2493.17,584198,1456506204.75,24761,225263,38.56,2018,1,-1.22,Negative,0.029834536363081407,2417.5619047619057,2359.501470588235,HODL,2437.3964285714296,39.69283244872407,2516.782093468878,2358.0107636739813
2018-01-19,DRREDDY,EQ,2018-01-19,2461.5,2467.0,2505.0,2452.0,2486.1,2490.35,2482.65,240896,598060841.5,16316,75250,31.24,2018,1,1.17,Positive,0.027111487526934798,2423.9595238095244,2367.044117647059,HODL,2443.5535714285725,40.80891901140498,2525.1714094513823,2361.9357334057627
2018-01-22,DRREDDY,EQ,2018-01-22,2490.35,2440.0,2519.0,2440.0,2506.3,2496.55,2483.83,692415,1719840605.95,41966,308756,44.59,2018,1,0.25,Slight,0.026782242512828288,2430.8547619047627,2374.519117647059,HODL,2449.792857142859,41.81758397696625,2533.4280250967913,2366.1576891889263
2018-01-23,DRREDDY,EQ,2018-01-23,2496.55,2510.0,2549.95,2501.0,2520.15,2520.4,2528.57,730091,1846088385.2,44706,317122,43.44,2018,1,0.96,Slight positive,0.026862770777040385,2439.7928571428583,2383.6676470588236,HODL,2462.7500000000014,31.735832696234255,2526.2216653924697,2399.278334607533
2018-01-24,DRREDDY,EQ,2018-01-24,2520.4,2523.0,2615.0,2523.0,2561.5,2559.4,2575.26,1126277,2900454809.25,54410,327930,29.12,2018,1,1.55,Positive,0.025574760953946934,2449.2738095238105,2394.2323529411765,HODL,2473.3642857142872,37.37364059051934,2548.1115668953257,2398.6170045332487
2018-01-25,DRREDDY,EQ,2018-01-25,2559.4,2554.0,2597.1,2453.2,2501.05,2507.75,2518.96,2652030,6680352004.85,110207,601911,22.7,2018,1,-2.02,Negative,0.03549745089114381,2454.390476190477,2403.391176470588,HODL,2475.8178571428584,38.48711376323869,2552.792084669336,2398.843629616381
2018-01-29,DRREDDY,EQ,2018-01-29,2507.75,2448.95,2452.0,2342.0,2360.0,2357.1,2391.38,1154567,2761006086.9,59113,400001,34.65,2018,1,-6.01,Among top losers,0.07028649981382976,2450.9190476190483,2408.439705882353,HODL,2467.282142857144,49.86879171749535,2567.0197262921347,2367.5445594221537
2018-01-30,DRREDDY,EQ,2018-01-30,2357.1,2356.0,2356.0,2285.2,2307.0,2306.15,2311.29,858002,1983093953.7,46421,315697,36.79,2018,1,-2.16,Negative,0.07162449190083503,2445.7738095238105,2411.770588235294,HODL,2456.450000000001,65.96071966300725,2588.3714393260157,2324.5285606739867
2018-01-31,DRREDDY,EQ,2018-01-31,2306.15,2293.0,2306.15,2203.55,2224.0,2225.35,2238.27,1143907,2560376805.5,71094,355459,31.07,2018,1,-3.5,Among top losers,0.0711436562660474,2437.2595238095246,2410.858823529412,HODL,2442.1321428571437,90.36608793624622,2622.864318729636,2261.399966984651
2018-02-01,DRREDDY,EQ,2018-02-01,2225.35,2225.0,2225.0,2153.1,2160.0,2157.95,2180.8,968321,2111711948.05,56522,265179,27.39,2018,2,-3.03,Among top losers,0.06892160296286638,2425.295238095239,2407.836764705882,HODL,2423.0321428571438,118.1683603481191,2659.3688635533817,2186.6954221609058
2018-02-02,DRREDDY,EQ,2018-02-02,2157.95,2150.0,2211.05,2110.05,2112.05,2123.55,2157.6,959646,2070535029.75,59003,174971,18.23,2018,2,-1.59,Negative,0.06019726613350421,2415.035714285715,2402.333823529412,HODL,2399.8821428571437,142.2645147483858,2684.4111723539154,2115.353113360372
2018-02-05,DRREDDY,EQ,2018-02-05,2123.55,2110.2,2139.0,2088.65,2128.0,2116.5,2117.94,603638,1278470664.85,41671,181248,30.03,2018,2,-0.33,Slight,0.047413479472650996,2401.0214285714296,2394.833823529412,HODL,2377.364285714287,160.59998614399322,2698.564258002273,2056.1643134263004
2018-02-06,DRREDDY,EQ,2018-02-06,2116.5,2050.0,2124.0,2005.55,2084.0,2095.7,2082.71,763234,1589592159.6,45557,241719,31.67,2018,2,-0.98,Slight negative,0.050111642540230546,2383.035714285715,2386.0308823529413,SELL,2350.7214285714294,174.61064236916286,2699.942713309755,2001.5001438331037
2018-02-07,DRREDDY,EQ,2018-02-07,2095.7,2125.15,2147.0,2096.25,2103.0,2111.4,2125.32,398161,846219387.15,28809,99209,24.92,2018,2,0.75,Slight positive,0.03964342757840951,2365.6452380952387,2377.5573529411763,HODL,2323.5464285714297,180.46396131199663,2684.474351195423,1962.6185059474365
2018-02-08,DRREDDY,EQ,2018-02-08,2111.4,2125.0,2196.0,2125.0,2180.0,2180.45,2170.1,889623,1930574998.5,48617,212414,23.88,2018,2,3.27,Among top gainers,0.06121849928679632,2352.4380952380957,2372.3941176470585,HODL,2303.4714285714294,179.5673129779195,2662.6060545272685,1944.3368026155904
2018-02-09,DRREDDY,EQ,2018-02-09,2180.45,2150.0,2208.0,2133.6,2193.8,2193.8,2179.71,479123,1044349639.15,32142,93594,19.53,2018,2,0.61,Slight positive,0.05311096986982263,2341.390476190477,2367.7485294117646,HODL,2282.289285714287,173.20510649179877,2628.6994986978843,1935.8790727306894
2018-02-12,DRREDDY,EQ,2018-02-12,2193.8,2194.7,2229.75,2179.0,2199.85,2204.25,2212.34,482626,1067734473.0,23467,100881,20.9,2018,2,0.48,Slight,0.04153123520744809,2330.8619047619054,2363.970588235294,HODL,2261.4107142857156,162.688892792078,2586.7884998698714,1936.0329287015595
2018-02-14,DRREDDY,EQ,2018-02-14,2204.25,2210.0,2226.0,2175.6,2179.0,2183.3,2198.63,309833,681208758.3,18223,62464,20.16,2018,2,-0.95,Slight negative,0.03846648568494894,2318.27380952381,2358.764705882353,HODL,2237.332142857144,145.44063897097627,2528.2134207990966,1946.4508649151915
2018-02-15,DRREDDY,EQ,2018-02-15,2183.3,2204.0,2219.0,2177.3,2198.0,2195.8,2198.22,345185,758792420.85,15786,57761,16.73,2018,2,0.57,Slight positive,0.03749269403531667,2307.038095238096,2352.75,HODL,2211.3607142857154,112.16153731692891,2435.683788919573,1987.0376396518575
2018-02-16,DRREDDY,EQ,2018-02-16,2195.8,2207.0,2240.0,2207.0,2212.0,2213.55,2225.27,458897,1021168369.05,20712,57383,12.5,2018,2,0.81,Slight positive,0.03304626749572261,2294.8880952380964,2346.383823529412,HODL,2190.34642857143,73.1271376131641,2336.600703797758,2044.0921533451017
2018-02-19,DRREDDY,EQ,2018-02-19,2213.55,2223.0,2233.95,2105.05,2155.0,2152.0,2168.08,562310,1219133973.8,37182,155289,27.62,2018,2,-2.78,Negative,0.04870954891674815,2278.704761904763,2338.6720588235294,HODL,2175.6964285714303,55.592955642177344,2286.882339855785,2064.5105172870753
2018-02-20,DRREDDY,EQ,2018-02-20,2152.0,2155.0,2196.5,2144.2,2169.0,2163.65,2166.14,669025,1449200348.95,27568,354706,53.02,2018,2,0.54,Slight positive,0.034894915150965884,2264.5214285714296,2331.598529411765,HODL,2165.5178571428587,41.000969065204394,2247.5197952732674,2083.51591901245
2018-02-21,DRREDDY,EQ,2018-02-21,2163.65,2180.2,2202.0,2140.75,2174.95,2165.9,2176.66,498005,1083989059.15,23149,177206,35.58,2018,2,0.1,Slight,0.0340393258044005,2249.07142857143,2324.4426470588237,HODL,2161.2714285714305,37.23299154433863,2235.7374116601077,2086.8054454827534
2018-02-22,DRREDDY,EQ,2018-02-22,2165.9,2167.0,2172.6,2086.55,2124.1,2123.45,2119.08,1665309,3528916142.95,68634,564062,33.87,2018,2,-1.96,Negative,0.03717083294295916,2231.304761904763,2318.1029411764707,HODL,2158.8071428571448,38.58681947715787,2235.9807818114605,2081.633503902829
2018-02-23,DRREDDY,EQ,2018-02-23,2123.45,2142.4,2185.0,2135.05,2159.0,2167.05,2167.07,743506,1611231856.85,31045,366751,49.33,2018,2,2.05,Positive,0.04454985975907102,2214.4785714285726,2310.9338235294117,HODL,2161.9142857142874,37.25790792968441,2236.4301015736564,2087.3984698549184
2018-02-26,DRREDDY,EQ,2018-02-26,2167.05,2120.0,2207.2,2090.0,2193.0,2193.8,2152.57,1184749,2550252299.9,59634,221596,18.7,2018,2,1.23,Positive,0.04616816902546621,2197.069047619049,2302.710294117647,HODL,2167.435714285716,35.705426373698664,2238.8465670331134,2096.024861538319
2018-02-27,DRREDDY,EQ,2018-02-27,2193.8,2200.2,2241.55,2198.3,2236.0,2236.0,2225.23,676152,1504594554.45,45019,175521,25.96,2018,2,1.92,Positive,0.04966084054554808,2184.1285714285727,2295.633823529412,HODL,2177.4571428571444,33.65257937961443,2244.7623016163734,2110.1519840979154
2018-02-28,DRREDDY,EQ,2018-02-28,2236.0,2223.05,2266.95,2218.2,2234.0,2237.25,2251.21,992777,2234953233.15,53878,419501,42.26,2018,2,0.06,Slight,0.0363992444202349,2178.4214285714297,2289.1470588235293,HODL,2186.4464285714303,31.3819979280511,2249.2104244275324,2123.682432715328
2018-03-01,DRREDDY,EQ,2018-03-01,2237.25,2200.05,2239.75,2193.55,2229.0,2231.5,2227.72,430777,959652250.65,29121,130370,30.26,2018,3,-0.26,Slight,0.03732270757646973,2174.8666666666677,2283.4323529411763,HODL,2190.0928571428585,33.52439328392246,2257.1416437107036,2123.0440705750134
2018-03-05,DRREDDY,EQ,2018-03-05,2231.5,2229.8,2239.9,2175.8,2182.15,2180.8,2196.78,598344,1314430749.65,23294,258587,43.22,2018,3,-2.27,Negative,0.04636471408225099,2172.7452380952395,2276.2397058823526,HODL,2189.1642857142874,33.593780494494034,2256.3518467032754,2121.9767247252994
2018-03-06,DRREDDY,EQ,2018-03-06,2180.8,2201.45,2223.8,2166.85,2176.5,2176.45,2204.49,415000,914863770.05,23272,157135,37.86,2018,3,-0.2,Slight,0.040110547223752256,2173.626190476192,2268.2632352941177,HODL,2187.178571428573,33.454812889846885,2254.0881972082666,2120.2689456488793
2018-03-07,DRREDDY,EQ,2018-03-07,2176.45,2176.5,2204.3,2143.0,2150.1,2149.6,2168.91,492494,1068175248.8,29114,183987,37.36,2018,3,-1.23,Negative,0.03731812589004852,2174.8666666666677,2259.964705882353,HODL,2184.77142857143,34.93499850979358,2254.641425591017,2114.901431551843
2018-03-08,DRREDDY,EQ,2018-03-08,2149.6,2172.9,2182.0,2128.1,2156.0,2143.4,2147.66,476763,1023927018.5,27116,172361,36.15,2018,3,-0.29,Slight,0.0338813684975831,2176.1476190476205,2250.3970588235293,HODL,2181.0285714285733,36.43724169606887,2253.903054820711,2108.1540880364355
2018-03-09,DRREDDY,EQ,2018-03-09,2143.4,2164.0,2182.8,2095.0,2122.15,2129.9,2148.92,470814,1011742521.55,26347,122779,26.08,2018,3,-0.63,Slight negative,0.021460736736892496,2177.776190476192,2239.751470588235,HODL,2175.0535714285734,37.536056841215576,2250.1256851110047,2099.981457746142
2018-03-12,DRREDDY,EQ,2018-03-12,2129.9,2160.0,2163.7,2122.0,2155.55,2148.4,2140.21,530428,1135228307.0,18319,208912,39.39,2018,3,0.87,Slight positive,0.025843808331667568,2179.538095238097,2230.542647058823,HODL,2174.7964285714306,37.718024992578975,2250.2324785565884,2099.360378586273
2018-03-13,DRREDDY,EQ,2018-03-13,2148.4,2142.0,2194.15,2141.25,2185.0,2181.5,2172.92,519269,1128327592.55,20817,120498,23.21,2018,3,1.54,Positive,0.033521150942412634,2179.5880952380967,2221.458823529411,HODL,2176.0714285714303,37.61380533326168,2251.299039237954,2100.8438179049067
2018-03-14,DRREDDY,EQ,2018-03-14,2181.5,2185.0,2196.0,2166.8,2184.55,2181.45,2181.32,266769,581907660.55,12420,80475,30.17,2018,3,-0.0,Slight,0.024557783030037948,2179.0000000000014,2212.1911764705874,HODL,2177.1821428571448,37.51981838946152,2252.221779636068,2102.1425060782217
2018-03-15,DRREDDY,EQ,2018-03-15,2181.45,2182.45,2218.4,2177.0,2178.65,2182.75,2198.24,335767,738094838.55,14644,72309,21.54,2018,3,0.06,Slight,0.024438875858083763,2177.9761904761917,2202.2602941176465,HODL,2181.417857142859,34.186432346671644,2249.790721836202,2113.0449924495156
2018-03-16,DRREDDY,EQ,2018-03-16,2182.75,2180.0,2209.0,2118.3,2154.0,2142.15,2159.07,594361,1283266698.75,34130,206227,34.7,2018,3,-1.86,Negative,0.028694403710497102,2176.016666666668,2189.9882352941167,HODL,2179.639285714288,35.60952864360791,2250.8583430015037,2108.420228427072
2018-03-19,DRREDDY,EQ,2018-03-19,2142.15,2155.0,2170.0,2112.15,2120.2,2119.85,2134.6,292149,623621025.85,12919,61882,21.18,2018,3,-1.04,Negative,0.03037820433792808,2172.400000000001,2178.5794117647056,HODL,2174.3571428571445,38.69816064573086,2251.7534641486063,2096.9608215656826
2018-03-20,DRREDDY,EQ,2018-03-20,2119.85,2114.95,2162.9,2101.95,2156.6,2157.15,2135.88,387372,827381244.45,17437,87586,22.61,2018,3,1.76,Positive,0.035033911290108605,2169.7142857142867,2172.698529411764,HODL,2168.7250000000017,34.55237802124822,2237.829756042498,2099.6202439575054
