Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
HDFC,EQ,2017-05-15,1549.80,1554.50,1572.60,1554.10,1561,1559.50,1562.62,1270297,1984989921.95,59917,955875,75.25,2017,5,0,Slight
HDFC,EQ,2017-05-16,1559.50,1558,1569,1554,1568,1566.55,1564.05,2114918,3307844027,79354,1652379,78.13,2017,5,0.00,Slight
HDFC,EQ,2017-05-17,1566.55,1565.50,1570.95,1549.75,1550.10,1552.50,1557.08,2161434,3365526233.20,80317,1794472,83.02,2017,5,-0.01,Slight
HDFC,EQ,2017-05-18,1552.50,1547,1558.60,1526.50,1545,1537.05,1539.03,2404372,3700407244.80,85842,1837821,76.44,2017,5,-0.01,Slight
HDFC,EQ,2017-05-19,1537.05,1545,1548,1515.35,1526.50,1520.60,1526.14,2142433,3269651728.75,113875,1601236,74.74,2017,5,-0.01,Slight
HDFC,EQ,2017-05-22,1520.60,1530,1530,1510.25,1519.95,1519.85,1518.84,1920867,2917481234.80,70390,1541085,80.23,2017,5,-0.00,Slight
HDFC,EQ,2017-05-23,1519.85,1521.70,1537.20,1503.45,1510,1511.50,1521.20,1408855,2143148588.05,56848,969791,68.84,2017,5,-0.01,Slight
HDFC,EQ,2017-05-24,1511.50,1519,1541.75,1512.40,1525,1524.85,1527.90,2209471,3375851161.20,75808,1361319,61.61,2017,5,0.01,Slight
HDFC,EQ,2017-05-25,1524.85,1533.90,1546,1530.50,1539,1539.75,1539.88,4099792,6313183910.85,91104,3327557,81.16,2017,5,0.01,Slight
HDFC,EQ,2017-05-26,1539.75,1538.10,1563,1530.25,1544.50,1547.90,1548.63,1871008,2897490679.90,59347,1270174,67.89,2017,5,0.01,Slight
HDFC,EQ,2017-05-29,1547.90,1546,1601.25,1546,1596.75,1598.85,1586.02,3464406,5494626677.80,75137,1961992,56.63,2017,5,0.03,Slight
HDFC,EQ,2017-05-30,1598.85,1595.70,1604,1575.05,1582.60,1579.50,1588.05,1605211,2549149347.80,77293,1019565,63.52,2017,5,-0.01,Slight
HDFC,EQ,2017-05-31,1579.50,1581,1596.15,1565.40,1576.80,1569.85,1571.89,4907685,7714319619.25,160031,3833239,78.11,2017,5,-0.01,Slight
HDFC,EQ,2017-06-01,1569.85,1551.80,1587.40,1551.80,1577.25,1583.75,1575.11,2990228,4709941589.05,155736,1983472,66.33,2017,6,0.01,Slight
HDFC,EQ,2017-06-02,1583.75,1582,1612.80,1582,1595.35,1604.65,1602.17,3427957,5492166765.50,99348,2572628,75.05,2017,6,0.01,Slight
HDFC,EQ,2017-06-05,1604.65,1606.40,1612,1591.15,1605,1606.15,1603.91,2988075,4792593901,81217,2167100,72.52,2017,6,0.00,Slight
HDFC,EQ,2017-06-06,1606.15,1610,1624.85,1602.50,1603.70,1605.75,1611.85,2170920,3499204655.90,48603,1537563,70.83,2017,6,-0.00,Slight
HDFC,EQ,2017-06-07,1605.75,1609.70,1611.50,1590.60,1600,1599.35,1598.75,1726464,2760190740.40,69120,1256284,72.77,2017,6,-0.00,Slight
HDFC,EQ,2017-06-08,1599.35,1608.90,1635,1605,1631,1633.55,1628.23,2289492,3727828269.55,104016,1459772,63.76,2017,6,0.02,Slight
HDFC,EQ,2017-06-09,1633.55,1628,1649,1620.10,1646.10,1647.20,1636.33,2633241,4308859894.05,73460,1898414,72.09,2017,6,0.01,Slight
HDFC,EQ,2017-06-12,1647.20,1644,1651.80,1633.85,1647,1647.50,1643.89,2000556,3288694813.40,71819,1467513,73.36,2017,6,0.00,Slight
